ID|USER|TARGET|MENTION|POLARITY|pcc|INFO|MESSAGE|PROCESSED|
209010094644539000|Teste|player|1098|-1|-1|; sentiTokens:dificuldades(-1) ; score:-1;|RT @Strone: Fabio Coentrão em dificuldades desde algum tempo sim, desde que começou a andar..|rt <USER> fabio coentrão em dificuldades desde algum tempo sim, desde que começou a andar..|
209010348362178000|Teste|player|1098|-1|-1|; sentiTokens:dificuldades(-1) ; score:-1;|RT @Strone: Fabio Coentrão em dificuldades desde algum tempo sim, desde que começou a andar..|rt <USER> fabio coentrão em dificuldades desde algum tempo sim, desde que começou a andar..|
209002335966478000|Teste|player|1098|-1|1|>>Regra [VSUP] [QUANT/0] [N-] ? Neg""->  teve culpa."|O Bruno Alves tb teve culpa. QT @d20fernandes: Rui Patrício e Coentrao! Boa dupla|o bruno_alves tb teve culpa. qt <USER> rui_patrício e coentrao! boa dupla|
209002383638921000|Teste|player|1098|-1|-1|; sentiTokens:nabo(-1) ; score:-1;|@kamponez NABO Coentrão!|<USER> nabo coentrão!|
209002393130635000|Teste|player|1098|0|0|; sentiTokens:; score:0;|Qual era mesmo aquela #hashtag dos espanhóis para o Coentrão?|qual era mesmo aquela #hashtag dos espanhóis para o coentrão?|
209002481735311000|Teste|player|1098|1|1|; sentiTokens:boa(1) ; score:1;|RT @d20fernandes: Rui Patrício e Coentrao! Boa dupla|rt <USER> rui_patrício e coentrao! boa dupla|
209002530850615000|Teste|player|1098|-1|-1|>>culpa\culpado é\foi do\o [TARGET]foi|@_mr_malcontent foi culpa do Coentrão ... Lol|<USER> foi culpa do coentrão ... lol|
209002714720518000|Teste|player|1098|0|0|; sentiTokens:; score:0;|#silocomparasconcoentrao RT @ValeriePT: Qual era mesmo aquela #hastag dos espanhóis para o Coentrão?|#silocomparasconcoentrao rt <USER> qual era mesmo aquela #hastag dos espanhóis para o coentrão?|
209002745036943000|Teste|player|1098|1|1|; sentiTokens:boa(1) ; score:1;|RT @d20fernandes: Rui Patrício e Coentrao! Boa dupla|rt <USER> rui_patrício e coentrao! boa dupla|
209003255919951000|Teste|player|1098|-1|-1|>>Regra [VCOP] [Adj-] ? Neg""->  foi pior "|RT @IvoGoncalves7: quem foi pior neste lance!? Miguel Lopes e Pepe, ou bruno alves, ou coentrão ou patricio!?|rt <USER> quem foi pior neste lance!? miguel_lopes e pepe, ou bruno_alves, ou coentrão ou patricio!?|
209003252031819000|Teste|player|1098|1|0|; sentiTokens:simpatico(1) ; score:1;|@NatachaSantos30 ja fui ao bar dele mas nunca o vi. O coentrao tambem é e esse ja conhecia, o Bruno Alves parece-me simpatico lol|<USER> ja fui ao bar dele mas nunca o vi. o coentrao tambem é e esse ja conhecia, o bruno_alves parece-me simpatico lol|
209002862997544000|Teste|player|1098|-1|-1|; sentiTokens:nabo(-1) burro(-1) golo(1) ; score:-1;|@kamponez Não, pá. Burro Alves e Nabo Coentrão. Ou não devia estar a marcar o gajo que marcou o golo?|<USER> não, pá. burro alves e nabo coentrão. ou não devia estar a marcar o gajo que marcou o golo?|
209002910963613000|Teste|player|1098|-1|-1|>>culpa\culpado é\foi do\o [TARGET]foi|Bruno Alves, o central que os portugueses adoram odiar. A culpa do golo foi claramente do Fábio Coentrão.|bruno alves, o central que os portugueses adoram odiar. a culpa do golo foi claramente do fábio_coentrão.|
209003433821339000|Teste|player|1098|-1|0|>>culpa\culpado é\foi do\o [TARGET] culpa é|Beeeem Hugo, a culpa é do Coentrão? LOL|beeeem hugo, a culpa é do coentrão? lol|
209009692662444000|Teste|player|1098|-1|-1|; sentiTokens:dificuldades(-1) ; score:-1;|Fabio Coentrão em dificuldades desde algum tempo sim, desde que começou a andar..|fabio coentrão em dificuldades desde algum tempo sim, desde que começou a andar..|
208998915675131000|Teste|player|1098|0|1|; sentiTokens:; score:0;|RT @CristianaRelvao: Fábio Coentrão #OrgulhoNacional|rt <USER> fábio_coentrão #orgulhonacional|
208998946931085000|Teste|player|1098|1|1|>>Smiley:  :)|Fábio Coentrão teve que fazer uma pequena pausa... mas está de volta e é aplaudido :)|fábio coentrão teve que fazer uma pequena pausa... mas está de volta e é aplaudido :)|
208998963657981000|Teste|player|1098|0|0|; sentiTokens:; score:0;|oh moço tu tens de ir ao EURO! aquilo sem ti nao é o mesmo #coentrao|oh moço tu tens de ir ao euro! aquilo sem ti nao é o mesmo #coentrao|
208999701083734000|Teste|player|1098|1|1|; sentiTokens:são(1) lindos(1) ; score:2;|RT @in1Dpants: CARREGA PORTUGAL!!!!! MEUS MENINOS SÃO TÃO LINDOS!!! MEU CRISTIANO, NANI, COENTRÃO, MIGUEL «3 Portugal vs Turkey|rt <USER> carrega portugal!!!!! meus meninos são tão lindos!!! meu cristiano, nani, coentrão, miguel «3 portugal vs turkey|
208999062425436000|Teste|player|1098|0|0|; sentiTokens:; score:0;|O público não esquece Coentrão ...|o público não esquece coentrão ...|
208999074282733000|Teste|player|1098|0|0|; sentiTokens:; score:0;|O Coentrão voltou, vamos a ver se foi só uma dor momentânea ou se foi mais grave...|o coentrão voltou, vamos a ver se foi só uma dor momentânea ou se foi mais grave...|
208999102657200000|Teste|player|1098|-1|0|; sentiTokens:lesão(-1) ; score:-1;|Portugal momentaneamente c/10 unidades por lesão do Coentrão. Mas não tem sido assim desde o início? O Hugo Almeida tem contado para os 11?|portugal momentaneamente c/10 unidades por lesão do coentrão. mas não tem sido assim desde o início? o hugo_almeida tem contado para os 11?|
208998802827378000|Teste|player|1098|0|1|; sentiTokens:; score:0;|Fábio Coentrão #OrgulhoNacional|fábio coentrão #orgulhonacional|
208998810775588000|Teste|player|1098|0|0|; sentiTokens:; score:0;|Mais vale o Coentrão sair agora e poupar-se para o Euro do que continuar e rebentar.|mais vale o coentrão sair agora e poupar-se para o euro do que continuar e rebentar.|
208998812042272000|Teste|player|1098|0|0|; sentiTokens:; score:0;|que raio se passa com o Coentrão?|que raio se passa com o coentrão?|
208998823039733000|Teste|player|1098|0|1|; sentiTokens:; score:0;|Aiiii tadinho do meu Coentrão.. Portugal vs Turkey|aiiii tadinho do meu coentrão.. portugal vs turkey|
209008344210485000|Teste|player|1098|-1|-1|; sentiTokens:perdeu(-1) ; score:-1;|sim, perdeu algum fulgor “@Strone: o coentrão desaprendeu de jogar..”|sim, perdeu algum fulgor  <USER> o coentrão desaprendeu de jogar..”|
209008540801699000|Teste|player|1098|1|-1|; sentiTokens:golo(1) fintado(1) falhou(-1) ; score:1;|Será que vi bem o golo dos turcos?   O Coentrão foi fintado na direita, falhou a dobra ao lateral direito, o mesmo... http://t.co/JFqMTavu|será que vi bem o golo dos turcos?   o coentrão foi fintado na direita, falhou a dobra ao lateral_direito, o mesmo... <URL>|
209008692333527000|Teste|player|1098|1|1|>>Regra [VCOP] [Adj+] ? Pos""->  esteve excelente "|O coentrão esteve excelente naquele corte que deu golo para a Turquia.|o coentrão esteve excelente naquele corte que deu golo para a turquia.|
209008151213785000|Teste|player|1098|0|-1|; sentiTokens:; score:0;|o coentrão desaprendeu de jogar..|o coentrão desaprendeu de jogar..|
209021533266509000|Teste|player|1098|1|0|; sentiTokens:verdade(1) ; score:1;|@P238509 não é verdade. O clube com mais jogadores é o Real Madrid (Pepe, Coentrão e Ronaldo)|<USER> não é verdade. o clube com mais jogadores é o real madrid (pepe, coentrão e ronaldo)|
209021723348172000|Teste|player|1098|0|0|; sentiTokens:; score:0;|@mcorais O Coentrao é do Benfica...|<USER> o coentrao é do benfica...|
209003517078290000|Teste|player|1098|0|0|; sentiTokens:; score:0;|RT @portugoaldotnet: Coentrão vented anger to Patrício on goal, but whole defence guilty of looking at each other rather than ball.|rt <USER> coentrão vented anger to patrício on goal, but whole defence guilty of looking at each other rather than ball.|
209003530516836000|Teste|player|1098|0|-1|; sentiTokens:; score:0;|Raios parta Coentrão. Tu hj só fazes porcaria…|raios parta coentrão. tu hj só fazes porcaria…|
209003538620231000|Teste|player|1098|-1|0|>>culpa\culpado é\foi do\o [TARGET] culpa é|Claro RT @Afon5o: Beeeem Hugo, a culpa é do Coentrão? LOL|claro rt <USER> beeeem hugo, a culpa é do coentrão? lol|
209003718031577000|Teste|player|1098|1|0|>>Regra [VCOP] [Adj+] ? Pos""->  foi bonito "|O Hugo Almeida quis dar ao Coentrão. O gesto foi bonito mas porra estava em frente à baliza!!|o hugo_almeida quis dar ao coentrão. o gesto foi bonito mas porra estava em frente à baliza!!|
209003766601617000|Teste|player|1098|-1|0|>>culpa\culpado é\foi do\o [TARGET] culpa é|RT @Afon5o: Beeeem Hugo, a culpa é do Coentrão? LOL|rt <USER> beeeem hugo, a culpa é do coentrão? lol|
209004132588199000|Teste|player|1098|-1|-1|; sentiTokens:nabo(-1) burro(-1) ; score:-2;|@kamponez Vou tentar mais uma vez: BURRO Alves (porque deixou a bola para o GR) e NABO Coentrão (porque não marcou o avançado).|<USER> vou tentar mais uma vez: burro alves (porque deixou a bola para o gr) e nabo coentrão (porque não marcou o avançado).|
209003658665394000|Teste|player|1098|1|0|>>Smiley: .XD|@katyserra o Postiga ja conheço a 13 anos..xD Coentrao e Bruno nunca vi pessoalmente,mas tb me parece q o Bruno seja simpatico :)|<USER> o postiga ja conheço a 13 anos..xd coentrao e bruno nunca vi pessoalmente,mas tb me parece q o bruno seja simpatico :)|
209011667454009000|Teste|player|1098|-1|0|; sentiTokens:duras(-1) evitar(-1) ; score:-2;|Depois daquelas entradas mais duras da 1ª parte (sobre Coentrão e Nani), os portugueses começaram a evitar meter o pé...|depois daquelas entradas mais duras da 1ª parte (sobre coentrão e nani), os portugueses começaram a evitar meter o pé...|
209011211684167000|Teste|player|1098|-1|0|; sentiTokens:falha(-1) veloso(0) culpa(0) ; score:-1;|RT @kamponez: Esta falha do Veloso deve ter sido culpa do Coentrão.|rt <USER> esta falha do veloso deve ter sido culpa do coentrão.|
209011075021156000|Teste|player|1098|-1|0|; sentiTokens:falha(-1) veloso(0) culpa(0) ; score:-1;|Esta falha do Veloso deve ter sido culpa do Coentrão.|esta falha do veloso deve ter sido culpa do coentrão.|
209018245586497000|Teste|player|1098|0|0|; sentiTokens:; score:0;|Parece q nunca jogaram juntos; nem o Coentrão com o Ronaldo|parece q nunca jogaram juntos; nem o coentrão com o ronaldo|
209017716684763000|Teste|player|1098|0|-1|; sentiTokens:; score:0;|Nani, CR7, Coentrão, Beto e Bento RT @ricardoboleo: Cinco portugueses nomeados para o Prémio PT Literatura 2012 http://t.co/R5sJMdnC|nani, cr7, coentrão, beto e bento rt <USER> cinco portugueses nomeados para o prémio pt literatura 2012 <URL>|
208998675312148000|Teste|player|1098|0|0|; sentiTokens:; score:0;|Tudo menos o Fabio Coentrao se lesionar|tudo menos o fabio_coentrao se lesionar|
209006835724853000|Teste|player|1098|1|1|; sentiTokens:verdade(1) estupidez(-1) golo(1) fintou(1) ; score:2;|@kamponez Fintou o Patrício; o Coentrão tem de estar a marcar independentemente de. Mas golo nasce da estupidez do Alves, isso é verdade.|<USER> fintou o patrício; o coentrão tem de estar a marcar independentemente de. mas golo nasce da estupidez do alves, isso é verdade.|
209006671962447000|Teste|player|1098|-1|0|>>culpa\culpado é\foi do\o [TARGET] culpa é|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo_almeida falha e a culpa tambem deve ser do c ...|
209014276105584000|Teste|player|1098|0|-1|; sentiTokens:culpa(0) ; score:0;|Falhanço de Ronaldo é culpa do Coentrão.|falhanço de ronaldo é culpa do coentrão.|
209014359156981000|Teste|player|1098|-1|-1|; sentiTokens:culpa(0) falhanço(-1) ; score:-1;|RT @kamponez: Falhanço de Ronaldo é culpa do Coentrão.|rt <USER> falhanço de ronaldo é culpa do coentrão.|
209014470196994000|Teste|player|1098|0|0|; sentiTokens:; score:0;|Isto é o Coentrão que vai marcar!|isto é o coentrão que vai marcar!|
209013911742201000|Teste|player|1098|0|0|; sentiTokens:; score:0;|RT @TrendsPortugal: turquia, joss, stone e coentrão é tendência em Portugal http://t.co/1KttZoBt|rt <USER> turquia, joss, stone e coentrão é tendência em portugal <URL>|
209013737615659000|Teste|player|1098|0|0|; sentiTokens:livro(0) ; score:0;|@filipaclaro mas o Coentrão tem um livro...?|<USER> mas o coentrão tem um livro...?|
209021203858460000|Teste|player|1098|0|0|; sentiTokens:; score:0;|@raminhoseffect E o Coentrão ? E o Ronaldo ? Não percebes nada de carros. E de futebol, zero.|<USER> e o coentrão ? e o ronaldo ? não percebes nada de carros. e de futebol, zero.|
209021241674309000|Teste|player|1098|0|-1|; sentiTokens:; score:0;|O trabalho de equipa está a subir. O Coentrão desta vez já girou a ganza pelos seus restantes companheiros ! #teamwork|o trabalho de equipa está a subir. o coentrão desta vez já girou a ganza pelos seus restantes companheiros ! #teamwork|
209021291884322000|Teste|player|1098|0|1|; sentiTokens:; score:0;|@M_CorteReal Coentrão, CR, Nani, Meireles e Moutinho não jogaram mal|<USER> coentrão, cr, nani, meireles e moutinho não jogaram mal|
209005653128261000|Teste|player|1098|-1|0|>>culpa\culpado é\foi do\o [TARGET] culpa é|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo_almeida falha e a culpa tambem deve ser do c ...|
209006111007834000|Teste|player|1098|-1|0|>>culpa\culpado é\foi do\o [TARGET] culpa é|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo_almeida falha e a culpa tambem deve ser do c ...|
209006530589233000|Teste|player|1098|-1|0|>>culpa\culpado é\foi do\o [TARGET] culpa é|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo_almeida falha e a culpa tambem deve ser do c ...|
209006538512269000|Teste|player|1098|-1|0|>>culpa\culpado é\foi do\o [TARGET] culpa é|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo_almeida falha e a culpa tambem deve ser do c ...|
209005894984409000|Teste|player|1098|-1|0|>>culpa\culpado é\foi do\o [TARGET] culpa é|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo_almeida falha e a culpa tambem deve ser do c ...|
209005736964001000|Teste|player|1098|-1|0|>>culpa\culpado é\foi do\o [TARGET] culpa é|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo_almeida falha e a culpa tambem deve ser do c ...|
209012559653777000|Teste|player|1098|1|1|>>Smiley:  :)|Va la, um golito :) bem jogado de Coentrao e Ronaldo :)|va la, um golito :) bem jogado de coentrao e ronaldo :)|
209012589122949000|Teste|player|1098|-1|0|>>Regra [NEG] [VSUP] [QUANT/0] [N+] ? Neg""->  não faz golos;"|RT @VickyD313: Claro, Hugo Almeida que não faz golos; Miguel Veloso que não acerta NADA. E depois a culpa é do Coentrão!? A culpa é do s ...|rt <USER> claro, hugo_almeida que não faz golos; miguel_veloso que não acerta nada. e depois a culpa é do coentrão!? a culpa é do s ...|
209012102063587000|Teste|player|1098|-1|0|>>Regra [NEG] [VSUP] [QUANT/0] [N+] ? Neg""->  não faz golos;"|Claro, Hugo Almeida que não faz golos; Miguel Veloso que não acerta NADA. E depois a culpa é do Coentrão!? A culpa é do super Paulo Bento!|claro, hugo_almeida que não faz golos; miguel_veloso que não acerta nada. e depois a culpa é do coentrão!? a culpa é do super paulo_bento!|
209012172871831000|Teste|player|1098|-1|-1|; sentiTokens:dificuldades(-1) ; score:-1;|RT @Strone: Fabio Coentrão em dificuldades desde algum tempo sim, desde que começou a andar..|rt <USER> fabio coentrão em dificuldades desde algum tempo sim, desde que começou a andar..|
208996693486743000|Teste|player|1098|1|1|; sentiTokens:elegancia(1) ; score:1;|#euro2012  Mais uma vez o pentado do coentrao eh um hino a elegancia #por5 es o maior!|#euro2012  mais uma vez o pentado do coentrao eh um hino a elegancia #por5 es o maior!|
208996839435931000|Teste|player|1098|0|1|; sentiTokens:; score:0;|RT @anafilipag: Ninguém pára o Coentrão no Estádio da Luz!|rt <USER> ninguém pára o coentrão no estádio da luz!|
208997411648057000|Teste|player|1098|0|0|; sentiTokens:veloso(0) ; score:0;|RT @portugoaldotnet: Portugal XI: Patrício, Lopes, Bruno Alves, Pepe, Coentrão, Veloso, Meireles, Moutinho, Ronaldo, Almeida, Nani|rt <USER> portugal xi: patrício, lopes, bruno_alves, pepe, coentrão, veloso, meireles, moutinho, ronaldo, almeida, nani|
208998515437871000|Teste|player|1098|0|1|; sentiTokens:melhores(0) ; score:0;|Não Fábio Coentrão, não te lesiones porque és um dos melhores jogadores em campo! #Portugal|não fábio_coentrão, não te lesiones porque és um dos melhores jogadores em campo! #portugal|
208998520210997000|Teste|player|1098|0|0|; sentiTokens:; score:0;|Não, o meu Coentrão não tá bem? Ai ai ....|não, o meu coentrão não tá bem? ai ai ....|
208998539706114000|Teste|player|1098|0|-1|; sentiTokens:; score:0;|Oh @filipaclaro vai socorrer o teu Coentrão! :o|oh <USER> vai socorrer o teu coentrão! :o|
208998570945298000|Teste|player|1098|0|0|; sentiTokens:serio(0) ; score:0;|Espero bem que o Coentrão não se lesione a serio!|espero bem que o coentrão não se lesione a serio!|
208998628692475000|Teste|player|1098|0|-1|; sentiTokens:; score:0;|Adeus Coentrão.|adeus coentrão.|
208998451655086000|Teste|player|1098|-1|0|>>Heavy Punctuation: ?!?|Quem foi o FDP que lesionou o Coentrão?!?|quem foi o fdp que lesionou o coentrão?!?|
208998434689138000|Teste|player|1098|0|0|; sentiTokens:; score:0;|ai coentrao pff nao te lesiones!!!|ai coentrao pff nao te lesiones!!!|
208998455371251000|Teste|player|1098|0|-1|; sentiTokens:; score:0;|Pronto, Coentrão para o Estaleiro.|pronto, coentrão para o estaleiro.|
208998466158989000|Teste|player|1098|0|0|; sentiTokens:; score:0;|Ai nao, nao lesionem o Coentrão :o|ai nao, nao lesionem o coentrão :o|
208998474555981000|Teste|player|1098|0|-1|; sentiTokens:; score:0;|olha queres ver o Coentrão a foder-se ? ohhhhhh páááá|olha queres ver o coentrão a foder-se ? ohhhhhh páááá|
208998270016561000|Teste|player|1098|0|0|; sentiTokens:veloso(0) ; score:0;|RT @brunoribeiro: Coentrão, M. Lopes, Veloso, Meireles, Quaresma e Ronaldo fazem de Portugal principal candidata a selecção mais azeitei ...|rt <USER> coentrão, m. lopes, veloso, meireles, quaresma e ronaldo fazem de portugal principal candidata a selecção mais azeitei ...|
208999398116560000|Teste|player|1098|0|0|; sentiTokens:; score:0;|RT @SaraDAlves: O público não esquece Fábio Coentrão. - Depois de uma época inteira a ver um Emerson, queriam o quê? Nossa, que saud ...|rt <USER> o público não esquece fábio_coentrão. - depois de uma época inteira a ver um emerson, queriam o quê? nossa, que saud ...|
208999269431128000|Teste|player|1098|0|1|; sentiTokens:melhores(0) ; score:0;|CONCORDO! RT @CatarinaC0sta Não Fábio Coentrão, não te lesiones porque és um dos melhores jogadores em campo! #Portugal|concordo! rt <USER> não fábio_coentrão, não te lesiones porque és um dos melhores jogadores em campo! #portugal|
208999183942815000|Teste|player|1098|0|0|; sentiTokens:; score:0;|RT @SaraDAlves: O público não esquece Fábio Coentrão. - Depois de uma época inteira a ver um Emerson, queriam o quê? Nossa, que saud ...|rt <USER> o público não esquece fábio_coentrão. - depois de uma época inteira a ver um emerson, queriam o quê? nossa, que saud ...|
208999116951396000|Teste|player|1098|1|1|; sentiTokens:são(1) lindos(1) ; score:2;|CARREGA PORTUGAL!!!!! MEUS MENINOS SÃO TÃO LINDOS!!! MEU CRISTIANO, NANI, COENTRÃO, MIGUEL «3 Portugal vs Turkey|carrega portugal!!!!! meus meninos são tão lindos!!! meu cristiano, nani, coentrão, miguel «3 portugal vs turkey|
208999256693026000|Teste|player|1098|-1|1|; sentiTokens:duro(-1) roer(-1) grande(0) ; score:-2;|#OrgulhoNacional RT @SaraaaaaL Caxineiro duro de roer, grande Coentrão!|#orgulhonacional rt <USER> caxineiro duro de roer, grande coentrão!|
208999206017449000|Teste|player|1098|0|1|; sentiTokens:melhores(0) ; score:0;|RT @CatarinaC0sta: Não Fábio Coentrão, não te lesiones porque és um dos melhores jogadores em campo! #Portugal|rt <USER> não fábio_coentrão, não te lesiones porque és um dos melhores jogadores em campo! #portugal|
209041673337044000|Teste|player|1098|0|1|; sentiTokens:; score:0;|#FootballersILove Coentrão <3|#footballersilove coentrão <3|
209047086988148000|Teste|player|1098|1|-1|>>[IDIOM+] ESTEVE BEM)|@va5co Quando o B. Alves abriu para a bola passar, a bola tinha de ser dele.  (verdade q depois tb o Coentrão n esteve bem)|<USER> quando o b. alves abriu para a bola passar, a bola tinha de ser dele.  (verdade q depois tb o coentrão n esteve_bem)|
209046058595139000|Teste|player|1098|1|1|; sentiTokens:verdadeiro(1) melhor(0) ; score:1;|RT @CristianaRelvao: #FootballersILove o verdadeiro #OrgulhoNacional Fábio Coentrão :) o meu melhor do mundo.|rt <USER> #footballersilove o verdadeiro #orgulhonacional fábio_coentrão :) o meu melhor do mundo.|
209030076728221000|Teste|player|1098|0|0|; sentiTokens:; score:0;|O Coentrão ainda esta se a perguntar porque custou 30 milhões de euros.|o coentrão ainda esta se a perguntar porque custou 30 milhões de euros.|
209041819605020000|Teste|player|1098|0|1|; sentiTokens:; score:0;|RT @helloitsrafaela: #FootballersILove Coentrão <3|rt <USER> #footballersilove coentrão <3|
209041958348406000|Teste|player|1098|0|1|; sentiTokens:; score:0;|RT @helloitsrafaela: #FootballersILove Coentrão <3|rt <USER> #footballersilove coentrão <3|
209043451755507000|Teste|player|1098|1|1|; sentiTokens:verdadeiro(1) melhor(0) ; score:1;|RT @CristianaRelvao: #FootballersILove o verdadeiro #OrgulhoNacional Fábio Coentrão :) o meu melhor do mundo.|rt <USER> #footballersilove o verdadeiro #orgulhonacional fábio_coentrão :) o meu melhor do mundo.|
209043601999675000|Teste|player|1098|1|1|; sentiTokens:verdadeiro(1) melhor(0) ; score:1;|RT @CristianaRelvao: #FootballersILove o verdadeiro #OrgulhoNacional Fábio Coentrão :) o meu melhor do mundo.|rt <USER> #footballersilove o verdadeiro #orgulhonacional fábio_coentrão :) o meu melhor do mundo.|
209043347304755000|Teste|player|1098|1|1|; sentiTokens:verdadeiro(1) melhor(0) ; score:1;|#FootballersILove o verdadeiro #OrgulhoNacional Fábio Coentrão :) o meu melhor do mundo.|#footballersilove o verdadeiro #orgulhonacional fábio_coentrão :) o meu melhor do mundo.|
209064208258695000|Teste|player|1098|1|-1|>>Smiley: .XD|Vendo as fotos do jogo de hoje as caras dos jogadores durante as jogadas dava para fazer um filme de terror..começando no Coentrão....xD|vendo as fotos do jogo de hoje as caras dos jogadores durante as jogadas dava para fazer um filme de terror..começando no coentrão....xd|
