0|[ULTIMAS] Portas defende que Portugal não tenha alternativa a acordo de ajuda externa http://bit.ly/jY0HA7
0|[ULTIMAS] Sócrates diz que haverá «tempo de falar» sobre declarações da troika http://bit.ly/iLdjBl
-1|@albertokendall este Socrates é impressionante: nao tem descaramento nenhum e descarta-se das pessoas com um estalar de dedos
-1|@apombalivre Sócrates ñ tem essa importância @bytoke
-1|@arcebispo comer o Portas?? credo!! @luacintilante ;)
0|@bossito True. Mas o Passos Coelho também foi o único a defender a legalização do casamento homossexual na sua campanha interna.
-1|"@bossito ui, isso é grave Tenho 2 amigos FB q gostam"" de Paulo Portas, #medo"""
-1|@bytoke @mariomtteixeira ehehehe tem andado no solário o homem. ao menos Sócrates não faz hoje o que negou ontem... nunca fez tal coisa!!
-1|@catarina_mart não são conhecidos mas são estimados na casa dos 4 a 5%. Os juros que nos cobraram nos últimos meses são culpa do Socras
0|@catmagellan eu estava mais interessado em coisas q eles digam q n teja escrito. Ex. Comunicação do Sócrates ontem
-1|@ChicodeOeiras o passos coelho está gordo???
-1|@Dputamadre bom...esses não conseguem atingir, por isso não sofrem :) #Socrates
-1|"@Fahel_dragon Ninguém quer ser burro. Infelizmente, preocupar-se com isso já é um sintoma de burrice. Sócrates dizia só sei q nada sei"" LOL"""
0|@fcancio só por aí ve-se a isenção...basta lembrar quando e como foi com José Sócrates a ser constantemente interrompido
0|@FernandaFreitas por acaso o Sócrates vai amanhã conversar com o Alvim no 5praMeiaNoite
0|@filipelib O Sócrates faz o mesmo.
-1|"@filipelib O Sócrates já merecia um posto numa universidade"". Daria aulas de quê?"""
-1|@franciscoamaral e amanhã é a vez do Socrates ... Me-do!!!!!
-1|@franciscoamaral se a linha editorial é benfiquista não é anti-Sócrates... :-)
-1|@G_L Já estamos os dois a imaginar Sócrates a empatar jogo. O FMI não sabe onde se meteu
0|@G_L Mas eu acho que o Sócrates sabia isso ou não se tinha candidatado. Confesso que não esperava esta reviravolta a 1 mês das eleições.
1|@G_L O CDS vai ter bem mais de 10%. E ainda vou mais longe... Estas eleições e o próximo governo vão ser a catapulta para a década Portas.
-1|@G_L O discurso de Passos é incoerente. Tem razão. E Sócrates só mente. Como é q o povo vai reagir? Eu acho q vem aí muito voto de protesto.
1|@G_L O próximo governo vai durar pouco tempo 1 ano se tanto, vão ser precisas mais medidas e mais dinheiro. Portas vai saber capitalizar.
-1|@G_L Passos e o PSD ñ estão a dar mostras de ser alternativa, concordo consigo Mas a fórmula PS Sócrates rebentou com as finanças, é 1 facto
-1|@jcaetanodias @Peliteiro dos ~15 milhões de portugueses no mundo, há um mais vigarista que o Sócrates
-1|@JFBaptista Today i can only give you one big friends advice 'Sócrates it's not the future'. That's for sure :p
0|@joa15inho eu só falo das pessoas que conheço :) Vi alguns que não podiam ver Sócrates em 2009 e agora...
-1|@joaomiranda Você faz-me lembrar os tugas que gostam do Sócrates mas odeiam o Berlusconi. Só que ao contrário. :) @filipelib
-1|@joaovale O problema é que essa avaliação é feita por oposição a Sócrates... Falta saber se as pessoas não estarão saturadas desse estilo...
-1|@jorgecristino Cristino, quer dizer que não levas Sócrates a sério :)  http://t.co/teDpztM
-1|@kamponez mas o que diz o Socrates nao se escreve
-1|@kizapac mas é verdade, o homem tem uma retórica fraca!! e n tem o à vontade de Sócrates para espetar petas ao povo!!
0|@kizapac Não deveria ter respondido assim, mas faz bem não criar cenários q n existem.E tendo em conta a relação d sócrates com a imprensa..
-1|@kizapac Olhe que a carreira política dele não deve durar muito:) Mas que é ridículo falar em relação com a imprensa tendo em conta socrates
-1|"@luismidife: Ou entao queria um simpatico Coelhinho""."""
0|@manela98 Ou acha que só o Sócrates é que tinha de pagar mais IMI, é isso? É uma coisa localizada?
-1|@mariomtteixeira Pedro Passos Coelho está a perder cabelo. já mudou o penteado e já o pinta - Lá se vai o eleitorado jovem :D
-1|@martins_ana Eu não sou ninguém, os números falam por si. De números percebo eu. E o Governo de Sócrates foi uma catástrofe. Ponto final.
0|@Mileumsorrisos e o Pedro com o Sócrates.
-1|@noticiasrtp Erro grave de Sócrates em reconhecer a crise global http://bit.ly/knigug
0|"@noticiasrtp Passos Coelho manifesta total comprometimento"" com objetivos do memorando http://bit.ly/jk8A3T"""
0|@noticiasrtp Portugal vai ter de ir aos mercados financiar-se já em 2012 -- Passos Coelho http://bit.ly/jMOe9e
-1|@omalestafeito não deixem é entrar o Portas, se não desata aos beijinhos a tudo e todos ;)
-1|@patxocas O Nilton e o Passos Coelho acabaram de dizer que luanda é uma cidade limpa HAHAHAHAHHAHAHAHAHAH
-1|@paulohenriques o Socas ia falar sempre bem dele. Os troika não iam dizer q tinham sido mais brancos. É o q penso
-1|@paulopedroso isto depois do governo sócrates se ter vangloriado de q tinha salvo a SSocial; tudo por causa de más opções governativas
0|@paulopedroso Vamos ver se Sócrates fala hoje...
-1|"@PauloQuerido, Soares: Sócrates tardou a reconhecer a crise global"" ""Esse atraso do Governo ...foi grave para Portugal"" http://ow.ly/1cv3bG"""
1|@porfss Não acho, o Sócrates ganhou as eleições com o anúncio de terça-feira
-1|@Rui_Castro @paulopedroso até parece que estou a ver José Sócrates nas reuniões do Lehman e da S&P a mandar no subprime #carregaSócrates
0|@RuiCostaPinto Essa é uma crítica que se pode apontar a ambos. Senão como qualificar rábula do telefonema/reunião com Sócrates?
-1|@RuiCostaPinto hehehe ainda está pra nascer um político portugues pra ganhar essa do Sócrates
0|@sabesquesim so temos 2 hipoteses Socrates ou Passos por isso é facil de escolher
0|@supirinho fala com o Passos Coelho
0|#5meianoite O @Boinas devia entrevistar o Sócrates.
-1|#antena1 Erro grave de Sócrates em reconhecer a crise global:       ÂO Governo de JosÃ© SÃ³crates tardou em rec... http://bit.ly/jd2GAR
0|"#antena1 Passos Coelho manifesta total comprometimento"" com objetivos do memorando: O presidente do PSD, Pedro ... http://bit.ly/kzhTU3"""
0|#antena1 Portugal vai ter de ir aos mercados financiar-se já em 2012 -- Passos Coelho: O presidente do PSD afirm... http://bit.ly/kpgtiw
0|"#antena1 PSD apresenta programa eleitoral no domingo com amplo"" plano de privatizações: Pedro Passos Coelho anu... http://bit.ly/ksYbBk"""
-1|#apombalivre: #FMI: então o passos coelho tem programa eleitoral ou não tem? ou deixou-o no nilton e foi para o caixote do lixo da #troika?
-1|#apombalivre: #FMI:depois de ter escutado o passos coelho a falar sobre portugal apeteceu-me fugir de portugal. #troika
-1|#apombalivre: este passos coelho cansa-me tanto. mas tanto. #fmi #troika
0|#apombalivre: PS (José Sócrates) - 36% PSD (Pedro Passos Coelho) - 35% Marktest Abril http://tiny.cc/ztipy #FMI #Troika
-1|#Boinas RT @boinas: Novo Post: PORTAS TRAVESSO COM LUÍS BORGES: O dirigente dos centristas é o último convidad… (cont) http://deck.ly/~EDGi7
0|"#diarioeconomico Maioria do PSD é indispensável"": Líder do PSD volta a pedir maioria absoluta no dia em que Por... http://bit.ly/iBpUgS"""
0|"#diarioeconomico Passos Coelho compromete-se “a realizar” acordo com a troika"": O líder do PSD garantiu hoje qu... http://bit.ly/mLdhEj"""
0|#economia CDS-PP compromete-se com metas do acordo com troika: Paulo Portas anunciou hoje que enviará às  instân... http://bit.ly/lrvcRx
0|#jn Passos Coelho admite reduzir número de deputados: O líder do PSD disse esta madrugada, no programa 5 para a ... http://bit.ly/k8FhFU
0|"#jn Passos Coelho manifesta total comprometimento"" com programa de ajuda: (Em actualização) - O presidente do P... http://bit.ly/lenS5l"""
0|"#Passos Coelho do #PSD em entrevista à #RTP: Maioria absoluta indispensável"" http://bit.ly/lStMko"""
0|"#PPC Portugal é como quem sonhou que ganhou o euromilhões e gastou-o todo""  Pedro Passos Coelho"""
0|"#rr Passos Coelho pede maioria para cumprir acordo com a troika"": Passos Coelho anuncia que… http://goo.gl/fb/LNQfS"""
0|#rr Sócrates diz que acordo pode ser início da recuperação: José Sócrates apela ao fim dos… http://goo.gl/fb/ZAP6I
0|#rtp Passos Coelho anuncia posição do PSD na embaixada de Portugal em Londres: O presidente do PSD, Pe... http://bit.ly/kyqkQ3 #economia
0|#rtp Portugal vai ter de ir aos mercados financiar-se já em 2012 -- Passos Coelho: O presidente do PSD... http://bit.ly/kpgtiw #economia
0|#sábado Passos Coelho quer menos deputados: O líder do PSD,Pedro Passos Coelho, disse, quarta-feira, no programa... http://bit.ly/lp3gGk
0|"#sábado Passos manifesta total comprometimento"" com memorando: O presidente do PSD, Pedro Passos Coelho, manife... http://bit.ly/kJqorb"""
-1|#sala3 Eu trouxe 1 coelhinho para dormir comigo (Madalena S,3 anos)
-1|"#socras"" #mafia  : http://pt.scribd.com/doc/54685205/Diploma"""
0|"#visao Passos Coelho manifesta total comprometimento"" com objetivos do memorando.Pudera; foi ele que mandou vir a #troika #fmi"""
-1|4. Ao dizerem que PT deveria ter pedido ajuda mais cedo, desmontam a mais absurda das mentiras de Sócrates sob… (cont) http://deck.ly/~whIMq
-1|900 milhões de desempregados! Tudo culpa do Sócrates! In your face!
-1|A Antena1 conseguiu a proeza de referir apenas em 3 segundos que Sócrates tardou em pedir ajuda ao FMI... 3 segundos...
-1|A ler, nos comentários... «Passos Coelho apostou tudo no FMI e arrisca-se a ser a sua principal vítima» http://bit.ly/mLjbgQ
0|A mesma dupla que entrevistou Sócrates. Isto promete... pouco. #rtp
0|A pergunta que interessa: Passos Coelho aprovou aquele novo hino do PSD? #5meianoite
0|"A relembrar que hoje o Nilton tem como convidado o Pedro Passos Coelho, e tem a rúbrica É tudo á grande"" com o Sócrates... #5meianoite"""
0|A SIC está com uma linha abertamente anti Sócrates, pró-PSD e ... benfiquista ...
0|"A Troika vai é ao Eu já vos conto como vai ser"" RT @FernandaFreitas: E sexta, Sócrates vai ao prog do Nicola… (cont) http://deck.ly/~TN2wo"""
-1|Acabei de ouvir Socrates em direto na SIC, a dizer a cassete, que vai agora repetir à exaustão, nas próximas semanas. E que bem, que ele...
-1|Acho que o Sócrates tem um plano... de certeza :-) http://ow.ly/4No7N
-1|Actualmente o PSD é reconhecidamente uma laranja seca e sem sumo! Exemplo disso as entrevistas de Pedro Passos Coelho
-1|"Afinal de conta, cumpriu com o desejo de Sócrates para um País mais pobre!"" TS: “Tenho uma sensação de dever cumprido” http://t.co/NiA83OV"""
-1|Afinal Sócrates deixo isto bem pior do que as mais pessimistas previsões.Vamos pagar caro a arrogância do Governo eSócrates-Narciso Miranda
-1|"Agora é FMI+FEEF... é diferente :D RT @vcurado: Sócrates a 20/3: Não governo com o FMI"". http://j.mp/hxRKSB E agora???"""
-1|"agora me lembro @dita_dura não tinhas dito que não falavas mais do Sócras"" e que agora só ias defende-lo, yada yada.,.. :p"""
-1|Ah agora Já percebo a tactica das cartas do PSD! É para poupar a voz de Pedro Passos Coelho e não correr o risco de ficar mudo na campanha
-1|Ahahah @Le0silva , we know that Socrates it isn't the future, but I don't know if the portuguese people want a realy change... I will!
-1|"ahahah um dia feliz para todos “@caoazul: Bom dia! Ou como diria a mulher de Passos Coelho, uma Páscoa feliz para todos""”"""
-1|ahahahahahah RT @bytoke: RT @omalestafeito: depois desta entrevista, cheira-me que o Passos Coelho é a próxima cara do Licor Beirão
0|Ajuda externa: Portugal vai ter de ir aos mercados financiar-se já em 2012 -- Passos Coelho http://ow.ly/1cuyDX
0|Ajuda externa: Sócrates: Haverá tempo de falar sobre declarações da &#34;troika&#34; http://dstk.me/OZb
0|Albergue Espanhol: Sócrates e o socialismo http://kapa.biz/k3f
-1|Aldrabice de Sócrates desmacarada pela TROIKA: http://bit.ly/kruhPF #portugal #fmi #troika
-1|alguém sabe quem é que trata das avenças  para estar  no Twitter a glorificar  Sócrates. Precisava de sacar uma. a vida está lixada
0|Alvim vs. Sócrates: quem ganha? Hoje, no 5 para a meia noite http://www.youtube.com/watch?v=zm23OQhcUfY
0|Amanhã é José Sócrates é quinta #5meianoite #RTP2
0|Amanhã no #5meianoite o José Sócrates entrevista o @fernandoalvim
-1|Ao contrário das pessoas comuns, Passos Coelho não fazia nenhuma ideia das medidas impopulares num acordo com FMI # Greece #Ireland
-1|"Ao cuidado de Passos Coelho para usar com Relvas. RT @estadao: Site cobra até US$ 50 para terminar relacionamentos por telefone."""
0|ao menos a historia do oleoduto não serviu para mais uma piadinha sexual de Passos Coelho. estou mais descansado #5meianoite
-1|Aqui tem razão RT @jcaetanodias: @paulopedroso Até vão vender o ramo segurador da CGD -aquilo que PPC sugeriu e Sócrates usou p/a ataques...
0|"As crianças"" de hoje que falam mal de Sócrates serão os ""homens"" de amanhã que desancarão P.P.Coelho...."""
0|As pessoas que mais tenho visto a favor de Sócrates nas últimas semanas votaram BE em 2009.
0|Associated Press vai boicotar um debate republicano pq só pode tirar fotografias no inicio.Se estivessem em PT, nunca iriam cobrir Sócrates
0|até ao Natal está tudo bem! RT @sicnoticias: Passos Coelho diz que Portugal vai ter de ir aos mercados financiar-se já em 2012...
1|Até o CDS gostou! RT @jalmeida76: A última hora mostrou a necessidade de Paulo Portas se assumir como candidato a PM. O CDS é a alternativa.
0|Até que enfim falam nisto!.RT @cmjornal Passos Coelho quer menos deputados http://xl.pt/r/iGNyEX
-1|Até Soares já percebeu... RT @antena1rtp: Erro grave de Sócrates em reconhecer a crise global:  http://bit.ly/jQNXgj
-1|Avençados RT @Amsguimaraes Uma tristeza os comentários dos afiançados do Socrates sobre PPC, lamentável mesmo, enfim...
-1|Basílio Horta: É de grande gravidade se Pedro Passos Coelho for primeiro-ministro (@JNegocios) http://t.co/ruh7jOu
-1|"Boa viagem, crise por crise, talvez a Irlanda seja o melhor sítio para estar, :) pelo menos, não tem Socras"" RT @rafaqueque: Rumo a Dublin."""
-1|Cada vez que oiço Sócrates sinto-me tentado a oferecer-me para colar cartazes do PSD. E nunca votei no PSD
-1|Carlos,estás a entrar por terrenos perigosos. RT @cabreuamorim: Vale e Azevedo,talvez?  RT @RuiCostaPinto: RT @Peliteiro: vigarista Sócrates
0|CDS-PP compromete-se com metas do acordo com troika - Paulo Portas anunciou hoje que enviará às instâncias internaci... http://ow.ly/1cuvQT
0|Chumbo do PECIV fez descer os juros em 5%: FMI vai exigir 3,25% nos primeiros três anos.Como diria Sócrates, ain... http://bit.ly/jfZ35E
-1|Clube das Repúblicas Mortas: Sócrates: Mentir, propaganda, mentir, propaganda com a ajuda dos jornalistas-amigos http://kapa.biz/k1h
-1|Coelhinho se eu fosse como tu mandava o FMI levar no... Coelhinho se eu fosse como tu mandava o FMI levar no...
0|"Com micros fechados Teix dos Santos desabafou: Fiquei mto triste com o boneco de cartão posto ao lado do Sócrates. Nada parecido comigo""."""
-1|Com o mesmo escalão máximo? RT @CDSPP: O CDS irá lutar por uma reforma do IRS com menos escalões e mais amigo das famílias - Paulo Portas
-1|Começo a achar de muito mau gosto o Paulo Portas falar de despesas desnecessárias………
-1|como seria Portugal se o Socras nao fosse tao casmurro?
-1|Comunicação de Sócrates foi 'escandalosa manobra' partidária, diz Jerónimo de Sousa http://bit.ly/jLrMxG
-1|Concessionários querem abrir época balnear mais cedo: com  o desemprego que Sócrates nos arranjou, é melhor passar os dias na praia
-1|Conta de um a dez. Esse é o tempo que o Passos Coelho demoraria a tirar o país da crise... dezasseis vezes.
-1|"dê tempo a quem precisa"" :) RT @apombalivre: #apombalivre: este passos coelho cansa-me tanto. mas tanto. #fmi #troika"""
-1|Depois das declarações da Troika, ainda estou para ver Sócrates anunciar que a culpa de um resgate tão tardio foi da oposição... #FMI
-1|Depois de Thomsen, agora é a vez de Soares confirmar o q sabiamos: Sócrates foi teimoso e isso custará muito ao país http://bit.ly/j5sGB6
-1|DESESPERO  LOL  PSD acusa Sócrates de cobardia política e diz que FMI governa melhor que PS - Portugal - DN http://t.co/9dn00hY via @AddThis
-1|Disclaimer: eu nunca disse que Sócrates é atrasado mental. Ninguém pode sofrer de deficiência ou patologia daquilo que é desprovido.
0|Do blog: Sócrates ri de quê? http://bit.ly/iyFx58
0|Duvida: o Nilton que está a entrevistar a Passos Coelho é o mesmo Nilton que escreve no Albergue Espanhol?
-1|É bem provável!!! :DD RT @filipelib canção preferida de sócrates? http://bit.ly/jhpcWK #mentirinhas
-1|é como o Chuck Norris! RT @AnaRitaGuerra: Ahahahahaha @dita_dura: O Passos Coelho não usa relógio. Ele decide que horas são.
-1|É como pedir ao Sócrates o dinheiro que ele derreteu RT @AndyAcci New York Doctor Wants Kidney He Donated To Wife Back.
-1|"É de grande gravidade"" se Passos Coelho for primeiro-ministro http://t.co/auodjBJ"""
0|É essencial que cada escola possa ter uma identidade um projeto educativo - Paulo Portas
-1|é impressão minha, ou a namorada do sócras anda histérica?
0|E na Sexta feira vai ser o Paulo Portas?
-1|E o Jerónimo de Sousa q/estava a dizer que faltam Leis ...A impunidade DEMOCRÁTICA é que parece um DIREITO adquirido e isso s/ Leis a mais!!
0|E Pedro começa por dizer q o aumento da dívida é culpa de Sócrates. Ver, os factos, aqui: http://twitpic.com/4no403
-1|E Pedro Passos Coelho avança para mais uma mentira: o congelamento das pensões mais baixas. Em directo, p/ todo o país, na RTP1.
0|"E sexta, Sócrates vai ao prog do Nicolau breyner... Por este andar teremos a troika no conta-me como foi"" ou assim..."""
-1|"É tudo à grande"" com o nosso Primeiro Ministro José Sócrates. http://fb.me/YuJEyALp"""
-1|É verdade. Daí os meus ciumes :d @Dputamadre @Xuta O #Socrates é 1 Inspirador nato :))
-1|"eheheheh RT @joaomhenrique: José Sócrates decide não divulgar fotos de Passos Coelho, morto politicamente ontem na operação Troika""."""
0|Eis João Marcelino a explicar e a justificar Pedro Passos Coelho
0|Eleições: Passos Coelho admite reduzir número de deputados para 181 http://dstk.me/OYP
0|Eleições: Paulo Portas quer exames no final de cada ciclo http://dstk.me/OZU
0|Enquanto isso, na entrevista de Passos Coelho... Ooops... http://yfrog.com/h7oo7hlj
0|"Então o Sócrates, andou aos gritos, com os tipos da troika"". Noticia do CM. Bem feita, para saberem, o que temos sofrido !!!"""
-1|Então?? RT @sabesquesim: Não é com Passos Coelho que vamos lá!
1|EPIC WIN de passos coelho... LOOOL
-1|Era destas medidas do FMI que o nosso PM Sócrates tinha medo!? Medidas que os nossos políticos já deviam ter tomado há anos atrás!?
-1|Erro grave de Sócrates em reconhecer a crise global:       ÂO Governo de JosÃ© SÃ³crates tardou em reconhecer a... http://bit.ly/jQNXgj
-1|Erro grave de Sócrates em reconhecer a crise global:  http://bit.ly/jQNXgj
-1|Erros graves do Passos Coelho: (1) criticar sem propor, (2) falar em medo e n projectar confiança. Mas não há um conselheiro eleitoral?!
-1|"esperava o sururu com a escolha de F. Nobre?"" ""não por acaso não"". parecia aquela entrevistas do Dr. Pinoquio #5meianoite"""
1|Essa rapaziada precisa. Têm estado muito bem recentemente. RT @Publico: Jerónimo de Sousa critica a ajuda d… (cont) http://deck.ly/~Viwzn
-1|Esta entrevista de Pero Passos Coelho na RTP2 é uma chatice para quem o quiser criticar, está impecável.
-1|Esta foi para #Sócrates: «Com ajuda mais cedo, seria menos doloroso» #Troika
1|Está mesmo na HORA DE MUDAR!  Todos com Pedro Passos Coelho, porque Mudar é essencial! http://fb.me/QAPzUXOB
0|Está quase na hora dos telejornais e Cameron ainda não arranjou um minuto para receber Passos Coelho:  http://bit.ly/iFas5d
1|Estava de saltos altos. :) . RT @dita_dura: Paulo Portas esteve muito bem. Não sou grande fã dele, mas anda a crescer e muito.
-1|Este passos coelho é um pau de dois bicos...
-1|"estes CONSERVADORES...- Basílio Horta: É de grande gravidade"" se Pedro Passos Coelho for primeiro-ministro  http://xl.pt/r/j0gtqN"""
-1|Estou à procura de uma música a gozar com o Passos Coelho. Alguém sabe do que se trata?
-1|Estou aqui quase quase quase a emocionar-me com as palavras de Paulo Portas...
-1|Eu diria + playmobil ;) RT @FantasmaTioBin O cabelo do portas esta cada vez mais parecido com um boneco da LEGO
-1|Eu já vi, um tipo que tinha uma tasca no Algarve. RT @kamponez: RT @Peliteiro: Nunca vi ninguém tão descaradamente vigarista como o Sócrates
1|eu ñ votei BE e defendo o PM + q nunca RT @Beijoz: As pessoas q mais tenho visto a favor de Sócrates nas últimas semanas votaram BE em 2009.
0|Eu quase meto dinheiro em como o Sócrates ganha outra vez.
-1|"Eu sou o Passos Coelho. Vim de Tras-os-Montes para Lisboa e passei a dizer táver?"""""
0|Exactamente Portas sobre as PPP.
-1|"Fez declarações parecidas com esta?"" Mas Passos Coelho não viu as mesmas declarações que eu?"""
-1|FMI e CE enterraram hoje Sócrates e um ciclo governativo desastroso http://bit.ly/mt5xEP
-1|FMI é horrivel dixit Passos Coelho
0|Fui só eu que achou, nas declarações agora,  que este Paulo Portas, está mais próximo do actual PS do que do actual PSD?
-1|Hahaha RT @omalestafeito depois desta entrevista, cheira-me que o Passos Coelho é a próxima cara do Licor Beirão
-1|Haja algum que reconheça a cegueira  QT @antena1rtp: Erro grave de Sócrates em reconhecer a crise global: http://bit.ly/jQNXgj
-1|Hoje o Pedro Passos Coelho vai ao 5 para a meia noite! Com o Nilton.. vai ser demais, mas eu vou estar a dormir quase de certeza, ahah
-1|hoje temos o Passos Coelho no sofá do 5 para a meia noite...pelo menos hoje a palhaçada está garantida! (ma… (cont) http://deck.ly/~RTknm
0|Houve a pergunta gira? Ou giras foram só as respostas de Passos Coelho?
-1|Isso é outra maneira de chamar incompetente a Socrates RT @joaomiranda: Tá um gajo a dizer que se Portugal tiv… (cont) http://deck.ly/~WJ4qa
-1|Já está a cair o cabelo ao Passos Coelho e ainda não chegou a PM!
-1|Já explicou a Passos Coelho pqê? RT @NewsPortugal: [Sol] Catroga defende não-privatização da Caixa Geral de Depósitos http://bit.ly/k7doM4
-1|Já li e fiquei com ciumes...;) RT: @Dputamadre F-Se! Cartas a Sócrates - [2]; As Minhas Cartas São Mais Bo-ni-tas que as de Catroga :)
-1|Ja nao se pode jantar sem levam com o socras?
-1|Já vos disse o quão lindo é ver estrangeiros que chamam a Sócrates charlarão? Estou maravilhado.
0|Jerónimo de Sousa critica a ajuda da Troika à banca http://publico.pt/1492724
0|Jerónimo de Sousa diz que empréstimo da troika só vai servir a banca http://www.ionline.pt//c121113
0|Jerónimo de Sousa em directo! #RTP1
-1|"Jerónimo diz que comunicação de Sócrates foi escandalosa manobra para fins partidários e eleitorais""    http://ow.ly/4Np2X"""
-1|José Gomes Ferreira na SICN a tentar passar a imagem que a Troika foram marionetas nas mãos do Temível Sócrates. Espantoso!
-1|"José Sócrates decide não divulgar fotos de Passos Coelho, morto politicamente ontem na operação Troika""."""
0|jose socrates na ovibeja dia 5, é pena eu n estar cá
-1|José Sócrates omitiu algumas das medidas de austeridade mais duras q constam no memorando de entendimento entre 'troika' e Governo - Portas
0|"José Sócrates: O Governo fez um acordo para defender os interesses de Portugal"" - http://is.gd/z3z6eA"""
-1|Larguem o Passos Coelho! Tudo para a RTP 2!
-1|Ler: Sócrates: Mentir, propaganda, mentir, propaganda com a ajuda dos jornalistas-amigos http://j.mp/ligwZF #blogues
-1|Li e Gostei: Sócrates: Mentir, propaganda, mentir, propaganda com a ajuda dos jornalistas-amigos http://ow.ly/1cvfQk
-1|lol “@omalestafeito: depois desta entrevista, cheira-me que o Passos Coelho é a próxima cara do Licor Beirão”
-1|LOL Cantiga Esteves a chamare Madoff a Sócrates
-1|LOL LOL RT @VitorBranco Sócrates, andou aos gritos, com os tipos da troika. Noticia do CM. Bem feita, para saberem, o que temos sofrido !!!
-1|lol RT @DuarteMarques Li o Acordo e PECIV e não vi semelhança.Será que ninguém traduziu o doc p Sócrates ler?Aquilo não tá em inglês técnico
-1|Lol RT @fcancio: tu e os dentes, mulher RT @LIAWHITING1: Num dentista perto de si RT @fcancio: onde? RT @margvs: Paulo Portas em directo
-1|LOL, agora boca ao Portas... muito bom
-1|"LOOL RT @FantasmaTioBin: O Sócrates reúne a sua equipa no balneário e grita: NÓS ..... ATÉ O RELVAS COMEMOS :( ! """""
-1|LOOOOOLLLLLLLL RT @dputamadre: #ILoveSocrates more :) - http://f-se.blogspot.com/2011/05/f-se-cartas-socrates-2-as-minhas-cartas.html
0|"Maioria absoluta indispensável"": O líder do PSD, Pedro Passos Coelho, afirmou esta noite na RTP1 que é ""indispe... http://bit.ly/iZa3YR"""
0|"Maioria do PSD é indispensável"": Líder do PSD volta a pedir maioria absoluta no dia em que Portugal conheceu o ... http://bit.ly/jFXvnF"""
-1|Mais aldrabices do Sócrates desmacaradas pela TROIKA: http://bit.ly/kruhPF #portugal #fmi #troika
0|Mais logo no #5meianoite o José #Sócrates entrevista o @fernandoalvim
-1|Mais uma aldrabice do Sócrates desmacarada pela TROIKA: http://bit.ly/kruhPF #portugal #fmi #troika
-1|mamma mia RT @margvs: Passos Coelho estará em entrevista, daqui a pouco, a explicar q, ao contrário de Portas, ainda ñ decidiu o que fazer.
-1|Marcelino e Vaz não conseguem falar de Passos Coelho da forma como esteve à vista: hesitante, desnorteado. Para isto servem os comentadores
0|MARINHA GRANDE: Jerónimo Sousa na próxima segunda-feira na colectividade do Pêro-Neto. Inscreve-te já 244568675! http://twitpic.com/4tewa1
0|Marques Mendes: «Não é tempo de regionalização»: O antigo líder do PSD considera que o país não deve avançar já ... http://bit.ly/iw6FCM
0|Mas a ajuda nao é toda para a banca?... RT @Publico: Jerónimo de Sousa critica a ajuda da Troika à banca
-1|"Mas ainda não se foi embora?? RT @sicnoticias: Sócrates esperava grandeza na política"" para se reconhecer que foi ""... http://ow.ly/4Nq2a"""
