2011-05-06\2011-05-07|66586718228324400|144591463|jsocrates|socrates|-1|Vou escrever uma carta ao Socrates a dizer que quero conhecer o justin u.u||
2011-05-06\2011-05-07|66587157678137400|260841780|jsocrates|sócrates|-1|Teixeira dos Santos discorda de Sócrates: Acordo com troika não traz boas notícias http://bit.ly/lqX7u8||
2011-05-06\2011-05-07|66587323780968500|29456169|jsocrates|sócrates|-1|Se é para distribuir sacrifícios de forma justa, proponho que, os 86 mil milh_es de €'s, sejam pagos entre Cavaco, Sócrates e Constâncio.||
2011-05-06\2011-05-07|66588293516636200|14284888|jsocrates|sócrates|0|#apombalivre: O mal do #cavaco silva é passar a vida não a defender os #portugueses mas a dizer mal de Sócrates por entre linhas #fmi.||
2011-05-06\2011-05-07|66588516989145100|266828775|jsocrates|sócrates|-1|@apombalivre Realmente acho que devia dizer mal de Sócrates abertamente e não entrelinhas,...:)||
2011-05-06\2011-05-07|66589760050831400|8818672|jsocrates|sócrates|0|Quem está a filmar este directo de Sócrates em Portimão???||
2011-05-06\2011-05-07|66589868691697700|13739652|pportas|paulo portas|0|José Manuel Coelho e apoiantes tentam boicotar o debate de jerónimo de Sousa e Paulo Portas na RTP! Parece série policial a emissão!||
2011-05-06\2011-05-07|66589868691697700|13739652|jsousa|jerónimo de sousa|0|José Manuel Coelho e apoiantes tentam boicotar o debate de jerónimo de Sousa e Paulo Portas na RTP! Parece série policial a emissão!||
2011-05-06\2011-05-07|66589993929420800|49195175|ppcoelho|passoscoelho|-1|Espero q desta vez o @passoscoelho tenha percebido q Cavaco falou em espírito de unidade e não em qualquer união nacional.||
2011-05-06\2011-05-07|66590050439278600|24311786|jsocrates|sócrates|0|Frases do ano (37): «Sócrates tem falta de cultura democrática.» Freitas do Amaral, ex-ministro de Estado e dos ... http://bit.ly/mNRSdc||
2011-05-06\2011-05-07|66590054562275300|8818672|ppcoelho|passos coelho|0|A TVI enlouqueceu. Agora é com Passos Coelho... Será da minha televisão? Não conseguem acertar com os planos...||
2011-05-06\2011-05-07|66590076402016300|20627896|pportas|paulo portas|0|RT @seufert: Paulo Portas daqui a pouco em debate com Jerónimo de Sousa na RTP1.||
2011-05-06\2011-05-07|66590076402016300|20627896|jsousa|jerónimo de sousa|0|RT @seufert: Paulo Portas daqui a pouco em debate com Jerónimo de Sousa na RTP1.||
2011-05-06\2011-05-07|66590285425147900|288682539|jsocrates|sócrates|0|Portugal's bail-out: Sócrates's poison \ The Economist http://t.co/vAsi2qF via @theeconomist||
2011-05-06\2011-05-07|66590813701931000|50346245|ppcoelho|passos coelho|-1|pareceu-me ver passar passos coelho (a aliteração é intencional) a caminho de um jantar.. para celebrar?! #psd #passoscoelho||
2011-05-06\2011-05-07|66590813701931000|50346245|ppcoelho|passoscoelho|-1|pareceu-me ver passar passos coelho (a aliteração é intencional) a caminho de um jantar.. para celebrar?! #psd #passoscoelho||
2011-05-06\2011-05-07|66591098998501400|47622979|jsocrates|socrates|0|Francisco Louçã ataque Socrates: finalmente!||
2011-05-06\2011-05-07|66591098998501400|47622979|flouca|louçã|1|Francisco Louçã ataque Socrates: finalmente!||
2011-05-06\2011-05-07|66591244792504300|17626165|jsocrates|sócrates|0|RT @mariomtteixeira: Atacaram Sócrates politicamente e pessoalmente, lançaram calúnias... trinta por uma linha..e afinal nada conseguem. ...||
2011-05-06\2011-05-07|66591610011533300|38400294|jsocrates|sócrates|-1|RT @mariomtteixeira: Atacaram Sócrates politicamente e pessoalmente, lançaram calúnias... trinta por uma linha..e afinal nada conseguem. ...||
2011-05-06\2011-05-07|66591670656962600|17213053|pportas|portas|1|#debate Portas parte na frente, mas não lhe faltam telhados de vidro. Irá jerónimo saber aproveitar ou irá atacar a direita como um todo?||
2011-05-06\2011-05-07|66591893714251800|266828775|jsocrates|sócrates|-1|Cavaco tem tanto de senil como Sócrates de aldrabão!!||
2011-05-06\2011-05-07|66591996873154600|59255170|jsocrates|socrates|-1|RT @wOwtaku: Ó #Socrates (pá..) vai-te #catar, mais a tua vitimização infantil. Cresce! (politica e moralmente, mas não só).||
2011-05-06\2011-05-07|66592155447205900|266828775|jsocrates|sócrates|-1|@apombalivre nisso concordo...cavaco tem tanto de idiota senil como sócrates de aldrabão incompetente...||
2011-05-06\2011-05-07|66592500311269400|17213053|pportas|portas|0|O que eles dizem, o que não dizem e o que queriam dizer #debate Portas - Jerónimo para seguir aqui: http://www.tvi24.iol.pt/aominuto/40||
2011-05-06\2011-05-07|66592856227323900|22638056|jsocrates|socrates|0|jose socrates discursa no pavilhao arena em Portimao, para mais de 400 pessoas||
2011-05-06\2011-05-07|66592936950898700|28624570|jsocrates|sócrates|-1|Oiço Sócrates e relembro recortes dos discursos de Mussolini||
2011-05-06\2011-05-07|66593415101554700|20973069|jsocrates|sócrates|-1|Eu e alguns votamos por convicções mas a maioria vota nos realitys shows,  e assim sendo Sócrates será mais uma vez o maior #byePaços||
2011-05-06\2011-05-07|66593603312554000|22638056|jsocrates|sócrates|1|RT @mariomtteixeira: Atacaram Sócrates politicamente e pessoalmente, lançaram calúnias... trinta por uma linha..e afinal nada conseguem. ...||
2011-05-06\2011-05-07|66593623512322100|22264540|jsocrates|socrates|0|obrigada, ja posso mudar RT @wOwtaku: Calma, ele já se calou. |) #Socrates #sucks (and #spits?). RT @Amsguimaraes: Está o mentiroso a ...|
2011-05-06\2011-05-07|66593923786743800|218653131|pportas|portas|0|#Debate Portas beneficiará com a colagem à «troika» ou perderá? Para o CDS/PP essa é a grande dúvida.||
2011-05-06\2011-05-07|66593940580741100|21078914|jsocrates|sócras|0|Este gajo já enjoa #porra #sócras||
2011-05-06\2011-05-07|66594076547489800|19106722|pportas|portas|0|Paulo Portas e Jerónimo de Sousa - Frente a Frente. http://is.gd/7I0hgG||
2011-05-06\2011-05-07|66594076547489800|19106722|jsousa|jerónimo de sousa|0|Paulo Portas e Jerónimo de Sousa - Frente a Frente. http://is.gd/7I0hgG||
2011-05-06\2011-05-07|66594097955217400|19034835|pportas|portas|0|#debate portas abre o debate||
2011-05-06\2011-05-07|66594183447707600|22761616|ppcoelho|coelhinho|-1|Coelhinho tem tres olhos. Coelhinho tem tres olhos. Dois na cara e um no c... Coooelhinho tem tres olhos.||
2011-05-06\2011-05-07|66594278087999500|86429346|jsocrates|sócrates|0|Como é k é possível o Sócrates continuar a dizer k afinal ñ precisávamos da ajuda externa??? E ainda ser aplaudido?... 'Tá tudo louco???||
2011-05-06\2011-05-07|66594322107211800|19034835|pportas|portas|1|#debate portas elogia a declaração de cavaco, realçando a necessidade de uma ética social||
2011-05-06\2011-05-07|66594342801911800|17087162|pportas|portas|1|#debate Portas diz que ajuda externa se tornou inevitável dado o estado de endividamento do país, mas pede ética social||
2011-05-06\2011-05-07|66594370362679300|82054005|pportas|portas|-1|ai o portas e a agriculturz||
2011-05-06\2011-05-07|66594469935452200|22176845|jsousa|jerónimo sousa|-1|Também não tem nenhuma disponível que funcione. RT @Rui_Castro: #debate jerónimo sousa não faz nem quer fazer parte da solução||
2011-05-06\2011-05-07|66594521969991700|17626165|pportas|paulo portas|-1|A dedicação de Paulo Portas à agricultura... todas as manhãs lá o vejo eu de enxada aos ombros.||
2011-05-06\2011-05-07|66594656477134800|49195175|pportas|portas|-1|Primeiro erro de Portas: não foi o endividamento q levou ao pedido de ajuda externa.||
2011-05-06\2011-05-07|66594732779896800|17087162|jsousa|jerónimo de sousa|1|#debate Jerónimo de Sousa quer saber as medidas de austeridade para os que têm vindo a ser beneficiados e que vão ganhar c/ a ajuda externa||
2011-05-06\2011-05-07|66594894013145100|14946308|pportas|portas|1|#debate Portas - bem - a referir a inevitabilidade a ajuda externa face ao endividamento galopante.||
2011-05-06\2011-05-07|66594919292219400|37636997|pportas|paulo portas|-1|:) RT @bossito: A dedicação de Paulo Portas à agricultura... todas as manhãs lá o vejo eu de enxada aos ombros.||
2011-05-06\2011-05-07|66594925776613400|22176845|pportas|portas|1|Pois não. Foi a chuva. RT @bytoke: Primeiro erro de Portas: não foi o endividamento q levou ao pedido de ajuda externa.||
2011-05-06\2011-05-07|66595106655961100|19083439|jsocrates|sócrates|0|Contradições de Sócrates seriam um tiro no pé se ele fosse Passos Coelho||
2011-05-06\2011-05-07|66595106655961100|19083439|ppcoelho|passos coelho|0|Contradições de Sócrates seriam um tiro no pé se ele fosse Passos Coelho||
2011-05-06\2011-05-07|66595274021277700|19034835|pportas|portas|1|#debate portas lembra os avisos que fez nos últimos anos acerca do endividamento excessivo do estado||
2011-05-06\2011-05-07|66595325456023600|59600093|pportas|portas|-1|E agora? Ouvir o debate Portas vs Jerónimo ou beber vinagre pelos olhos? Ah, a agonia da escolha... #fb||
2011-05-06\2011-05-07|66595504175333400|22264540|pportas|portas|-1|O homem quer ser PM RT @fmsa: #debate o elogio de Portas a Cavaco é o início de uma nova troika||
2011-05-06\2011-05-07|66595558894207000|218653131|pportas|portas|0|#debate Portas: «Se eu conseguir ser primeiro-ministro...»||
2011-05-06\2011-05-07|66595569375789100|17626165|pportas|portas|-1|se eu conseguir ser PM - disse o Portas #ondrugs||
2011-05-06\2011-05-07|66595592993910800|20345378|pportas|portas|-1|«Se eu conseguir ser PM»? Ó Portas, nem tu acreditas nisso...||
2011-05-06\2011-05-07|66595631300489200|49195175|pportas|paulo portas|-1|Se eu conseguir ser Primeiro-Ministro... (Paulo Portas) #medo #muitomedo||
2011-05-06\2011-05-07|66595641211629600|48516549|pportas|portas|-1|Oh Yeah! É só + 1 :( @ConJunTuraL emPlastro Portas outra vez na televisão!||
2011-05-06\2011-05-07|66595702578487300|2687961|pportas|paulo portas|-1|#scarymovie27 RT @bytoke: Se eu conseguir ser Primeiro-Ministro... (Paulo Portas) #medo #muitomedo||
2011-05-06\2011-05-07|66595747780505600|21935812|pportas|paulo portas|-1|RT @bytoke: Se eu conseguir ser Primeiro-Ministro... (Paulo Portas) #medo #muitomedo||
2011-05-06\2011-05-07|66595777409056800|17087162|pportas|portas|1|#debate Portas diz que a proposta do PCP não é praticável e que é «perigosa»||
2011-05-06\2011-05-07|66595853158187000|218653131|pportas|paulo portas|0|#debate Jerónimo está a ser um bom primeiro adversário para Paulo Portas.||
2011-05-06\2011-05-07|66595877921361900|269027164|jsocrates|sócrates|-1|José Sócrates vai parar no hosp Sobral Cid por alegadas alucinações: diz que ouve Portas a bater e Passos de coelho. {Interna da Tugolândia}||
2011-05-06\2011-05-07|66595877921361900|269027164|pportas|portas|0|José Sócrates vai parar no hosp Sobral Cid por alegadas alucinações: diz que ouve Portas a bater e Passos de coelho. {Interna da Tugolândia}||
2011-05-06\2011-05-07|66595899744337900|21495291|jsocrates|sócrates|-1|Mais que o PSD, certos comentadores passam noites a estudar a maneira de deitar Sócrates abaixo e...nada.||
2011-05-06\2011-05-07|66595934456397800|23303762|pportas|portas|-1|Paulo Portas a fazer figura triste em debate com Jerónimo de Sousa a dizer q Se eu cseguir ser 1º ministro... Parece 1 imbecil papagaio!||
2011-05-06\2011-05-07|66595934456397800|23303762|jsousa|jerónimo de sousa|0|Paulo Portas a fazer figura triste em debate com Jerónimo de Sousa a dizer q Se eu cseguir ser 1º ministro... Parece 1 imbecil papagaio!||
2011-05-06\2011-05-07|66596074856525800|14085181|jsocrates|sócrates|-1|@bossito o Sócrates consegue ser pior, foi capaz de fazer uma declaração ao país a anunciar o q não estava no acordo da Troika||
2011-05-06\2011-05-07|66596092749426700|19034835|pportas|portas|1|#debate portas diz que as propostas do pcp são insuficientes para as necessidades do país||
2011-05-06\2011-05-07|66596187813318700|17087162|pportas|portas|1|#debate Portas diz q fundo de estabilização da segurança social não conseguiria comprar dívida pública suficiente e poria em causa pensões||
2011-05-06\2011-05-07|66596324459548700|46387635|pportas|portas|-1|Se dissesse o contrário era notícia... RT @sara_marques: #debate Portas diz que a proposta do PCP não é praticável e que é «perigosa»||
2011-05-06\2011-05-07|66596509059252200|20973069|pportas|portas|-1|@joaocaixinha Portas sabe bem ao que vai. Vai tentar comer os votos dos que não conseguem mudar para o PS mas mudam do PSD||
2011-05-06\2011-05-07|66596548565413900|25508898|jsousa|jerónimo de sousa|1|Estou a gostar do tom de fala de Jerónimo de Sousa. Calmo, nada nervoso nem muito menos panfletário.||
2011-05-06\2011-05-07|66596684209201200|17087162|pportas|portas|-1|#debate Portas disse há pouco se for primeiro-ministro, mas agora recusa assumir-se como candidato a tal||
2011-05-06\2011-05-07|66596714949263400|19106722|pportas|portas|0|Di-lo-ei! Portas #Legislativas  #Legislativas2011||
2011-05-06\2011-05-07|66596753851428900|218653131|pportas|portas|-1|#Debate Portas foge a dizer se pretende ser primeiro-ministro. Mas já o tinha «dito».||
2011-05-06\2011-05-07|66596818808619000|29267341|pportas|paulo portas|1|O Paulo Portas exactamente com a mesma mensagem, palavra por palavra, mas candidato pelo PSD, era primeiro-ministro na boa.||
2011-05-06\2011-05-07|66596942439907300|229224374|pportas|paulo portas|-1|RT @bytoke: Se eu conseguir ser Primeiro-Ministro... (Paulo Portas) #medo #muitomedo||
2011-05-06\2011-05-07|66597009607495700|17087162|pportas|portas|0|#debate Portas diz q reestruturar a dívida nesta altura daria um sinal de q Portugal não iria pagar e corria risco de ser posto fora do Euro||
2011-05-06\2011-05-07|66597043161927700|50346245|pportas|portas|-1|Paulo Portas, em 2011: «se eu for primeiro ministro»... e depois temos este:  http://youtu.be/fzTKs6Nxmdo . irrita ou sou só eu?||
2011-05-06\2011-05-07|66597065249144800|20973069|pportas|portas|-1|RT @esgravatar: Portas está a fazer uma cena sobre ser ou não candidato a primeiro-ministro? E o editor da RTP compra? Estou entregue||
2011-05-06\2011-05-07|66597085734121500|8788992|pportas|portas|1|Claro que Portas esmaga Jerónimo mas também não disputam eleitorado.||
2011-05-06\2011-05-07|66597119045283800|17626165|pportas|portas|-1|RT @esgravatar: Portas está a fazer uma cena sobre ser ou não candidato a primeiro-ministro? E o editor da RTP compra? Estou entregue||
2011-05-06\2011-05-07|66597175152484400|19034835|pportas|portas|-1|#debate portas tem o dobro do tempo de jerónimo. jerónimo parece teixeira dos santos quando fez de boneco de cera ao lado de sócrates||
2011-05-06\2011-05-07|66597175152484400|19034835|jsocrates|sócrates|0|#debate portas tem o dobro do tempo de jerónimo. jerónimo parece teixeira dos santos quando fez de boneco de cera ao lado de sócrates||
2011-05-06\2011-05-07|66597324536807400|30078112|pportas|portas|1|Haja sensatez RT @x_coimbra #debate Portas e Jerónimo presos numa lógica nacional. como se a crise fosse de raíz nacional....||
2011-05-06\2011-05-07|66597356413534200|21495291|ppcoelho|ppc|-1|Já?? Debates?? Qdo são as eleições?? Como é que o PPC vai chegar à Maioria absoluta?||
2011-05-06\2011-05-07|66597465360576500|19534202|jsousa|jeronimo|0|@margvs Jeronimo esta espantado. Acho que ainda vai dizer 'Camarada Paulo'.||
2011-05-06\2011-05-07|66597483383504900|22176845|pportas|portas|-1|Raciocínio complexo. RT @atorresferreira: Portas tem cá uma lata. Se eu fosse eleitor PSD mudava já para o PS||
2011-05-06\2011-05-07|66597694327627800|12026062|pportas|paulo portas|-1|Mesma linha de Sócrates Não governo com FMI  RT @Jo4nito: Paulo Portas, em 2011: «se eu for primeiro ministro»(...) . irrita ou sou só eu?||
2011-05-06\2011-05-07|66597694327627800|12026062|jsocrates|sócrates|0|Mesma linha de Sócrates Não governo com FMI  RT @Jo4nito: Paulo Portas, em 2011: «se eu for primeiro ministro»(...) . irrita ou sou só eu?||
2011-05-06\2011-05-07|66597794487607300|17626165|pportas|portas|-1|RT @x_coimbra: #debate Portas também podia falar das intervenções do FMI que conhece e que tenham sido um grande sucesso. Assim tipo Ind ...||
2011-05-06\2011-05-07|66597830780911600|140091998|pportas|portas|1|Paulo Portas muito bem, Jerónimo também.||
2011-05-06\2011-05-07|66597971751485400|23303762|pportas|paulo portas|-1|@dita_dura Paulo Portas péssimo Jerónimo mto bem||
2011-05-06\2011-05-07|66598218326216700|47622979|pportas|portas|-1|http://twitpic.com/4u8z0z RT @bytoke Primeiro erro de Portas: não foi o endividamento q levou ao pedido de ajuda externa.||
2011-05-06\2011-05-07|66598278602555400|266828775|pportas|portas|-1|Dum lado a cassete Jerónimo, do outro a cassete Portas.Nem sei que vos diga!!! vou ver os gordos na sic.Olha na fox está a dar os simpsons||
2011-05-06\2011-05-07|66598331039752200|11664092|pportas|paulo portas|-1|aqueles que trabalharam toda uma vida. Um clássico de Paulo Portas :)||
2011-05-06\2011-05-07|66598447700131800|19034835|pportas|portas|-1|#debate portas dramatiza o debate e apela ao sentimento||
2011-05-06\2011-05-07|66598469774737400|18872880|jsocrates|socrates|1|#socrates Apoio social, educação, energias renováveis, exportações, saúde são prioridades assumidas||
2011-05-06\2011-05-07|66598640109633500|251529644|pportas|paulo portas|1|é impressão minha ou o Paulo Portas, está a dar banho ao Jerónimo??||
2011-05-06\2011-05-07|66598746342953000|23303762|pportas|portas|-1|@FatimaRD Nem eu mas tenho contra o Paulo Portas Acho-o arrogante e esquecido q esteve no Governo Bla-bla bla Papagaio Portas||
2011-05-06\2011-05-07|66598794615210000|140091998|pportas|portas|1|Muito bem, Portas.||
2011-05-06\2011-05-07|66598799199576100|19106722|pportas|portas|0|Jerónimo ri-se quando Portas diz que o PC governou no PREC  #Legislativas||
2011-05-06\2011-05-07|66598849011130400|17623816|pportas|portas|-1|Ninguém pode negar o que Portas tem feito para ajudar a vender jornais, dando assim de comer a muitos portugueses.||
2011-05-06\2011-05-07|66598865800925200|17087162|pportas|portas|0|#debate Portas: Alguma vez o CDS chefiou o Governo em Portugal? Não. Alguma vez o PCP chefiou o Governo? Sim, no PREC. Jerónimo sorri||
2011-05-06\2011-05-07|66598876055994400|20625823|pportas|portas|-1|#debate esta parte do Portas estilo submarino: ao fundo||
2011-05-06\2011-05-07|66598896025088000|218653131|pportas|paulo portas|-1|#debate Paulo Portas leva o filme atrás, até ao PREC. Ainda funciona, isto? Duvido...||
2011-05-06\2011-05-07|66599034340646900|19534202|jsousa|jeronimo|1|Rasura historica, reescrever a historia. Jeronimo fala do que sabe.||
2011-05-06\2011-05-07|66599092985409500|50346245|pportas|portas|1|jerónimo vs portas vai dar chapada no final||
2011-05-06\2011-05-07|66599162321453100|15112734|pportas|portas|-1|LOL. no coracao do PP arde 1 chaminha Comunista @jcaetanodias Portas está a explicar que também teve a sua contribuição p/ o estoiro #debate||
2011-05-06\2011-05-07|66599330441736200|17087162|pportas|portas|1|#debate você é um grande adversário, diz Portas para Jerónimo||
2011-05-06\2011-05-07|66599397869355000|17213053|pportas|portas|1|#debate que a democracia me perdoe, mas Portas está cada vez melhor||
2011-05-06\2011-05-07|66599405758853100|30078112|pportas|portas|-1|Paulo Portas é um oportunista...mesmo no sentido da oportunidade, diria alguém.... |)|
2011-05-06\2011-05-07|66599462662975500|19497698|pportas|portas|1|#debate Muito bem Portas com o PREC||
2011-05-06\2011-05-07|66599520720531500|19034835|jsocrates|sócrates|-1|@bytoke #debate sobre o futuro que sócrates nos roubou?||
2011-05-06\2011-05-07|66599574319530000|29267341|pportas|portas|0|@bossito mas o Passos tem voz de barítono, coisa que o Portas não tem haha||
2011-05-06\2011-05-07|66599583404396600|17623816|jsousa|jerónimo de sousa|-1|Portas: Não se engane de adversário, Jerónimo de Sousa! Bem lembrado, bem lembrado. (Este Portas é o Paulo, não o Miguel.)||
2011-05-06\2011-05-07|66599712974839800|21935812|pportas|paulo portas|-1|YOu got it! RT: @Dputamadre O Entrevistador Toma as dores do Paulo Portas - que mediocridade profissional Gritante . #RTP1||
2011-05-06\2011-05-07|66599714732245000|20345378|pportas|portas|1|#debate Aquele grande plano foi muito bom para Portas.||
2011-05-06\2011-05-07|66599748261515300|48302014|pportas|portas|-1|@bossito confiança? Portas? Oh brother! U need intervention!!! Estas a dizer que é preciso populismo. Temos muito a perder com isso...||
2011-05-06\2011-05-07|66599823071125500|17626165|pportas|portas|-1|RT @RicardoGAlves: #debate  «Deputado»?! Quando falar com o PPC, o Portas vai tratá-lo como?||
2011-05-06\2011-05-07|66599823071125500|17626165|ppcoelho|ppc|0|RT @RicardoGAlves: #debate  «Deputado»?! Quando falar com o PPC, o Portas vai tratá-lo como?||
2011-05-06\2011-05-07|66599845670043700|8788992|pportas|portas|0|Acho que a amizade de Portas com Jerónimo não é retribuída. #debate||
2011-05-06\2011-05-07|66599860513681400|17087162|pportas|portas|1|#debate Acha que é anti-patriota ir falar com a troika, pergunta Portas a Jerónimo||
2011-05-06\2011-05-07|66599874174517300|15715020|pportas|portas|-1|Oh @rtppt, então o Sousa não consegue acabar um raciocínio e o Portas nunca é interrompido? Mas q merda de moderação é esta? #fb||
2011-05-06\2011-05-07|66599892302311400|218653131|pportas|portas|1|#Debate Portas usa Carvalho da Silva para incomodar Jerónimo. E incomoda.||
2011-05-06\2011-05-07|66599914490171400|19497698|pportas|portas|1|#debate Muito bem Portas com a ida da CGTP à reunião com a trolika.||
2011-05-06\2011-05-07|66599929317036000|3310571|pportas|portas|1|#debate Portas muito forte na comunicação televisiva, Jerónimo na preocupado pq fala para o seu eleitorado e não quer convencer mais ninguém||
2011-05-06\2011-05-07|66599958769451000|23106525|pportas|portas|1|o portas foi esperto||
2011-05-06\2011-05-07|66600066978283500|140091998|pportas|portas|1|Paulo Portas começa a cilindrar Jerónimo.||
2011-05-06\2011-05-07|66600077162065900|20345378|pportas|portas|-1|#debate A condescendência de Portas é muito ensaiada. Faz ricochete à esquerda, mas deve compensar à direita.||
2011-05-06\2011-05-07|66600114973708300|17087162|jsousa|jerónimo de sousa|1|#debate há alturas em que é preciso dizer não, diz Jerónimo de Sousa||
2011-05-06\2011-05-07|66600125342036000|20791468|jsousa|jerónimo de sousa|-1|Gostei particularmente da parte em que Jerónimo de Sousa diz que a CGTP não tem nada a ver com o PCP.||
2011-05-06\2011-05-07|66600224604422200|50346245|pportas|portas|-1|jerónimo atira com os dossiers a portas... ui ui o paulinho está a perder a calma||
2011-05-06\2011-05-07|66600284524265500|17626165|pportas|portas|1|@RuiCostaPinto estou a falar de tom de voz e linguagem corporal. Esquece quem são e o q dizem, olha pro Portas e Jerónimo e diz-me quemganha||
2011-05-06\2011-05-07|66600381936963600|19497698|pportas|portas|1|#debate Jerónimo é muito fraco. Portas é demasiado bom para isto.||
2011-05-06\2011-05-07|66600440137121800|17213053|pportas|portas|1|#debate Numa situação de ruptura quem mais perde são os mais fracos, golpeia Portas||
2011-05-06\2011-05-07|66600609733804000|66325897|jsocrates|sócrates|0|Patéticos os directos do Jornal das 8 da TVI para Portimão (Sócrates) e Santa Maria da Feira (P.Coelho) à caça de um 'sound bite'...||
2011-05-06\2011-05-07|66600652960309200|20625823|jsocrates|sócrates|-1|#debate Portas é quase tão bom em comunicação como Sócrates. Ambos eram bem capazes de vender frigoríficos a um esquimó distraído...||
2011-05-06\2011-05-07|66600652960309200|20625823|pportas|portas|-1|#debate Portas é quase tão bom em comunicação como Sócrates. Ambos eram bem capazes de vender frigoríficos a um esquimó distraído...||
2011-05-06\2011-05-07|66600655963435000|29833593|pportas|paulo portas|0|RT @Claudio_Moreira: Paulo Portas veste a mesma gravata que trouxe à entrevista na RTP #debate||
2011-05-06\2011-05-07|66600743049756700|17087162|pportas|portas|1|#debate Portas lembra que Bagão quis amenizar o IRS das famílias e cobrar mais imposto aos bancos. fomos corridos do Governo a seguir||
2011-05-06\2011-05-07|66600858095333400|60633332|pportas|portas|-1|está a ver a AD por um canudo... RT @atorresferreira: Portas tem cá uma lata. Se eu fosse eleitor PSD mudava já para o PS||
2011-05-06\2011-05-07|66600859835969500|48302014|pportas|portas|-1|@bossito depende. Se fores de esquerda o Jerónimo serve para o gasto. É uma figura mais respeitável que o Portas. O Portas é um histérico.||
2011-05-06\2011-05-07|66600860926492700|49195175|pportas|portas|-1|Olha, agora foi por causa dos bancos q o Governo de Santana caiu... Boa, Portas, nunca me tinha lembrado dessa... #debate||
2011-05-06\2011-05-07|66600867771584500|19497698|pportas|portas|-1|#debate Portas atrás do voto dos liberais.||
2011-05-06\2011-05-07|66601002027073500|61330854|pportas|paulo portas|1|Ninguem para o Paulo Portas... concordo com ele... foram os Bancos que correram com o Santana Lopes...||
2011-05-06\2011-05-07|66601009920741400|19034835|pportas|portas|1|#debate portas traz as PME's para o debate e fala do emprego. joga no terreno do adversário||
2011-05-06\2011-05-07|66601106041610200|42029230|pportas|portas|-1|sem 2º sentido ouvi dizer q a mulher de Jerónimo de Sousa dá-se muito bem c/ Paulo Portas, quer dizer com o Portas ñ podia haver 2º sentido||
2011-05-06\2011-05-07|66601106041610200|42029230|jsousa|jerónimo de sousa|0|sem 2º sentido ouvi dizer q a mulher de Jerónimo de Sousa dá-se muito bem c/ Paulo Portas, quer dizer com o Portas ñ podia haver 2º sentido||
2011-05-06\2011-05-07|66601277144039400|37636997|jsousa|jerónimo de sousa|-1|Conversa de gaja! RT @sara_marques: #debate há alturas em que é preciso dizer não, diz Jerónimo de Sousa||
2011-05-06\2011-05-07|66601295712223200|232182694|jsocrates|sócrates|1|Se sócrates estiver a ver o #debate deve estar contente.||
2011-05-06\2011-05-07|66601723610923000|20973069|pportas|portas|1|Seguindo #debate plo twitterf noto o soberano populismo de Portas.||
2011-05-06\2011-05-07|66601725431263200|19034835|pportas|portas|0|#debate portas diz que as PPP arruinaram o país||
2011-05-06\2011-05-07|66601778241736700|48302014|pportas|portas|1|@bossito em termos de linguagem Portas é melhor, sem duvida!||
2011-05-06\2011-05-07|66601786403856400|27437467|jsocrates|socrates|-1|José Socrates está internado no Júlio de Matos. Pelos vistos só ouve passos de coelhos e portas a bater.||
