ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|PROCESSED
209000150125920256|Teste|fcoentrao|fábio coentrão|0|;; sentiTokens:; score:0;|RT @portugoaldotnet: Worry for Portugal. Fábio Coentrão goes down heavily and immediately calls for assistance.|rt <USER> worry for portugal. fábio coentrão goes down heavily and immediately calls for assistance.
209000166093635584|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|RT @portugoaldotnet: Scare over. Coentrão back on. Looks okay.|rt <USER> scare over. coentrão back on. looks okay.
208998802827378688|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|Fábio Coentrão #OrgulhoNacional|fábio coentrão #orgulhonacional
208998806757453824|Teste|fcoentrao|fábio coentrão|0|;; sentiTokens:; score:0;|Worry for Portugal. Fábio Coentrão goes down heavily and immediately calls for assistance.|worry for portugal. fábio coentrão goes down heavily and immediately calls for assistance.
208998810775588864|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|Mais vale o Coentrão sair agora e poupar-se para o Euro do que continuar e rebentar.|mais vale o coentrão sair agora e poupar-se para o euro do que continuar e rebentar.
208998812042272768|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|que raio se passa com o Coentrão?|que raio se passa com o coentrão?
208998823039733763|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|Aiiii tadinho do meu Coentrão.. Portugal vs Turkey|aiiii tadinho do meu coentrão.. portugal vs turkey
209008344210485248|Teste|fcoentrao|coentrão|-1|;; sentiTokens:perdeu(-1) ; score:-1;|sim, perdeu algum fulgor “@Strone: o coentrão desaprendeu de jogar..”|sim, perdeu algum fulgor  <USER> o coentrão desaprendeu de jogar..”
209008540801699840|Teste|fcoentrao|coentrão|1|;; sentiTokens:golo(1) fintado(1) falhou(-1) ; score:1;|Será que vi bem o golo dos turcos?   O Coentrão foi fintado na direita, falhou a dobra ao lateral direito, o mesmo... http://t.co/JFqMTavu|será que vi bem o golo dos turcos?   o coentrão foi fintado na direita, falhou a dobra ao lateral direito, o mesmo... <URL> 
209008692333527040|Teste|fcoentrao|coentrão|1|;Regra "[VCOP] [Adj+] ? Pos"->  esteve excelente ;; sentiTokens:excelente(1) golo(1) ; score:2;|O coentrão esteve excelente naquele corte que deu golo para a Turquia.|o coentrão esteve excelente naquele corte que deu golo para a turquia.
209008151213785089|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|o coentrão desaprendeu de jogar..|o coentrão desaprendeu de jogar..
209021803497127937|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|RT @Realmadridplace: FT: Portugal 1-3 Turkey - Last friendly for Portugal before the Euros. Good luck to Cristiano, Coentrão and Pepe!|rt <USER> ft: portugal 1-3 turkey - last friendly for portugal before the euros. good luck to cristiano, coentrão and pepe!
209021533266509825|Teste|fcoentrao|coentrão|1|;; sentiTokens:verdade(1) ; score:1;|@P238509 não é verdade. O clube com mais jogadores é o Real Madrid (Pepe, Coentrão e Ronaldo)| <USER> não é verdade. o clube com mais jogadores é o real madrid (pepe, coentrão e ronaldo)
209021723348172800|Teste|fcoentrao|coentrao|0|;; sentiTokens:; score:0;|@mcorais O Coentrao é do Benfica...| <USER> o coentrao é do benfica...
209003517078290433|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|RT @portugoaldotnet: Coentrão vented anger to Patrício on goal, but whole defence guilty of looking at each other rather than ball.|rt <USER> coentrão vented anger to patrício on goal, but whole defence guilty of looking at each other rather than ball.
209003530516836352|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|Raios parta Coentrão. Tu hj só fazes porcaria…|raios parta coentrão. tu hj só fazes porcaria…
209003538620231680|Teste|fcoentrao|coentrão|-1|;culpa\culpado éoi do\o [TARGET]-> culpa é;; sentiTokens:culpa(0) ; score:0;|Claro RT @Afon5o: Beeeem Hugo, a culpa é do Coentrão? LOL|claro rt <USER> beeeem hugo, a culpa é do coentrão? lol
209003718031577089|Teste|fcoentrao|coentrão|1|;Regra "[VCOP] [Adj+] ? Pos"->  foi bonito ;; sentiTokens:bonito(1) ; score:1;|O Hugo Almeida quis dar ao Coentrão. O gesto foi bonito mas porra estava em frente à baliza!!|o hugo almeida quis dar ao coentrão. o gesto foi bonito mas porra estava em frente à baliza!!
209003766601617408|Teste|fcoentrao|coentrão|-1|;culpa\culpado éoi do\o [TARGET]-> culpa é;; sentiTokens:culpa(0) ; score:0;|RT @Afon5o: Beeeem Hugo, a culpa é do Coentrão? LOL|rt <USER> beeeem hugo, a culpa é do coentrão? lol
209004132588199937|Teste|fcoentrao|coentrão|-1|;; sentiTokens:nabo(-1) burro(-1) ; score:-2;|@kamponez Vou tentar mais uma vez: BURRO Alves (porque deixou a bola para o GR) e NABO Coentrão (porque não marcou o avançado).| <USER> vou tentar mais uma vez: burro alves (porque deixou a bola para o gr) e nabo coentrão (porque não marcou o avançado).
209003658665394176|Teste|fcoentrao|coentrao|1|;Smiley: .XD;; sentiTokens:simpatico(1) ; score:1;|@katyserra o Postiga ja conheço a 13 anos..xD Coentrao e Bruno nunca vi pessoalmente,mas tb me parece q o Bruno seja simpatico :)| <USER> o postiga ja conheço a 13 anos..xd coentrao e bruno nunca vi pessoalmente,mas tb me parece q o bruno seja simpatico :)
209004050031710210|Teste|fcoentrao|coentrao|0|;; sentiTokens:; score:0;|@RMadridGirl I think it was a miscomunication between the gk and bruno alves!! not coentraos fault, for sure!| <USER> i think it was a miscomunication between the gk and bruno alves!! not coentraos fault, for sure!
209004528824102913|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|Tengo que admitir que Coentrão es un poco pato|tengo que admitir que coentrão es un poco pato
209011667454009344|Teste|fcoentrao|coentrão|-1|;; sentiTokens:duras(-1) evitar(-1) ; score:-2;|Depois daquelas entradas mais duras da 1ª parte (sobre Coentrão e Nani), os portugueses começaram a evitar meter o pé...|depois daquelas entradas mais duras da 1ª parte (sobre coentrão e nani), os portugueses começaram a evitar meter o pé...
209011211684167680|Teste|fcoentrao|coentrão|-1|;; sentiTokens:falha(-1) veloso(0) culpa(0) ; score:-1;|RT @kamponez: Esta falha do Veloso deve ter sido culpa do Coentrão.|rt <USER> esta falha do veloso deve ter sido culpa do coentrão.
209011075021156353|Teste|fcoentrao|coentrão|-1|;; sentiTokens:falha(-1) veloso(0) culpa(0) ; score:-1;|Esta falha do Veloso deve ter sido culpa do Coentrão.|esta falha do veloso deve ter sido culpa do coentrão.
209018245586497536|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|Parece q nunca jogaram juntos; nem o Coentrão com o Ronaldo|parece q nunca jogaram juntos; nem o coentrão com o ronaldo
209017716684763137|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|Nani, CR7, Coentrão, Beto e Bento RT @ricardoboleo: Cinco portugueses nomeados para o Prémio PT Literatura 2012 http://t.co/R5sJMdnC|nani, cr7, coentrão, beto e bento rt <USER> cinco portugueses nomeados para o prémio pt literatura 2012 <URL> 
208998675312148483|Teste|fcoentrao|fabio coentrao|0|;; sentiTokens:; score:0;|Tudo menos o Fabio Coentrao se lesionar|tudo menos o fabio coentrao se lesionar
208999309264433153|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|RT @portugoaldotnet: Scare over. Coentrão back on. Looks okay.|rt <USER> scare over. coentrão back on. looks okay.
209006835724853248|Teste|fcoentrao|coentrão|1|;; sentiTokens:verdade(1) estupidez(-1) golo(1) fintou(1) ; score:2;|@kamponez Fintou o Patrício; o Coentrão tem de estar a marcar independentemente de. Mas golo nasce da estupidez do Alves, isso é verdade.| <USER> fintou o patrício; o coentrão tem de estar a marcar independentemente de. mas golo nasce da estupidez do alves, isso é verdade.
209006671962447873|Teste|fcoentrao|coentrão|-1|;culpa\culpado éoi do\o [TARGET]-> culpa é;; sentiTokens:falha(-1) burro(-1) culpa(0) ; score:-2;|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo almeida falha e a culpa tambem deve ser do c ...
209014276105584640|Teste|fcoentrao|coentrão|0|;; sentiTokens:culpa(0) ; score:0;|Falhanço de Ronaldo é culpa do Coentrão.|falhanço de ronaldo é culpa do coentrão.
209014359156981760|Teste|fcoentrao|coentrão|-1|;; sentiTokens:culpa(0) falhanço(-1) ; score:-1;|RT @kamponez: Falhanço de Ronaldo é culpa do Coentrão.|rt <USER> falhanço de ronaldo é culpa do coentrão.
209014470196994048|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|Isto é o Coentrão que vai marcar!|isto é o coentrão que vai marcar!
209013911742201857|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|RT @TrendsPortugal: turquia, joss, stone e coentrão é tendência em Portugal http://t.co/1KttZoBt|rt <USER> turquia, joss, stone e coentrão é tendência em portugal <URL> 
209013737615659009|Teste|fcoentrao|coentrão|0|;; sentiTokens:livro(0) ; score:0;|@filipaclaro mas o Coentrão tem um livro...?| <USER> mas o coentrão tem um livro...?
209021203858460673|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|@raminhoseffect E o Coentrão ? E o Ronaldo ? Não percebes nada de carros. E de futebol, zero.| <USER> e o coentrão ? e o ronaldo ? não percebes nada de carros. e de futebol, zero.
209021241674309633|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|O trabalho de equipa está a subir. O Coentrão desta vez já girou a ganza pelos seus restantes companheiros ! #teamwork|o trabalho de equipa está a subir. o coentrão desta vez já girou a ganza pelos seus restantes companheiros ! #teamwork
209021291884322816|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|@M_CorteReal Coentrão, CR, Nani, Meireles e Moutinho não jogaram mal| <USER> coentrão, cr, nani, meireles e moutinho não jogaram mal
209005653128261632|Teste|fcoentrao|coentrão|-1|;culpa\culpado éoi do\o [TARGET]-> culpa é;; sentiTokens:falha(-1) burro(-1) culpa(0) ; score:-2;|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo almeida falha e a culpa tambem deve ser do c ...
209006111007834112|Teste|fcoentrao|coentrão|-1|;culpa\culpado éoi do\o [TARGET]-> culpa é;; sentiTokens:falha(-1) burro(-1) culpa(0) ; score:-2;|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo almeida falha e a culpa tambem deve ser do c ...
209006530589233153|Teste|fcoentrao|coentrão|-1|;culpa\culpado éoi do\o [TARGET]-> culpa é;; sentiTokens:falha(-1) burro(-1) culpa(0) ; score:-2;|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo almeida falha e a culpa tambem deve ser do c ...
209006538512269313|Teste|fcoentrao|coentrão|-1|;culpa\culpado éoi do\o [TARGET]-> culpa é;; sentiTokens:falha(-1) burro(-1) culpa(0) ; score:-2;|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo almeida falha e a culpa tambem deve ser do c ...
209005894984409089|Teste|fcoentrao|coentrão|-1|;culpa\culpado éoi do\o [TARGET]-> culpa é;; sentiTokens:falha(-1) burro(-1) culpa(0) ; score:-2;|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo almeida falha e a culpa tambem deve ser do c ...
209005736964001792|Teste|fcoentrao|coentrão|-1|;culpa\culpado éoi do\o [TARGET]-> culpa é;; sentiTokens:falha(-1) burro(-1) culpa(0) ; score:-2;|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|rt <USER> o burro alves faz aquela pérola e a culpa é do coentrão e do patrício. o hugo almeida falha e a culpa tambem deve ser do c ...
209012559653777408|Teste|fcoentrao|coentrao|1|;Smiley:  :);; sentiTokens:; score:0;|Va la, um golito :) bem jogado de Coentrao e Ronaldo :)|va la, um golito :) bem jogado de coentrao e ronaldo :)
209012589122949120|Teste|fcoentrao|coentrão|0|;Regra "[NEG] [VSUP] [QUANT/0] [N+] ? Neg"->  não faz golos;;Regra "[VSUP] [QUANT/0] [N+] ? Pos"->  faz golos;;culpa\culpado éoi do\o [TARGET]-> culpa é;; sentiTokens:culpa(0) veloso(0) golos(1) ; score:1;|RT @VickyD313: Claro, Hugo Almeida que não faz golos; Miguel Veloso que não acerta NADA. E depois a culpa é do Coentrão!? A culpa é do s ...|rt <USER> claro, hugo almeida que não faz golos; miguel veloso que não acerta nada. e depois a culpa é do coentrão!? a culpa é do s ...
209012614762737666|Teste|fcoentrao|coentrao|0|;; sentiTokens:; score:0;|NANIIIIII! But daaaamn that run from Coentrao!|naniiiiii! but daaaamn that run from coentrao!
209012102063587328|Teste|fcoentrao|coentrão|0|;Regra "[NEG] [VSUP] [QUANT/0] [N+] ? Neg"->  não faz golos;;Regra "[VSUP] [QUANT/0] [N+] ? Pos"->  faz golos;;culpa\culpado éoi do\o [TARGET]-> culpa é;; sentiTokens:culpa(0) veloso(0) golos(1) ; score:1;|Claro, Hugo Almeida que não faz golos; Miguel Veloso que não acerta NADA. E depois a culpa é do Coentrão!? A culpa é do super Paulo Bento!|claro, hugo almeida que não faz golos; miguel veloso que não acerta nada. e depois a culpa é do coentrão!? a culpa é do super paulo bento!
209012172871831552|Teste|fcoentrao|coentrão|-1|;; sentiTokens:dificuldades(-1) ; score:-1;|RT @Strone: Fabio Coentrão em dificuldades desde algum tempo sim, desde que começou a andar..|rt <USER> fabio coentrão em dificuldades desde algum tempo sim, desde que começou a andar..
208996693486743552|Teste|fcoentrao|coentrao|1|;; sentiTokens:elegancia(1) ; score:1;|#euro2012  Mais uma vez o pentado do coentrao eh um hino a elegancia #por5 es o maior!|#euro2012  mais uma vez o pentado do coentrao eh um hino a elegancia #por5 es o maior!
208996839435931648|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|RT @anafilipag: Ninguém pára o Coentrão no Estádio da Luz!|rt <USER> ninguém pára o coentrão no estádio da luz!
208997411648057344|Teste|fcoentrao|coentrão|0|;; sentiTokens:veloso(0) ; score:0;|RT @portugoaldotnet: Portugal XI: Patrício, Lopes, Bruno Alves, Pepe, Coentrão, Veloso, Meireles, Moutinho, Ronaldo, Almeida, Nani|rt <USER> portugal xi: patrício, lopes, bruno alves, pepe, coentrão, veloso, meireles, moutinho, ronaldo, almeida, nani
208998515437871104|Teste|fcoentrao|fábio coentrão|0|;; sentiTokens:melhores(0) ; score:0;|Não Fábio Coentrão, não te lesiones porque és um dos melhores jogadores em campo! #Portugal|não fábio coentrão, não te lesiones porque és um dos melhores jogadores em campo! #portugal
208998520210997248|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|Não, o meu Coentrão não tá bem? Ai ai ....|não, o meu coentrão não tá bem? ai ai ....
208998539706114048|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|Oh @filipaclaro vai socorrer o teu Coentrão! :o|oh <USER> vai socorrer o teu coentrão! :o
208998570945298432|Teste|fcoentrao|coentrão|0|;; sentiTokens:serio(0) ; score:0;|Espero bem que o Coentrão não se lesione a serio!|espero bem que o coentrão não se lesione a serio!
208998628692475904|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|Adeus Coentrão.|adeus coentrão.
208998451655086081|Teste|fcoentrao|coentrão|-1|;Heavy Punctuation: ?!?;; sentiTokens:; score:0;|Quem foi o FDP que lesionou o Coentrão?!?|quem foi o fdp que lesionou o coentrão?!?
208998434689138688|Teste|fcoentrao|coentrao|0|;; sentiTokens:; score:0;|ai coentrao pff nao te lesiones!!!|ai coentrao pff nao te lesiones!!!
208998455371251712|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|Pronto, Coentrão para o Estaleiro.|pronto, coentrão para o estaleiro.
208998466158989313|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|Ai nao, nao lesionem o Coentrão :o|ai nao, nao lesionem o coentrão :o
208998474555981824|Teste|fcoentrao|coentrão|0|;; sentiTokens:; score:0;|olha queres ver o Coentrão a foder-se ? ohhhhhh páááá|olha queres ver o coentrão a foder-se ? ohhhhhh páááá
208998270016561152|Teste|fcoentrao|coentrão|0|;; sentiTokens:veloso(0) ; score:0;|RT @brunoribeiro: Coentrão, M. Lopes, Veloso, Meireles, Quaresma e Ronaldo fazem de Portugal principal candidata a selecção mais azeitei ...|rt <USER> coentrão, m. lopes, veloso, meireles, quaresma e ronaldo fazem de portugal principal candidata a selecção mais azeitei ...
