66833820938272700|0|Louçã: Sócrates fez “a maior viragem à direita” da história do PS http://publico.pt/1493133

66841680086700000|-1|Mas se fosse PM ainda chegaríamos + rápido RT @manuelparreira: Pode dizer-se tudo sobre Louçã mas não foi ele que levou o país à bancarrota.

66650154161278900|0|Mau Jesus, Mau Sócrates e do Bom Jornalismo* http://nblo.gs/hynPt

66629985825341400|-1|Medo das sondagens? RT @joaomiranda: O curso? RT @cgloureiro: Sócrates admite sair da política. Diz que tem coisas para fazer ou acabar.

66628676682391500|-1|O curso? RT @cgloureiro: Sócrates admite sair da política. Diz que tem coisas para fazer ou acabar.

66628718654787500|-1|O fato q ficou a meio na Bijan RT @cgloureiro: Sócrates admite sair da política. Diz que tem coisas para fazer ou acabar.

66822097061675000|-1|o Louçã tb tem  música épica de introdução :O estou para a minha vida.

66830944639787000|1|o meu avô acabou de elogiar o discurso do Louçã.

66650283228401600|0|o Paulinho hoje ainda veio mais casual que o Sócrates! se houvesse mais programas o próximo político ia de fato de treino! #5meianoite

66622452398174200|0|O que Sócrates fez ao país não tem perdão' - Pedro Passos Coelho http://j.mp/lWm4to'

66876709873516500|-1|Os socialistas começam a gostar mais do Portas que do Louçã

66938098126295000|0|Para o PM Sócrates, com amor http://goo.gl/vsSZv #Portugal

66625037578407900|0|Para quem ama ou odeia Socrates, ver RTP1 agora.

66623119099576300|0|Paulinho das feiras come comunistas ao pequeno-almoço! Está em forma! Parece o Porto! curioso para o ver com o Sócrates!

66650755507044300|0|Paulo Portas com um berbicacho... ter de fazer parte de um governo liderado por Sócrates...

66625016359428000|-1|Por favor, não... dêem-nos descanso @FernandaFreitas Jose Socrates na RTP.

66605417979060200|0|Portas 1V 0E 0D 3p, Jerónimo 0V, 0E, 1D, 0p, Sócrates 0V, 0E, 0D, 0p, Coelho 0V, 0E, 0D, 0p, Louçã 0V, 0E, 0D, 0p.

66821441601019900|-1|Portugueses gostam mais do Sócrates que anuncia medidas inexistentes http://bit.ly/lHd5Qe

66933419946418100|1|Read my lips You can trust on Socrates!' http://bit.ly/jdbwzr'

66624843025620900|0|RT @amsguimaraes: RT @nunonsantos: O que Sócrates fez ao país não tem perdão' - Pedro Passos Coelho http://j.mp/lWm4to'

66666761625415600|0|RT @apombalivre: #apombalivre:Passos Coelho defende que Sócrates não tem perdão.Loool! E ele passos coelho, não tem programa ) #fmi bot ...

66935320691744700|-1|RT @ccz1: Sócrates: o político que trata o dinheiro como autênticos confettis!!! Essa é que essa!!

66896020642078700|0|RT @Dputamadre: @joaomiranda O @passoscoelho gosta mais do Louçã agora? ... ai ai o que disto sair já nem vai surpreender a gente. Só nó ...

66937470981373900|-1|RT @ebertchicago: Birthday of Socrates. There are no movies about him, and he's out of copyright. A great opportunity for Disney.

66624939482038200|0|RT @FernandaFreitas: Jose Socrates na RTP.

66628434469732300|-1|RT @filipelib RT @manuelparreira O curso,... RT @cgloureiro: Sócrates admite sair da política. Diz que tem coisas para fazer ou acabar.

