
    
@relation twitometro

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE rulePos NUMERIC
@ATTRIBUTE ruleNeg NUMERIC
@ATTRIBUTE cluePos NUMERIC
@ATTRIBUTE clueNeg NUMERIC
@ATTRIBUTE sentiPos NUMERIC
@ATTRIBUTE sentiNeut NUMERIC
@ATTRIBUTE sentiNeg NUMERIC
@ATTRIBUTE pol? {1,0,-1}
@ATTRIBUTE lixo {lixo,naoLixo}

@data
208998570945298000,0,0,0,0,1,3,0,0,lixo
208998628692475000,0,-1,0,0,0,0,0,-1,lixo
208998451655086000,0,0,0,-1,0,0,0,0,lixo
208998434689138000,0,0,0,-1,0,0,0,0,lixo
208998270016561000,0,0,0,0,0,1,0,0,lixo
208999269431128000,0,0,0,0,0,1,0,1,lixo
208999116951396000,0,0,0,0,4,0,0,1,lixo
208999256693026000,1,0,0,0,1,1,5,1,lixo
208999206017449000,0,0,0,0,0,1,0,1,lixo
209041673337044000,0,0,1,0,0,0,0,1,lixo
209047086988148000,0,-1,1,0,3,0,0,-1,lixo
209046058595139000,0,0,1,0,1,2,0,1,lixo
209041819605020000,0,0,1,0,0,0,0,1,lixo
209041958348406000,0,0,1,0,0,0,0,1,lixo
209043451755507000,0,0,1,0,1,2,0,1,lixo
209043601999675000,0,0,1,0,1,2,0,1,lixo
209043347304755000,0,0,1,0,1,2,0,1,lixo
209064208258695000,0,0,1,0,0,0,2,-1,lixo
209071440450945000,1,0,1,0,6,0,1,1,lixo
209059710584889000,1,0,0,0,2,0,1,1,lixo
209060323754389000,0,0,0,0,0,0,3,1,lixo
209066004406472000,0,0,0,0,0,0,1,1,lixo
209065532866048000,0,0,0,0,1,0,0,1,lixo
209237815668649000,0,0,0,0,1,0,0,1,lixo
209332852733644000,0,0,0,0,1,0,0,0,lixo
209017204363112000,0,0,0,0,1,0,2,0,lixo
209017034846117000,0,0,0,0,1,0,2,0,lixo
209018043068710000,0,0,0,0,0,0,1,0,lixo
209017661915541000,0,0,0,0,1,0,2,0,lixo
209004921037651000,0,0,0,0,0,0,1,-1,lixo
209005167708864000,0,0,0,0,2,0,1,1,lixo
209005228324958000,0,0,0,0,0,0,2,-1,lixo
209012746539380000,0,-1,0,0,0,0,1,-1,lixo
209012904522027000,0,0,0,0,0,0,2,-1,lixo
209018716422279000,0,0,2,0,4,0,1,1,lixo
209019503940603000,0,0,0,0,0,0,1,-1,lixo
209018857803890000,0,0,0,0,0,1,0,0,lixo
209025771166117000,0,0,1,-1,0,0,3,-1,lixo
209025798580088000,0,0,0,0,0,0,1,-1,lixo
209000831385735000,0,0,0,0,0,1,0,-1,lixo
209017015913033000,0,0,1,0,0,0,0,-1,lixo
209016827249037000,0,0,0,0,1,1,0,-1,lixo
209016557966344000,0,0,0,0,1,1,0,-1,lixo
209023731698384000,0,0,0,0,1,0,2,0,lixo
209023909369085000,0,0,0,0,2,0,1,1,lixo
209002767715545000,0,0,0,0,1,0,0,-1,lixo
209014668461740000,0,0,0,0,0,0,47,-1,lixo
209015371049607000,0,0,0,0,1,0,3,-1,lixo
209015459541037000,0,0,0,0,7,0,1,-1,lixo
209022777498415000,0,0,1,0,0,0,0,0,lixo
209008190757670000,0,0,0,0,0,0,2,-1,lixo
209015755780521000,0,0,0,0,0,0,49,-1,lixo
209015931282796000,0,0,0,0,0,0,1,-1,lixo
209004170701840000,0,0,1,0,3,1,0,1,lixo
209003896327245000,0,0,0,0,0,0,1,-1,lixo
209004024953966000,0,0,1,0,3,1,0,1,lixo
209004483190063000,0,0,1,0,3,1,0,1,lixo
209004355217661000,1,0,0,-1,3,2,0,1,lixo
209004284812079000,0,0,0,0,1,0,2,0,lixo
209011683648225000,0,0,0,0,0,0,2,-1,lixo
209018387286863000,0,0,0,0,0,0,1,-1,lixo
209025413773664000,0,0,0,0,1,0,0,1,lixo
209025425685479000,0,0,0,0,1,0,0,1,lixo
209024913833607000,0,0,0,0,2,0,0,1,lixo
209007290983002000,0,0,0,0,1,0,48,-1,lixo
209014288474578000,0,0,0,0,0,0,1,-1,lixo
209014357080805000,0,0,0,0,1,0,2,-1,lixo
209014522420273000,0,0,0,0,0,1,47,-1,lixo
209013767739154000,0,0,1,0,46,0,0,1,lixo
209014413238345000,0,0,0,0,1,0,1,0,lixo
209014377339301000,0,0,0,0,0,0,3,-1,lixo
209020609945010000,0,0,0,0,0,0,3,-1,lixo
209020788794343000,0,0,0,0,0,0,1,-1,lixo
209005645196824000,0,0,0,0,0,2,2,-1,lixo
209005709541638000,0,0,0,0,0,0,1,-1,lixo
209006430408294000,0,0,0,0,0,0,1,-1,lixo
209006495520657000,0,0,0,0,0,0,2,0,lixo
208997076346998000,0,0,0,0,1,0,0,1,lixo
208997287865761000,0,0,0,0,0,0,2,-1,lixo
208997155371892000,0,0,0,0,0,0,2,-1,lixo
209039486439522000,0,0,0,0,0,1,0,0,lixo
209054538978693000,1,0,1,0,2,0,0,1,lixo
209054156806295000,0,0,0,0,1,0,1,-1,lixo
209040334343245000,0,0,0,0,0,0,1,0,lixo
209040239208038000,0,0,0,0,3,0,2,1,lixo
209048172260106000,0,0,0,0,0,1,0,0,lixo
209044036936409000,0,-1,0,0,0,0,56,0,lixo
209051045953929000,0,0,0,0,0,0,1,-1,lixo
209033102713040000,1,0,1,0,1,1,1,1,lixo
209033261886873000,0,0,1,0,3,0,0,1,lixo
209034998492307000,0,0,0,0,1,0,0,0,lixo
209035646680047000,0,0,0,0,1,0,0,0,lixo
209035666699460000,0,0,1,0,1,0,1,0,lixo
209035331557801000,0,0,0,0,1,0,0,0,lixo
209035337035558000,0,0,0,0,1,0,0,0,lixo
209035337849241000,0,0,0,0,1,0,0,0,lixo
209035341422804000,1,0,0,0,2,0,0,0,lixo
209035356048326000,1,0,0,0,2,0,0,0,lixo
209042514169176000,1,0,0,0,2,0,0,0,lixo
209042087625236000,0,0,0,0,1,0,0,0,lixo
209048694543224000,0,0,0,0,0,0,1,-1,lixo
209048709038743000,0,0,0,0,0,0,1,-1,lixo
209028325614698000,0,0,0,0,1,0,2,0,lixo
209049949743222000,1,0,1,0,0,0,0,1,lixo
209058114073407000,0,0,1,0,2,0,0,0,lixo
209071950616723000,0,0,0,0,1,0,0,0,lixo
209082425375064000,0,0,0,0,0,0,2,-1,lixo
209066778083594000,0,0,0,0,0,48,0,0,lixo
209067000658530000,0,0,0,0,0,48,0,0,lixo
209057687265218000,0,0,1,0,0,0,2,-1,lixo
209095683846848000,0,0,0,0,0,0,2,0,lixo
209102161529946000,0,0,0,0,0,0,1,0,lixo
209102424105951000,0,0,0,0,0,2,0,0,lixo
209100992980070000,0,0,0,0,0,1,0,0,lixo
209167565761687000,1,0,0,0,1,1,0,1,lixo
209242856496447000,0,0,0,0,0,0,1,-1,lixo
209183504083333000,0,0,0,0,1,0,0,0,lixo
209239356865646000,0,0,1,0,0,0,0,0,lixo
209216531412942000,0,0,0,0,0,0,1,-1,lixo
209226493908361000,0,0,0,0,1,0,0,0,lixo
209245245018357000,0,0,0,0,2,1,0,0,lixo
209280191187521000,0,0,1,0,0,0,0,0,lixo
209278287741067000,0,0,0,0,3,0,0,0,lixo
209278150922874000,0,0,0,0,3,0,0,0,lixo
209288063514443000,0,0,0,0,2,0,0,-1,lixo
209176272411164000,0,0,0,0,1,0,0,0,lixo
209191013535846000,0,0,0,0,1,0,1,0,lixo
209191143773192000,0,0,0,0,1,0,1,0,lixo
209281207291219000,0,0,0,0,0,0,1,1,lixo
209281574334771000,0,0,0,0,5,2,1,1,lixo
209265019542716000,1,0,0,0,1,0,1,1,lixo
209260899859562000,0,0,0,0,1,1,0,1,lixo
209261026124898000,0,0,0,0,0,1,1,0,lixo
209275782508449000,0,0,0,0,0,1,2,0,lixo
209295966619181000,0,0,0,0,1,1,1,0,lixo
209309297128116000,0,0,0,0,4,0,0,0,lixo
209302135521808000,0,0,0,0,1,1,0,1,lixo
209343202090692000,0,0,0,0,0,1,0,0,lixo
209356641290813000,0,0,0,0,1,0,0,1,lixo
209005010850299000,0,0,0,0,0,0,1,-1,lixo
209004743941566000,0,0,0,-1,1,0,45,-1,lixo
209013142582337000,1,0,0,0,0,0,0,1,lixo
209012737991389000,1,0,0,0,0,0,1,1,lixo
209013432014487000,0,0,0,0,5,0,1,1,lixo
209019372197527000,1,0,0,0,1,0,0,0,lixo
209019431727271000,0,0,0,0,0,2,0,0,lixo
209019109717975000,0,0,0,0,0,2,0,0,lixo
209018660180856000,0,0,0,-1,0,0,0,-1,lixo
209019229633122000,0,0,0,0,4,0,0,1,lixo
209019157356871000,1,0,0,0,1,0,0,0,lixo
208999945246736000,0,0,0,0,2,2,0,1,lixo
209001497835479000,1,0,0,0,1,0,0,1,lixo
209010068279136000,0,0,0,0,3,0,0,1,lixo
209016779425595000,0,0,0,0,0,0,1,0,lixo
209016525779238000,1,0,0,0,1,1,0,1,lixo
209016584633729000,0,0,0,0,1,0,0,1,lixo
209016695732441000,0,0,1,0,1,0,0,1,lixo
209016697930252000,0,0,0,0,0,0,3,-1,lixo
209016787382190000,0,0,1,0,1,0,0,-1,lixo
209024684367417000,0,0,0,0,0,1,0,1,lixo
209023604577419000,0,0,0,0,4,1,0,1,lixo
209002284556881000,0,0,0,-1,0,0,0,1,lixo
209002332271288000,0,0,0,0,2,2,0,1,lixo
209002507425415000,0,0,0,0,2,2,0,1,lixo
209002650874818000,1,0,0,0,0,0,2,1,lixo
209002669195538000,1,0,0,0,0,0,4,1,lixo
209003383611338000,1,0,0,0,0,0,0,1,lixo
209002831800315000,1,0,0,0,0,0,6,1,lixo
209009548218994000,0,-1,0,0,2,0,0,1,lixo
209008913130061000,0,0,1,0,0,0,0,0,lixo
209014644923314000,0,0,0,0,1,0,0,1,lixo
209014956543328000,1,0,0,0,1,0,1,1,lixo
208998898386219000,0,0,0,0,2,2,0,1,lixo
208998973502005000,0,0,0,0,2,2,0,1,lixo
208999699326304000,0,0,0,0,0,4,0,1,lixo
208999093337464000,0,0,0,0,2,2,1,0,lixo
208998853947559000,0,0,0,0,2,2,0,1,lixo
209008713074343000,1,0,0,-2,0,0,1,1,lixo
209008796381618000,0,0,0,0,0,0,1,1,lixo
209015805323640000,0,0,0,0,0,0,2,1,lixo
209015913637351000,0,0,0,0,1,0,0,0,lixo
209016255485722000,0,0,1,0,0,0,0,0,lixo
209016045887959000,0,0,1,0,0,0,0,1,lixo
209022086654603000,0,0,0,0,0,0,1,0,lixo
209003548023853000,1,0,0,-2,0,0,1,1,lixo
209003556064329000,0,0,0,0,1,0,0,-1,lixo
209003786012868000,0,0,0,0,0,0,3,-1,lixo
209003796527972000,1,0,0,0,0,0,1,1,lixo
209003889775738000,1,0,0,-2,0,0,1,1,lixo
209003900756434000,0,0,0,-1,1,0,45,-1,lixo
209003643595272000,0,0,0,-1,0,2,1,1,lixo
209004090355744000,0,0,0,0,0,0,2,0,lixo
209004040011522000,0,0,0,0,1,0,0,1,lixo
209004224045006000,0,0,0,0,0,0,6,1,lixo
209004243179405000,1,0,0,0,0,0,0,0,lixo
209011748081123000,0,0,0,0,0,1,0,1,lixo
209010793650466000,0,0,0,0,0,3,0,1,lixo
209018176745373000,0,0,1,0,0,0,0,1,lixo
209018368450240000,0,0,0,0,0,1,0,-1,lixo
209018481214095000,0,0,0,0,4,0,0,1,lixo
208998736007929000,0,0,0,0,2,2,0,1,lixo
209007434155565000,0,0,0,0,0,2,0,1,lixo
209006747518640000,0,0,0,0,3,0,0,1,lixo
209014158006566000,1,0,0,0,0,0,1,1,lixo
209006104628310000,0,0,1,0,0,0,1,1,lixo
209006149733859000,0,0,1,0,0,0,1,1,lixo
209012202882084000,0,0,0,0,0,1,0,1,lixo
209012072409862000,0,0,0,0,2,0,3,1,lixo
209011869527179000,0,0,0,0,2,0,3,1,lixo
209011989098405000,0,0,0,0,5,0,1,1,lixo
208996791180464000,0,0,0,0,0,1,0,1,lixo
208997599456403000,0,0,0,0,0,0,1,1,lixo
208997455784710000,0,0,0,0,0,0,1,1,lixo
208997236502306000,0,0,0,0,0,1,0,1,lixo
208999372267073000,0,0,0,0,2,2,0,1,lixo
208999450578923000,0,0,0,0,2,2,0,1,lixo
209041442725838000,0,0,1,0,0,0,0,1,lixo
209040699264479000,0,0,1,0,0,0,0,1,lixo
209040237446447000,0,0,0,0,0,2,0,0,lixo
209028291175268000,0,0,0,0,0,0,1,-1,lixo
209050266027311000,0,0,1,0,0,0,0,0,lixo
209088467286757000,1,0,0,0,0,0,1,1,lixo
209057344531865000,0,0,0,0,4,0,1,1,lixo
209262813967949000,0,0,1,0,0,0,0,0,lixo
209280759423442000,0,0,0,0,4,0,0,0,lixo
209005475130384000,0,0,0,0,1,0,0,0,lixo
209005141230223000,0,0,0,-1,0,0,0,1,lixo
209019379873091000,0,0,0,-1,1,0,45,-1,lixo
209019431727271000,0,0,0,0,0,2,0,-1,lixo
209019109717975000,0,0,0,0,0,2,0,-1,lixo
209018754477203000,0,0,0,0,1,0,0,-1,lixo
209019291641708000,0,0,0,0,0,0,3,0,lixo
209025671010328000,0,-1,0,0,1,0,0,1,lixo
209001109048668000,0,0,0,0,1,0,1,-1,lixo
209010793201668000,0,0,0,0,0,1,1,-1,lixo
209010855759708000,0,0,0,0,0,1,1,-1,lixo
209016988725551000,0,0,0,0,0,0,4,-1,lixo
209016889547030000,0,0,0,0,0,0,3,-1,lixo
209023731698384000,0,0,0,0,1,0,2,0,lixo
209002296644861000,0,0,1,0,1,0,1,1,lixo
209015122730029000,0,0,0,0,0,48,0,1,lixo
209008796381618000,0,0,0,0,0,0,1,0,lixo
209021857834352000,0,0,0,0,0,0,2,-1,lixo
209022367945601000,0,0,0,0,1,0,0,0,lixo
209003516889542000,1,0,0,0,0,0,0,1,lixo
209003796527972000,0,0,0,0,0,0,1,-1,lixo
209003880791543000,0,0,1,0,0,0,0,1,lixo
209003923850276000,1,0,0,0,0,0,0,1,lixo
209003664633905000,0,0,0,0,1,0,0,-1,lixo
209003658665394000,0,0,1,0,1,0,0,0,lixo
209004079278587000,1,0,0,0,0,0,0,1,lixo
209004531122569000,0,0,0,0,0,0,1,0,lixo
209010932070875000,1,0,0,0,1,0,0,0,lixo
209024778458238000,0,-1,0,0,1,0,3,0,lixo
209024973795360000,0,0,0,0,1,0,0,1,lixo
209007277833859000,1,0,0,0,4,0,0,-1,lixo
209006904930865000,0,-1,0,0,0,0,2,-1,lixo
209007631271067000,0,0,0,0,0,0,1,0,lixo
209006104435367000,0,0,0,0,8,0,1,-1,lixo
209006176657084000,0,0,0,0,1,1,0,0,lixo
209006378784788000,0,0,0,0,0,1,0,1,lixo
209005822636859000,0,0,0,0,0,0,3,-1,lixo
209006228775505000,0,0,1,-1,1,0,0,1,lixo
209011878792396000,1,0,0,0,1,0,0,0,lixo
209020493125255000,0,0,1,0,0,0,0,0,lixo
209020139012751000,0,0,0,0,0,2,0,-1,lixo
209020022167846000,0,0,0,-2,0,0,0,-1,lixo
209019798930202000,0,0,0,0,4,0,0,1,lixo
209019731443859000,0,0,1,0,0,0,0,0,lixo
209019781897129000,0,0,0,0,0,0,1,-1,lixo
208996784670900000,0,0,0,0,1,0,0,-1,lixo
208996674432020000,0,0,0,0,0,2,3,0,lixo
208997509647966000,0,0,0,0,0,3,0,1,lixo
208997442010611000,0,0,0,0,0,0,4,-1,lixo
208997006922887000,0,0,0,0,0,0,4,-1,lixo
208997077269753000,0,0,0,0,0,0,4,-1,lixo
208997901211414000,0,0,1,0,2,0,0,1,lixo
208998343345573000,0,0,0,0,1,0,0,1,lixo
209028675570642000,0,0,0,0,1,0,0,0,lixo
209026988185366000,0,-1,0,0,2,0,0,1,lixo
209028060312375000,0,0,0,0,1,0,0,0,lixo
209029579124387000,1,0,0,0,6,0,0,-1,lixo
209027580412694000,0,0,0,0,1,0,0,-1,lixo
209027627036577000,0,0,0,0,0,2,0,-1,lixo
209250354808897000,0,-1,0,0,1,3,0,-1,lixo
209336170348421000,0,0,0,0,0,2,0,-1,lixo
209005380511072000,0,0,0,-1,0,0,0,-1,lixo
208999658360537000,0,-1,0,0,0,0,0,-1,lixo
209013061145735000,0,0,1,0,2,0,0,1,lixo
209013157287571000,0,0,0,0,1,0,0,1,lixo
209012537516228000,0,0,1,0,2,0,1,1,lixo
209012538564812000,0,0,1,0,0,0,0,1,lixo
209012708790644000,0,0,1,0,0,0,0,1,lixo
209012673990492000,0,0,1,0,2,0,1,1,lixo
209012717372186000,1,0,0,0,0,2,0,1,lixo
209012731788013000,0,0,1,0,0,0,0,1,lixo
209012752671444000,0,0,1,0,0,0,0,1,lixo
209012778944577000,0,0,1,0,1,0,0,0,lixo
209012788977344000,0,0,1,0,0,0,0,1,lixo
209012820174585000,0,0,1,0,0,0,0,1,lixo
209013380609089000,0,0,1,0,0,0,0,1,lixo
209013394760663000,0,0,1,0,0,0,0,1,lixo
209013165290307000,0,0,1,0,0,0,0,1,lixo
209013177537671000,1,0,0,0,2,1,0,1,lixo
209013223838580000,0,0,1,0,1,0,0,1,lixo
209013242381615000,0,0,1,0,0,0,0,1,lixo
209013260937211000,0,0,0,0,0,0,1,1,lixo
209012901019791000,0,0,0,0,1,0,0,1,lixo
209012950680354000,0,0,0,0,1,0,0,1,lixo
209012963200335000,0,0,0,0,2,0,1,1,lixo
209012880580935000,0,0,1,0,0,0,0,1,lixo
209012993537748000,0,0,1,0,1,0,0,0,lixo
209013005902557000,0,0,1,0,0,0,0,1,lixo
209012904522027000,0,0,0,0,0,0,2,0,lixo
209013020398059000,0,0,0,0,1,0,0,1,lixo
209012833097224000,0,0,1,0,0,0,0,1,lixo
209012856102985000,0,0,1,0,0,0,0,1,lixo
209012847701798000,0,0,0,0,0,0,1,-1,lixo
209012882493542000,0,0,1,0,0,0,0,1,lixo
209012882451607000,1,0,0,0,2,1,0,1,lixo
209012899644059000,1,0,0,0,2,1,0,1,lixo
209012907013447000,0,0,1,0,0,0,0,1,lixo
209018816510959000,0,0,1,0,0,0,0,1,lixo
209018735250522000,0,0,0,0,0,48,0,0,lixo
209026217356181000,0,0,0,0,3,0,1,1,lixo
209026435996848000,0,0,0,0,2,0,3,1,lixo
209016840150724000,1,0,0,0,0,0,0,1,lixo
209015549290745000,0,0,1,0,0,0,0,1,lixo
209015602415800000,0,0,1,0,0,0,0,1,lixo
209014894744453000,0,0,0,0,1,0,0,1,lixo
209015268171726000,0,0,0,0,4,0,0,1,lixo
209015276572909000,0,0,1,0,0,0,0,1,lixo
209015223624019000,1,0,0,0,1,0,0,1,lixo
209023289799086000,0,0,1,0,1,0,0,0,lixo
209022649777651000,0,0,0,0,1,0,0,1,lixo
208999701083734000,0,0,0,0,4,0,0,1,lixo
208999059254542000,0,0,0,-1,0,0,0,0,lixo
208999083401154000,0,0,0,0,0,0,1,-1,lixo
208999128179552000,0,0,0,-1,0,0,1,-1,lixo
209000319714201000,0,0,0,0,1,1,0,0,lixo
209015655876407000,0,0,1,0,0,0,0,1,lixo
209016401598484000,0,0,1,0,1,1,0,1,lixo
209021455491538000,0,0,0,0,0,0,1,-1,lixo
209021485392723000,0,0,0,-1,0,0,2,-1,lixo
209021531282620000,0,0,0,-1,0,0,5,-1,lixo
209021578716004000,0,0,0,0,1,0,0,-1,lixo
209022222931738000,0,0,0,0,0,0,3,0,lixo
209021604146069000,0,0,0,0,0,0,1,-1,lixo
209021598286618000,0,0,0,0,0,2,2,0,lixo
209004500537716000,0,0,0,0,2,0,0,0,lixo
209011667454009000,0,0,0,0,0,0,2,0,lixo
209011748081123000,0,0,0,0,0,1,0,0,lixo
209018205623160000,0,0,1,0,1,0,0,1,lixo
209025205916536000,0,0,0,0,1,0,0,1,lixo
209025435982499000,0,0,0,0,0,0,1,0,lixo
209025069731676000,0,0,0,0,0,0,1,0,lixo
209000878655541000,0,0,0,0,1,0,0,0,lixo
209000667627524000,1,0,0,0,1,0,0,1,lixo
209007202026012000,0,0,0,-1,0,0,0,-1,lixo
209014023734308000,0,0,0,0,1,0,0,1,lixo
209014180915843000,0,0,0,0,1,0,0,1,lixo
209014525104623000,0,0,1,0,0,0,0,1,lixo
209014063555022000,0,0,0,0,2,0,0,1,lixo
209013866569539000,0,0,0,0,1,0,0,1,lixo
209013877059493000,0,0,1,0,0,0,0,1,lixo
209013827784814000,0,0,0,0,2,0,1,1,lixo
209013947041447000,0,0,1,0,0,0,0,1,lixo
209013964745621000,0,0,1,0,0,0,0,1,lixo
209014415901728000,0,0,0,0,2,0,1,1,lixo
209021093091098000,0,0,0,0,0,0,2,1,lixo
209021291884322000,0,0,0,0,0,0,1,1,lixo
209021016784113000,0,0,0,0,0,1,2,-1,lixo
209012364744474000,0,0,0,0,2,0,1,1,lixo
209012371694432000,0,0,0,0,2,0,1,1,lixo
209012383539146000,0,0,1,0,0,0,0,1,lixo
209012348743200000,0,0,1,0,0,0,0,1,lixo
209012387200765000,0,0,1,0,0,0,0,1,lixo
209012202882084000,0,0,0,0,0,1,0,0,lixo
209012401528516000,0,0,0,0,4,0,0,1,lixo
209012402560307000,0,0,0,0,8,0,0,1,lixo
209012403394977000,0,0,1,0,0,0,0,1,lixo
209012387016216000,1,0,1,0,1,0,0,1,lixo
209012426996326000,0,0,1,0,0,0,0,1,lixo
209012426669166000,0,0,1,0,0,0,0,1,lixo
209012443958091000,1,0,0,0,1,0,0,1,lixo
209012441814802000,0,0,1,0,0,0,0,1,lixo
209012450224390000,0,0,1,0,0,0,0,1,lixo
209012460705943000,0,0,1,0,2,0,1,1,lixo
209012463780380000,1,0,1,0,0,0,0,1,lixo
209012471179116000,0,0,0,0,2,0,1,1,lixo
209012478896652000,0,0,1,0,0,0,0,1,lixo
209012486349914000,0,0,2,0,0,0,0,1,lixo
209012496147812000,1,0,1,0,1,1,0,1,lixo
209012507354996000,0,0,1,0,0,0,0,1,lixo
209012511339585000,0,0,1,0,0,0,0,1,lixo
209012515496132000,0,0,0,0,1,1,0,1,lixo
209012519073890000,0,0,0,0,3,0,1,0,lixo
209012526162247000,0,0,1,0,0,0,0,1,lixo
209012528003559000,0,0,0,0,5,0,0,1,lixo
209012527764480000,0,0,1,0,2,0,1,1,lixo
209012545263120000,1,0,0,-1,0,0,2,1,lixo
209012548605984000,0,0,1,0,0,0,0,1,lixo
209012560584904000,0,0,1,0,0,0,0,1,lixo
209012553366511000,0,0,1,0,0,0,0,1,lixo
209012567283208000,0,0,1,0,0,0,0,1,lixo
209012595087253000,0,0,1,0,0,0,0,1,lixo
209012603807203000,0,0,1,0,0,0,0,1,lixo
209012503466881000,0,0,1,0,0,0,0,1,lixo
209012634912174000,0,0,2,0,0,0,0,1,lixo
209012652389834000,0,0,0,0,3,0,1,0,lixo
209020077176127000,0,0,0,0,0,2,4,1,lixo
209019961216221000,0,0,0,0,2,0,0,-1,lixo
208997411648057000,0,0,0,0,0,1,0,0,lixo
208999116951396000,0,0,0,0,4,0,0,1,lixo
209041212584370000,0,0,0,0,1,0,0,0,lixo
209047490023014000,0,0,0,0,1,0,0,0,lixo
209046941902979000,0,0,0,0,1,0,1,0,lixo
209039151700516000,0,0,0,0,0,0,2,0,lixo
209039246600835000,0,0,0,0,0,0,1,0,lixo
209045904416710000,0,0,0,0,1,0,1,0,lixo
209046151117283000,0,0,1,0,1,0,0,-1,lixo
209045774259068000,0,0,0,0,2,0,1,0,lixo
209039991215632000,0,0,0,0,2,0,2,0,lixo
209052987006521000,0,0,0,0,3,1,2,0,lixo
209053396605468000,0,0,0,0,3,1,2,0,lixo
209053407238033000,0,0,0,0,3,1,1,0,lixo
209045571737104000,0,0,0,0,1,0,1,0,lixo
209045203192004000,0,0,0,0,1,0,1,0,lixo
209045293935771000,0,0,0,0,1,0,1,0,lixo
209045314517204000,0,0,0,0,1,0,1,0,lixo
209045161102151000,0,0,0,0,1,0,0,0,lixo
209037207657390000,0,0,1,0,0,0,0,1,lixo
