ID|USER|TARGET|MENTION|INFO|GOLD|POLARITY|MESSAGE|TAGGED
209002383638921000|Teste|player|1098||-1|0|@kamponez NABO Coentrão!|@kamponez NABO Coentrão!
209002393130635000|Teste|player|1098||0|0|Qual era mesmo aquela #hashtag dos espanhóis para o Coentrão?|Qual era mesmo aquela #hashtag dos espanhóis para o Coentrão?
209002481735311000|Teste|player|1098|;Positive Interjection:  boa |1|1|RT @d20fernandes: Rui Patrício e Coentrao! Boa dupla|RT @d20fernandes: Rui Patrício e Coentrao! Boa dupla
209002530850615000|Teste|player|1098|;culpa\culpado éoi do\o [TARGET]->foi;[IDIOM-]:  FOI CULPA |-1|-2|@_mr_malcontent foi culpa do Coentrão ... Lol|@_mr_malcontent foi culpa do Coentrão ... Lol
209002714720518000|Teste|player|1098||0|0|#silocomparasconcoentrao RT @ValeriePT: Qual era mesmo aquela #hastag dos espanhóis para o Coentrão?|#silocomparasconcoentrao RT @ValeriePT: Qual era mesmo aquela #hastag dos espanhóis para o Coentrão?
209002745036943000|Teste|player|1098|;Positive Interjection:  boa |1|1|RT @d20fernandes: Rui Patrício e Coentrao! Boa dupla|RT @d20fernandes: Rui Patrício e Coentrao! Boa dupla
209003255919951000|Teste|player|1098|;Regra "[VCOP] [Adj-] ? Neg"->  foi pior |-1|-1|RT @IvoGoncalves7: quem foi pior neste lance!? Miguel Lopes e Pepe, ou bruno alves, ou coentrão ou patricio!?|RT @IvoGoncalves7: quem foi pior neste lance!? Miguel Lopes e Pepe, ou bruno alves, ou coentrão ou patricio!?
209003252031819000|Teste|player|1098||0|0|@NatachaSantos30 ja fui ao bar dele mas nunca o vi. O coentrao tambem é e esse ja conhecia, o Bruno Alves parece-me simpatico lol|@NatachaSantos30 ja fui ao bar dele mas nunca o vi. O coentrao tambem é e esse ja conhecia, o Bruno Alves parece-me simpatico lol
209002862997544000|Teste|player|1098||-1|0|@kamponez Não, pá. Burro Alves e Nabo Coentrão. Ou não devia estar a marcar o gajo que marcou o golo?|@kamponez Não, pá. Burro Alves e Nabo Coentrão. Ou não devia estar a marcar o gajo que marcou o golo?
209002910963613000|Teste|player|1098|;culpa\culpado éoi do\o [TARGET]->foi|-1|-1|Bruno Alves, o central que os portugueses adoram odiar. A culpa do golo foi claramente do Fábio Coentrão.|Bruno Alves, o central que os portugueses adoram odiar. A culpa do golo foi claramente do Fábio Coentrão.
209003433821339000|Teste|player|1098|;culpa\culpado éoi do\o [TARGET]-> culpa é|0|-1|Beeeem Hugo, a culpa é do Coentrão? LOL|Beeeem Hugo, a culpa é do Coentrão? LOL
209009692662444000|Teste|player|1098||-1|0|Fabio Coentrão em dificuldades desde algum tempo sim, desde que começou a andar..|Fabio Coentrão em dificuldades desde algum tempo sim, desde que começou a andar..
208998915675131000|Teste|player|1098||1|0|RT @CristianaRelvao: Fábio Coentrão #OrgulhoNacional|RT @CristianaRelvao: Fábio Coentrão #OrgulhoNacional
208998946931085000|Teste|player|1098|;Smiley:  :)|1|1|Fábio Coentrão teve que fazer uma pequena pausa... mas está de volta e é aplaudido :)|Fábio Coentrão teve que fazer uma pequena pausa... mas está de volta e é aplaudido :)
208998963657981000|Teste|player|1098|;Negative Interjection: oh |0|-1|oh moço tu tens de ir ao EURO! aquilo sem ti nao é o mesmo #coentrao|oh moço tu tens de ir ao EURO! aquilo sem ti nao é o mesmo #coentrao
208999701083734000|Teste|player|1098||1|0|RT @in1Dpants: CARREGA PORTUGAL!!!!! MEUS MENINOS SÃO TÃO LINDOS!!! MEU CRISTIANO, NANI, COENTRÃO, MIGUEL «3 Portugal vs Turkey|RT @in1Dpants: CARREGA PORTUGAL!!!!! MEUS MENINOS SÃO TÃO LINDOS!!! MEU CRISTIANO, NANI, COENTRÃO, MIGUEL «3 Portugal vs Turkey
208999062425436000|Teste|player|1098||0|0|O público não esquece Coentrão ...|O público não esquece Coentrão ...
208999074282733000|Teste|player|1098||0|0|O Coentrão voltou, vamos a ver se foi só uma dor momentânea ou se foi mais grave...|O Coentrão voltou, vamos a ver se foi só uma dor momentânea ou se foi mais grave...
208999102657200000|Teste|player|1098||0|0|Portugal momentaneamente c/10 unidades por lesão do Coentrão. Mas não tem sido assim desde o início? O Hugo Almeida tem contado para os 11?|Portugal momentaneamente c/10 unidades por lesão do Coentrão. Mas não tem sido assim desde o início? O Hugo Almeida tem contado para os 11?
208998802827378000|Teste|player|1098||1|0|Fábio Coentrão #OrgulhoNacional|Fábio Coentrão #OrgulhoNacional
208998810775588000|Teste|player|1098||0|0|Mais vale o Coentrão sair agora e poupar-se para o Euro do que continuar e rebentar.|Mais vale o Coentrão sair agora e poupar-se para o Euro do que continuar e rebentar.
208998812042272000|Teste|player|1098||0|0|que raio se passa com o Coentrão?|que raio se passa com o Coentrão?
208998823039733000|Teste|player|1098|; meu coentrão.|1|1|Aiiii tadinho do meu Coentrão.. Portugal vs Turkey|Aiiii tadinho do meu Coentrão.. Portugal vs Turkey
209008344210485000|Teste|player|1098||-1|0|sim, perdeu algum fulgor “@Strone: o coentrão desaprendeu de jogar..”|sim, perdeu algum fulgor “@Strone: o coentrão desaprendeu de jogar..”
209008540801699000|Teste|player|1098||-1|0|Será que vi bem o golo dos turcos?   O Coentrão foi fintado na direita, falhou a dobra ao lateral direito, o mesmo... http://t.co/JFqMTavu|Será que vi bem o golo dos turcos?   O Coentrão foi fintado na direita, falhou a dobra ao lateral direito, o mesmo... http://t.co/JFqMTavu
209008692333527000|Teste|player|1098|;Regra "[VCOP] [Adj+] ? Pos"->  esteve excelente |1|1|O coentrão esteve excelente naquele corte que deu golo para a Turquia.|O coentrão esteve excelente naquele corte que deu golo para a Turquia.
209008151213785000|Teste|player|1098||-1|0|o coentrão desaprendeu de jogar..|o coentrão desaprendeu de jogar..
209021533266509000|Teste|player|1098||0|0|@P238509 não é verdade. O clube com mais jogadores é o Real Madrid (Pepe, Coentrão e Ronaldo)|@P238509 não é verdade. O clube com mais jogadores é o Real Madrid (Pepe, Coentrão e Ronaldo)
209021723348172000|Teste|player|1098||0|0|@mcorais O Coentrao é do Benfica...|@mcorais O Coentrao é do Benfica...
209003517078290000|Teste|player|1098||0|0|RT @portugoaldotnet: Coentrão vented anger to Patrício on goal, but whole defence guilty of looking at each other rather than ball.|RT @portugoaldotnet: Coentrão vented anger to Patrício on goal, but whole defence guilty of looking at each other rather than ball.
209003530516836000|Teste|player|1098||-1|0|Raios parta Coentrão. Tu hj só fazes porcaria…|Raios parta Coentrão. Tu hj só fazes porcaria…
209003538620231000|Teste|player|1098|;culpa\culpado éoi do\o [TARGET]-> culpa é|0|-1|Claro RT @Afon5o: Beeeem Hugo, a culpa é do Coentrão? LOL|Claro RT @Afon5o: Beeeem Hugo, a culpa é do Coentrão? LOL
209003718031577000|Teste|player|1098|;Regra "[VCOP] [Adj+] ? Pos"->  foi bonito |0|1|O Hugo Almeida quis dar ao Coentrão. O gesto foi bonito mas porra estava em frente à baliza!!|O Hugo Almeida quis dar ao Coentrão. O gesto foi bonito mas porra estava em frente à baliza!!
209003766601617000|Teste|player|1098|;culpa\culpado éoi do\o [TARGET]-> culpa é|0|-1|RT @Afon5o: Beeeem Hugo, a culpa é do Coentrão? LOL|RT @Afon5o: Beeeem Hugo, a culpa é do Coentrão? LOL
209004132588199000|Teste|player|1098||-1|0|@kamponez Vou tentar mais uma vez: BURRO Alves (porque deixou a bola para o GR) e NABO Coentrão (porque não marcou o avançado).|@kamponez Vou tentar mais uma vez: BURRO Alves (porque deixou a bola para o GR) e NABO Coentrão (porque não marcou o avançado).
209003658665394000|Teste|player|1098|;Smiley: .XD|0|1|@katyserra o Postiga ja conheço a 13 anos..xD Coentrao e Bruno nunca vi pessoalmente,mas tb me parece q o Bruno seja simpatico :)|@katyserra o Postiga ja conheço a 13 anos..xD Coentrao e Bruno nunca vi pessoalmente,mas tb me parece q o Bruno seja simpatico :)
209011667454009000|Teste|player|1098||0|0|Depois daquelas entradas mais duras da 1ª parte (sobre Coentrão e Nani), os portugueses começaram a evitar meter o pé...|Depois daquelas entradas mais duras da 1ª parte (sobre Coentrão e Nani), os portugueses começaram a evitar meter o pé...
209011211684167000|Teste|player|1098|;[IDIOM-]:  SIDO CULPA |0|-1|RT @kamponez: Esta falha do Veloso deve ter sido culpa do Coentrão.|RT @kamponez: Esta falha do Veloso deve ter sido culpa do Coentrão.
209011075021156000|Teste|player|1098|;[IDIOM-]:  SIDO CULPA |0|-1|Esta falha do Veloso deve ter sido culpa do Coentrão.|Esta falha do Veloso deve ter sido culpa do Coentrão.
209018245586497000|Teste|player|1098||0|0|Parece q nunca jogaram juntos; nem o Coentrão com o Ronaldo|Parece q nunca jogaram juntos; nem o Coentrão com o Ronaldo
209017716684763000|Teste|player|1098||-1|0|Nani, CR7, Coentrão, Beto e Bento RT @ricardoboleo: Cinco portugueses nomeados para o Prémio PT Literatura 2012 http://t.co/R5sJMdnC|Nani, CR7, Coentrão, Beto e Bento RT @ricardoboleo: Cinco portugueses nomeados para o Prémio PT Literatura 2012 http://t.co/R5sJMdnC
208998675312148000|Teste|player|1098||0|0|Tudo menos o Fabio Coentrao se lesionar|Tudo menos o Fabio Coentrao se lesionar
209006835724853000|Teste|player|1098||1|0|@kamponez Fintou o Patrício; o Coentrão tem de estar a marcar independentemente de. Mas golo nasce da estupidez do Alves, isso é verdade.|@kamponez Fintou o Patrício; o Coentrão tem de estar a marcar independentemente de. Mas golo nasce da estupidez do Alves, isso é verdade.
209006671962447000|Teste|player|1098|;culpa\culpado éoi do\o [TARGET]-> culpa é|0|-1|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...
209014276105584000|Teste|player|1098|;[IDIOM-]:  É CULPA |-1|-1|Falhanço de Ronaldo é culpa do Coentrão.|Falhanço de Ronaldo é culpa do Coentrão.
209014359156981000|Teste|player|1098|;[IDIOM-]:  É CULPA |-1|-1|RT @kamponez: Falhanço de Ronaldo é culpa do Coentrão.|RT @kamponez: Falhanço de Ronaldo é culpa do Coentrão.
209014470196994000|Teste|player|1098|;Positive Interjection:  vai |0|1|Isto é o Coentrão que vai marcar!|Isto é o Coentrão que vai marcar!
209013911742201000|Teste|player|1098||0|0|RT @TrendsPortugal: turquia, joss, stone e coentrão é tendência em Portugal http://t.co/1KttZoBt|RT @TrendsPortugal: turquia, joss, stone e coentrão é tendência em Portugal http://t.co/1KttZoBt
209013737615659000|Teste|player|1098||0|0|@filipaclaro mas o Coentrão tem um livro...?|@filipaclaro mas o Coentrão tem um livro...?
209021203858460000|Teste|player|1098||0|0|@raminhoseffect E o Coentrão ? E o Ronaldo ? Não percebes nada de carros. E de futebol, zero.|@raminhoseffect E o Coentrão ? E o Ronaldo ? Não percebes nada de carros. E de futebol, zero.
209021241674309000|Teste|player|1098||-1|0|O trabalho de equipa está a subir. O Coentrão desta vez já girou a ganza pelos seus restantes companheiros ! #teamwork|O trabalho de equipa está a subir. O Coentrão desta vez já girou a ganza pelos seus restantes companheiros ! #teamwork
209021291884322000|Teste|player|1098||1|0|@M_CorteReal Coentrão, CR, Nani, Meireles e Moutinho não jogaram mal|@M_CorteReal Coentrão, CR, Nani, Meireles e Moutinho não jogaram mal
209005653128261000|Teste|player|1098|;culpa\culpado éoi do\o [TARGET]-> culpa é|0|-1|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...
209006111007834000|Teste|player|1098|;culpa\culpado éoi do\o [TARGET]-> culpa é|0|-1|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...
209006530589233000|Teste|player|1098|;culpa\culpado éoi do\o [TARGET]-> culpa é|0|-1|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...
209006538512269000|Teste|player|1098|;culpa\culpado éoi do\o [TARGET]-> culpa é|0|-1|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...
209005894984409000|Teste|player|1098|;culpa\culpado éoi do\o [TARGET]-> culpa é|0|-1|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...
209005736964001000|Teste|player|1098|;culpa\culpado éoi do\o [TARGET]-> culpa é|0|-1|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...|RT @kamponez: O Burro Alves faz aquela pérola e a culpa é do Coentrão e do Patrício. O Hugo Almeida falha e a culpa tambem deve ser do C ...
209012559653777000|Teste|player|1098|;Smiley:  :)|1|1|Va la, um golito :) bem jogado de Coentrao e Ronaldo :)|Va la, um golito :) bem jogado de Coentrao e Ronaldo :)
209012589122949000|Teste|player|1098|;Regra "[NEG] [VSUP] [QUANT/0] [N+] ? Neg"->  não faz golos;;Regra "[VSUP] [QUANT/0] [N+] ? Pos"->  faz golos;;culpa\culpado éoi do\o [TARGET]-> culpa é|0|-1|RT @VickyD313: Claro, Hugo Almeida que não faz golos; Miguel Veloso que não acerta NADA. E depois a culpa é do Coentrão!? A culpa é do s ...|RT @VickyD313: Claro, Hugo Almeida que não faz golos; Miguel Veloso que não acerta NADA. E depois a culpa é do Coentrão!? A culpa é do s ...
209012102063587000|Teste|player|1098|;Regra "[NEG] [VSUP] [QUANT/0] [N+] ? Neg"->  não faz golos;;Regra "[VSUP] [QUANT/0] [N+] ? Pos"->  faz golos;;culpa\culpado éoi do\o [TARGET]-> culpa é|0|-1|Claro, Hugo Almeida que não faz golos; Miguel Veloso que não acerta NADA. E depois a culpa é do Coentrão!? A culpa é do super Paulo Bento!|Claro, Hugo Almeida que não faz golos; Miguel Veloso que não acerta NADA. E depois a culpa é do Coentrão!? A culpa é do super Paulo Bento!
209012172871831000|Teste|player|1098||-1|0|RT @Strone: Fabio Coentrão em dificuldades desde algum tempo sim, desde que começou a andar..|RT @Strone: Fabio Coentrão em dificuldades desde algum tempo sim, desde que começou a andar..
208996693486743000|Teste|player|1098|;[IDIOM+]:  ES O MAIOR!|1|1|#euro2012  Mais uma vez o pentado do coentrao eh um hino a elegancia #por5 es o maior!|#euro2012  Mais uma vez o pentado do coentrao eh um hino a elegancia #por5 es o maior!
208996839435931000|Teste|player|1098||1|0|RT @anafilipag: Ninguém pára o Coentrão no Estádio da Luz!|RT @anafilipag: Ninguém pára o Coentrão no Estádio da Luz!
208997411648057000|Teste|player|1098||0|0|RT @portugoaldotnet: Portugal XI: Patrício, Lopes, Bruno Alves, Pepe, Coentrão, Veloso, Meireles, Moutinho, Ronaldo, Almeida, Nani|RT @portugoaldotnet: Portugal XI: Patrício, Lopes, Bruno Alves, Pepe, Coentrão, Veloso, Meireles, Moutinho, Ronaldo, Almeida, Nani
208998515437871000|Teste|player|1098||1|0|Não Fábio Coentrão, não te lesiones porque és um dos melhores jogadores em campo! #Portugal|Não Fábio Coentrão, não te lesiones porque és um dos melhores jogadores em campo! #Portugal
208998520210997000|Teste|player|1098|; meu coentrão |0|1|Não, o meu Coentrão não tá bem? Ai ai ....|Não, o meu Coentrão não tá bem? Ai ai ....
208998539706114000|Teste|player|1098|;Positive Interjection:  vai ;Negative Interjection: oh |-1|0|Oh @filipaclaro vai socorrer o teu Coentrão! :o|Oh @filipaclaro vai socorrer o teu Coentrão! :o
208998570945298000|Teste|player|1098||0|0|Espero bem que o Coentrão não se lesione a serio!|Espero bem que o Coentrão não se lesione a serio!
208998628692475000|Teste|player|1098|;adeus coentrão.|-1|-1|Adeus Coentrão.|Adeus Coentrão.
208998451655086000|Teste|player|1098|;Heavy Punctuation: ?!?|0|-1|Quem foi o FDP que lesionou o Coentrão?!?|Quem foi o FDP que lesionou o Coentrão?!?
208998434689138000|Teste|player|1098|;Negative Interjection: ai |0|-1|ai coentrao pff nao te lesiones!!!|ai coentrao pff nao te lesiones!!!
208998455371251000|Teste|player|1098||-1|0|Pronto, Coentrão para o Estaleiro.|Pronto, Coentrão para o Estaleiro.
208998466158989000|Teste|player|1098||0|0|Ai nao, nao lesionem o Coentrão :o|Ai nao, nao lesionem o Coentrão :o
208998474555981000|Teste|player|1098||-1|0|olha queres ver o Coentrão a foder-se ? ohhhhhh páááá|olha queres ver o Coentrão a foder-se ? ohhhhhh páááá
208998270016561000|Teste|player|1098||0|0|RT @brunoribeiro: Coentrão, M. Lopes, Veloso, Meireles, Quaresma e Ronaldo fazem de Portugal principal candidata a selecção mais azeitei ...|RT @brunoribeiro: Coentrão, M. Lopes, Veloso, Meireles, Quaresma e Ronaldo fazem de Portugal principal candidata a selecção mais azeitei ...
208999398116560000|Teste|player|1098||0|0|RT @SaraDAlves: O público não esquece Fábio Coentrão. - Depois de uma época inteira a ver um Emerson, queriam o quê? Nossa, que saud ...|RT @SaraDAlves: O público não esquece Fábio Coentrão. - Depois de uma época inteira a ver um Emerson, queriam o quê? Nossa, que saud ...
208999269431128000|Teste|player|1098||1|0|CONCORDO! RT @CatarinaC0sta Não Fábio Coentrão, não te lesiones porque és um dos melhores jogadores em campo! #Portugal|CONCORDO! RT @CatarinaC0sta Não Fábio Coentrão, não te lesiones porque és um dos melhores jogadores em campo! #Portugal
208999183942815000|Teste|player|1098||0|0|RT @SaraDAlves: O público não esquece Fábio Coentrão. - Depois de uma época inteira a ver um Emerson, queriam o quê? Nossa, que saud ...|RT @SaraDAlves: O público não esquece Fábio Coentrão. - Depois de uma época inteira a ver um Emerson, queriam o quê? Nossa, que saud ...
208999116951396000|Teste|player|1098||1|0|CARREGA PORTUGAL!!!!! MEUS MENINOS SÃO TÃO LINDOS!!! MEU CRISTIANO, NANI, COENTRÃO, MIGUEL «3 Portugal vs Turkey|CARREGA PORTUGAL!!!!! MEUS MENINOS SÃO TÃO LINDOS!!! MEU CRISTIANO, NANI, COENTRÃO, MIGUEL «3 Portugal vs Turkey
208999256693026000|Teste|player|1098|; grande coentrão!|1|1|#OrgulhoNacional RT @SaraaaaaL Caxineiro duro de roer, grande Coentrão!|#OrgulhoNacional RT @SaraaaaaL Caxineiro duro de roer, grande Coentrão!
208999206017449000|Teste|player|1098||1|0|RT @CatarinaC0sta: Não Fábio Coentrão, não te lesiones porque és um dos melhores jogadores em campo! #Portugal|RT @CatarinaC0sta: Não Fábio Coentrão, não te lesiones porque és um dos melhores jogadores em campo! #Portugal
209041673337044000|Teste|player|1098|;Smiley: <3|1|1|#FootballersILove Coentrão <3|#FootballersILove Coentrão <3
209047086988148000|Teste|player|1098|;Regra "[NEG]/nunca [V+]/[IDIOM+] ? Neg"->  n esteve bem);[IDIOM+]:  ESTEVE BEM)|-1|0|@va5co Quando o B. Alves abriu para a bola passar, a bola tinha de ser dele.  (verdade q depois tb o Coentrão n esteve bem)|@va5co Quando o B. Alves abriu para a bola passar, a bola tinha de ser dele.  (verdade q depois tb o Coentrão n esteve bem)
209046058595139000|Teste|player|1098|;Smiley:  :)|1|1|RT @CristianaRelvao: #FootballersILove o verdadeiro #OrgulhoNacional Fábio Coentrão :) o meu melhor do mundo.|RT @CristianaRelvao: #FootballersILove o verdadeiro #OrgulhoNacional Fábio Coentrão :) o meu melhor do mundo.
209030076728221000|Teste|player|1098||0|0|O Coentrão ainda esta se a perguntar porque custou 30 milhões de euros.|O Coentrão ainda esta se a perguntar porque custou 30 milhões de euros.
209041819605020000|Teste|player|1098|;Smiley: <3|1|1|RT @helloitsrafaela: #FootballersILove Coentrão <3|RT @helloitsrafaela: #FootballersILove Coentrão <3
209041958348406000|Teste|player|1098|;Smiley: <3|1|1|RT @helloitsrafaela: #FootballersILove Coentrão <3|RT @helloitsrafaela: #FootballersILove Coentrão <3
209043451755507000|Teste|player|1098|;Smiley:  :)|1|1|RT @CristianaRelvao: #FootballersILove o verdadeiro #OrgulhoNacional Fábio Coentrão :) o meu melhor do mundo.|RT @CristianaRelvao: #FootballersILove o verdadeiro #OrgulhoNacional Fábio Coentrão :) o meu melhor do mundo.
209043601999675000|Teste|player|1098|;Smiley:  :)|1|1|RT @CristianaRelvao: #FootballersILove o verdadeiro #OrgulhoNacional Fábio Coentrão :) o meu melhor do mundo.|RT @CristianaRelvao: #FootballersILove o verdadeiro #OrgulhoNacional Fábio Coentrão :) o meu melhor do mundo.
209043347304755000|Teste|player|1098|;Smiley:  :)|1|1|#FootballersILove o verdadeiro #OrgulhoNacional Fábio Coentrão :) o meu melhor do mundo.|#FootballersILove o verdadeiro #OrgulhoNacional Fábio Coentrão :) o meu melhor do mundo.
209064208258695000|Teste|player|1098|;Smiley: .XD|-1|1|Vendo as fotos do jogo de hoje as caras dos jogadores durante as jogadas dava para fazer um filme de terror..começando no Coentrão....xD|Vendo as fotos do jogo de hoje as caras dos jogadores durante as jogadas dava para fazer um filme de terror..começando no Coentrão....xD
209071440450945000|Teste|player|1098|;Regra "[VCOP] [Adj+] ? Pos"->  é lindo?;Positive Interjection:  lindo?|1|2|ODEIO os rapazes acharem que so gostamos dos jogadores porque sao giros!! Eu gosto do Coentrão e agora também vais dizer que é lindo?|ODEIO os rapazes acharem que so gostamos dos jogadores porque sao giros!! Eu gosto do Coentrão e agora também vais dizer que é lindo?
209059710584889000|Teste|player|1098|;Regra "[VCOP] [Adj+] ? Pos"->  foi lindo |1|1|@Pitchukita ñ tirei fotos :c a máquina tá estragada :c foi lindo vi o coentrão de perto graças a binóculos, ambiente fantástico.Grande  jogo|@Pitchukita ñ tirei fotos :c a máquina tá estragada :c foi lindo vi o coentrão de perto graças a binóculos, ambiente fantástico.Grande  jogo
209060323754389000|Teste|player|1098||1|0|@becauseofvou Viste o Coentrão. Eu chorei quando ele caiu quase lesionado... :c Se lá tivesse, morria...|@becauseofvou Viste o Coentrão. Eu chorei quando ele caiu quase lesionado... :c Se lá tivesse, morria...
209066004406472000|Teste|player|1098||1|0|faz amanha um ano. 4 de junho de 2011, vi-te pela primeira e unica vez. Portugal-Noruega #Coentrão Lembro-me que chorei|faz amanha um ano. 4 de junho de 2011, vi-te pela primeira e unica vez. Portugal-Noruega #Coentrão Lembro-me que chorei
209065532866048000|Teste|player|1098||1|0|Queria poder gritar COENTRAO AMO-TE|Queria poder gritar COENTRAO AMO-TE
