DATE|ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
2012-09-07 13:41:41|"244067919531749376"|23353285|"ppcoelho"|"passos coelho"|1|"Targets: passos coelho;Smiley:  :)))"|"“@JornalNoticias: EM ATUALIZAÇÃO: Passos Coelho fala esta sexta-feira ao país - http://t.co/O4Oc6CUd” ui lá vem bomba :)))"|"“@JornalNoticias: EM ATUALIZAÇÃO: Passos Coelho fala esta sexta-feira ao país - http://t.co/O4Oc6CUd” ui lá vem bomba :)))"
2012-09-07 13:42:05|"244068021851791360"|19906095|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @omalestafeito: António Borges anuncia hoje às 19h05  novas medidas de austeridade"|"RT @omalestafeito: António Borges anuncia hoje às 19h05  novas medidas de austeridade"
2012-09-07 13:41:18|"244067825474469890"|37675597|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"@jcaetanodias Não alinho na diabilização dos FB. Quanto às soluções q o Passos Coelho apresenta só revelam a sua incompetência e impotência."|"@jcaetanodias Não alinho na diabilização dos FB. Quanto às soluções q o Passos Coelho apresenta só revelam a sua incompetência e impotência."
2012-09-07 14:00:46|"244072722836103169"|17156792|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"Mais austeridade? Cada vez mais fico pasmado com o timing fabuloso da minha saída de PT…"|"Mais austeridade? Cada vez mais fico pasmado com o timing fabuloso da minha saída de PT…"
2012-09-07 14:01:30|"244072906383036416"|21890926|"ppcoelho"|"ppc"|0|"Targets: ppc"|"RT @pncorreia: início de um fim de semana auspicioso: PPC anuncia sobretaxa de 75% sobre subsídios em 2013 e, LUX 1 - 0 POR (CR7 falha pen)"|"RT @pncorreia: início de um fim de semana auspicioso: PPC anuncia sobretaxa de 75% sobre subsídios em 2013 e, LUX 1 - 0 POR (CR7 falha pen)"
2012-09-07 14:23:53|"244078539094253569"|77826352|"ppcoelho"|"ppc"|1|"Targets: ppc;Positive Interjection:  vai "|"RT @matias_pedro: De certeza! RT @walternatez: Será q o ppc vai estimular a compra de carros e motos neste proximo trimestre? @matias_pe ..."|"RT @matias_pedro: De certeza! RT @walternatez: Será q o ppc vai estimular a compra de carros e motos neste proximo trimestre? @matias_pe ..."
2012-09-07 14:22:51|"244078281563975680"|259745772|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @Carla1906: Passos anuncia medidas de austeridade. A seguir a selecção joga e ganha. Portugueses felizes cagam no que o Passos disse. ..."|"RT @Carla1906: Passos anuncia medidas de austeridade. A seguir a selecção joga e ganha. Portugueses felizes cagam no que o Passos disse. ..."
2012-09-07 14:41:08|"244082882103099392"|184740568|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"Passos anuncia novas medidas de austeridade ao final da tarde - Renascença http://t.co/5FdRKCbf"|"Passos anuncia novas medidas de austeridade ao final da tarde - Renascença http://t.co/5FdRKCbf"
2012-09-07 15:02:33|"244088271183953920"|636252269|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @RCOSTA_EXPRESSO: 'Inversão' de discurso nunca seria desistir da austeridade. Seria sair da armadilha única dos subsídios e dos impostos"|"RT @RCOSTA_EXPRESSO: 'Inversão' de discurso nunca seria desistir da austeridade. Seria sair da armadilha única dos subsídios e dos impostos"
2012-09-07 15:39:28|"244097559767965696"|89319369|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|""@AndreF7: Novas medidas de austeridade a anunciar esta tarde? Ok. Preparem a vaselina." e a seguir da futebol, por isso esquecemos tudo"|""@AndreF7: Novas medidas de austeridade a anunciar esta tarde? Ok. Preparem a vaselina." e a seguir da futebol, por isso esquecemos tudo"
2012-09-07 15:39:54|"244097669998448640"|169148549|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"#lulz RT “@dflipsilva: Austeridade a seguir ao Dia Mundial do Sexo? Não só não o fiz ontem como hoje ainda me enrabam.”"|"#lulz RT “@dflipsilva: Austeridade a seguir ao Dia Mundial do Sexo? Não só não o fiz ontem como hoje ainda me enrabam.”"
2012-09-07 15:43:29|"244098571140476928"|22693800|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"Passos Coelho anunciou que vai falar às 19h15 e os portugueses mal podem aguentar a expectativa: será que ele sabe... http://t.co/nuzo92Sp"|"Passos Coelho anunciou que vai falar às 19h15 e os portugueses mal podem aguentar a expectativa: será que ele sabe... http://t.co/nuzo92Sp"
2012-09-07 15:44:07|"244098730599534592"|77826352|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"Lido no FB «Selecção Nacional corre o risco de jogar sem nação. Passos Coelho fala às 19h45»"|"Lido no FB «Selecção Nacional corre o risco de jogar sem nação. Passos Coelho fala às 19h45»"
2012-09-07 16:16:18|"244106831629258754"|22345600|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"O dia do sexo não foi ontem? Pq é que hoje vamos ser todos f***dos pelo Passos Coelho às 19:15? #portugal"|"O dia do sexo não foi ontem? Pq é que hoje vamos ser todos f***dos pelo Passos Coelho às 19:15? #portugal"
2012-09-07 16:54:10|"244116359376687104"|19889294|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"PS queixa-se de não ter sido informado da nova austeridade: O PS queixa-se de nada saber sobre o que Passos Coel... http://t.co/yNkHUXup"|"PS queixa-se de não ter sido informado da nova austeridade: O PS queixa-se de nada saber sobre o que Passos Coel... http://t.co/yNkHUXup"
2012-09-07 16:55:30|"244116697584398336"|70961291|"ppcoelho"|"austeridade"|0|"Targets: primeiro-ministro,austeridade"|"23 de Novembro de 2031,19:15.Primeiro-ministro irá anunciar um novo plano de austeridade para que seja possível atingir o limite do deficit."|"23 de Novembro de 2031,19:15.Primeiro-ministro irá anunciar um novo plano de austeridade para que seja possível atingir o limite do deficit."
2012-09-07 16:51:04|"244115582348324864"|21890926|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @__pq: largas. já n tenho idade pra coisas apertadas RT @__tomaz: 86-60-86 RT @itwitting: Que medidas deveria Passos Coelho anunciar?"|"RT @__pq: largas. já n tenho idade pra coisas apertadas RT @__tomaz: 86-60-86 RT @itwitting: Que medidas deveria Passos Coelho anunciar?"
2012-09-07 16:52:18|"244115892743577600"|244762010|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @PedroF_Afonso: "@AndreF7: Novas medidas de austeridade a anunciar esta tarde? Ok. Preparem a vaselina." e a seguir da futebol, por i ..."|"RT @PedroF_Afonso: "@AndreF7: Novas medidas de austeridade a anunciar esta tarde? Ok. Preparem a vaselina." e a seguir da futebol, por i ..."
2012-09-07 12:33:20|"244050720314245120"|36311611|"ppcoelho"|"austeridade"|0|"Targets: passos coelho,austeridade"|"RT @AnaCatarinaSant: Mayday, mayday! Declaração de Passos Coelho ao país, às 19.15H, para anunciar novas medidas de austeridade. (fonte  ..."|"RT @AnaCatarinaSant: Mayday, mayday! Declaração de Passos Coelho ao país, às 19.15H, para anunciar novas medidas de austeridade. (fonte  ..."
2012-09-07 12:34:17|"244050959947419649"|15457785|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"19:45h Passos Coelho vai falar ao pais, acho k vai oferecer doces ao pessoal."|"19:45h Passos Coelho vai falar ao pais, acho k vai oferecer doces ao pessoal."
2012-09-07 12:30:14|"244049940823801856"|20583613|"ppcoelho"|"austeridade"|0|"Targets: passos coelho,austeridade"|"Mayday, mayday! Declaração de Passos Coelho ao país, às 19.15H, para anunciar novas medidas de austeridade. (fonte Jornal Negócios)"|"Mayday, mayday! Declaração de Passos Coelho ao país, às 19.15H, para anunciar novas medidas de austeridade. (fonte Jornal Negócios)"
2012-09-07 12:50:55|"244055145669869568"|249869615|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"@martim isso dá para esquecer muita austeridade."|"@martim isso dá para esquecer muita austeridade."
2012-09-07 12:50:56|"244055148190629888"|14599507|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @__tomaz: Mais um anuncio de austeridade meia hora antes de um jogo em q previsivel/ Portugal vai ganhar. Apesar de resultar com este ..."|"RT @__tomaz: Mais um anuncio de austeridade meia hora antes de um jogo em q previsivel/ Portugal vai ganhar. Apesar de resultar com este ..."
2012-09-07 12:52:33|"244055554543210497"|51827660|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @SemPachorra: Passos Coelho vai anunciar aumento dos impostos a todos os jogadores da selecção nacional a meia hora do início do jogo"|"RT @SemPachorra: Passos Coelho vai anunciar aumento dos impostos a todos os jogadores da selecção nacional a meia hora do início do jogo"
2012-09-07 12:52:40|"244055584096256000"|33932398|"ppcoelho"|"primeiro-ministro"|0|"Targets: primeiro-ministro"|"O Primeiro-ministro fará hoje uma declaração ao país, às 19h15, onde serão anunciadas mais medidas de... http://t.co/sftcCRxp"|"O Primeiro-ministro fará hoje uma declaração ao país, às 19h15, onde serão anunciadas mais medidas de... http://t.co/sftcCRxp"
2012-09-07 12:49:45|"244054849795284992"|249869615|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @bindhili: Olha diz que o Passos passa cá ás 19h15 p anunciar novas medidas de austeridade e depois vai jantar fora .."|"RT @bindhili: Olha diz que o Passos passa cá ás 19h15 p anunciar novas medidas de austeridade e depois vai jantar fora .."
2012-09-07 12:49:54|"244054883538448384"|8685712|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"Em honra de mais austeridade... #carregapassos http://t.co/MNFWRqaP"|"Em honra de mais austeridade... #carregapassos http://t.co/MNFWRqaP"
2012-09-07 12:54:14|"244055979744964608"|180928454|"ppcoelho"|"austeridade"|0|"Targets: passos coelho,austeridade"|"Passos Coelho anuncia às 19h15 novas medidas de austeridade http://t.co/xeKLiNIM"|"Passos Coelho anuncia às 19h15 novas medidas de austeridade http://t.co/xeKLiNIM"
2012-09-07 12:51:28|"244055283452743680"|77826352|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @__tomaz: Mais um anuncio de austeridade meia hora antes de um jogo em q previsivel/ Portugal vai ganhar. Apesar de resultar com este ..."|"RT @__tomaz: Mais um anuncio de austeridade meia hora antes de um jogo em q previsivel/ Portugal vai ganhar. Apesar de resultar com este ..."
2012-09-07 13:09:51|"244059911405846530"|36385507|"ppcoelho"|"primeiro-ministro"|0|"Targets: primeiro-ministro"|"RT @RUMinho: O Primeiro-ministro fará hoje uma declaração ao país, às 19h15, onde serão anunciadas mais medidas de... http://t.co/sftcCRxp"|"RT @RUMinho: O Primeiro-ministro fará hoje uma declaração ao país, às 19h15, onde serão anunciadas mais medidas de... http://t.co/sftcCRxp"
2012-09-07 13:31:39|"244065395282173952"|387606588|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @Publico: Passos anuncia mais medidas de austeridade às 19h15 http://t.co/ymz2XbQr"|"RT @Publico: Passos anuncia mais medidas de austeridade às 19h15 http://t.co/ymz2XbQr"
2012-09-07 13:30:05|"244065001005006849"|77826352|"ppcoelho"|"austeridade"|1|"Targets: austeridade;Smiley:  :)"|"Pramim, as novas medidas de austeridade só contam a partir de 2ª feira: vou passar o fim-de-semana na Festa dos Camaradas Avecs :)"|"Pramim, as novas medidas de austeridade só contam a partir de 2ª feira: vou passar o fim-de-semana na Festa dos Camaradas Avecs :)"
2012-09-07 13:49:20|"244069846264979457"|20753422|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"Comunicação ao pais de Novas Medidas de #Austeridade as 19.15h ... Logo a seguir o Jogo de Portugal para desaluviar..."|"Comunicação ao pais de Novas Medidas de #Austeridade as 19.15h ... Logo a seguir o Jogo de Portugal para desaluviar..."
2012-09-07 13:48:34|"244069651565408256"|19889294|"ppcoelho"|"primeiro-ministro"|0|"Targets: austeridade,primeiro-ministro"|"Passos anuncia novas medidas de austeridade esta tarde: O primeiro-ministro Passos Coelho vai anunciar novas med... http://t.co/z3j3KP7N"|"Passos anuncia novas medidas de austeridade esta tarde: O primeiro-ministro Passos Coelho vai anunciar novas med... http://t.co/z3j3KP7N"
2012-09-07 13:48:34|"244069653318615040"|19889294|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"Cavaco diz que novas medidas de austeridade devem ser para os que ainda não as suportam: O Presidente da Repúbli... http://t.co/sPKDFUCv"|"Cavaco diz que novas medidas de austeridade devem ser para os que ainda não as suportam: O Presidente da Repúbli... http://t.co/sPKDFUCv"
2012-09-07 14:08:02|"244074552081141760"|15221517|"ppcoelho"|"primeiro-ministro"|0|"Targets: passos coelho,primeiro-ministro"|"Passos Coelho fala esta sexta-feira ao país via Newsletter JN (NEWSGEN) - O primeiro-ministro vai ... http://t.co/Qn4glIno"|"Passos Coelho fala esta sexta-feira ao país via Newsletter JN (NEWSGEN) - O primeiro-ministro vai ... http://t.co/Qn4glIno"
2012-09-07 14:09:26|"244074903588990976"|31698220|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"Passos anuncia novas medidas de austeridade ao final da tarde - Renascença http://t.co/7C52wqoI"|"Passos anuncia novas medidas de austeridade ao final da tarde - Renascença http://t.co/7C52wqoI"
2012-09-07 14:29:02|"244079838267314176"|19921389|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"'Inversão' de discurso nunca seria desistir da austeridade. Seria sair da armadilha única dos subsídios e dos impostos"|"'Inversão' de discurso nunca seria desistir da austeridade. Seria sair da armadilha única dos subsídios e dos impostos"
2012-09-07 14:47:37|"244084515134394371"|69469870|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"Coelho anuncia mais austeridade... meia-hora antes do jogo da bola! http://t.co/ojRshONu"|"Coelho anuncia mais austeridade... meia-hora antes do jogo da bola! http://t.co/ojRshONu"
2012-09-07 14:46:56|"244084342668812288"|730238540|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @RCOSTA_EXPRESSO: 'Inversão' de discurso nunca seria desistir da austeridade. Seria sair da armadilha única dos subsídios e dos impostos"|"RT @RCOSTA_EXPRESSO: 'Inversão' de discurso nunca seria desistir da austeridade. Seria sair da armadilha única dos subsídios e dos impostos"
2012-09-07 14:45:54|"244084080566751232"|28173996|"ppcoelho"|"austeridade"|0|"Targets: passos coelho,austeridade"|"Passos Coelho anuncia às 19h15 novas medidas de austeridade (act) http://t.co/v05HtokY"|"Passos Coelho anuncia às 19h15 novas medidas de austeridade (act) http://t.co/v05HtokY"
2012-09-07 15:05:29|"244089009775706112"|55051675|"ppcoelho"|"austeridade"|-1|"Targets: ppc,austeridade;Regra "[VCOP] [Adj-] ? Neg"->  fica lixado "|"RT @osAristocratas: PPC anuncia Austeridade antes da seleção porque um gajo fica lixado mas depois entra o Postiga e a gente vê q, pront ..."|"RT @osAristocratas: PPC anuncia Austeridade antes da seleção porque um gajo fica lixado mas depois entra o Postiga e a gente vê q, pront ..."
2012-09-07 15:07:48|"244089590665846784"|40705534|"ppcoelho"|"austeridade"|0|"Targets: passos coelho,austeridade"|"RT @omalestafeito: Passos coelho anuncia às 19h15 novas medidas de austeridade - o avião do Portas chega às 19:30"|"RT @omalestafeito: Passos coelho anuncia às 19h15 novas medidas de austeridade - o avião do Portas chega às 19:30"
2012-09-07 15:08:16|"244089711394709505"|53081432|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @omalestafeito: coitados dos açorianos , vão ter austeridade uma hora mais cedo"|"RT @omalestafeito: coitados dos açorianos , vão ter austeridade uma hora mais cedo"
2012-09-07 15:05:21|"244088974103162881"|23183596|"ppcoelho"|"primeiro-ministro"|0|"Targets: primeiro-ministro"|"Ao ver varios post sobre a informação as 19:45 das novas medidas que sr. primeiro-ministro vai apresentar. Fui a... http://t.co/7sEinY38"|"Ao ver varios post sobre a informação as 19:45 das novas medidas que sr. primeiro-ministro vai apresentar. Fui a... http://t.co/7sEinY38"
2012-09-07 15:09:06|"244089919163740160"|53081432|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @BiaDeMaria: Motivo da tristeza do Ronaldo? Sabia q as novas medidas de austeridade iam ser anunciadas à hora do jogo da selecção."|"RT @BiaDeMaria: Motivo da tristeza do Ronaldo? Sabia q as novas medidas de austeridade iam ser anunciadas à hora do jogo da selecção."
2012-09-07 15:25:18|"244093996056584193"|77826352|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @bytoke: --> http://t.co/bIubcyNJ RT @sophiaqualquer A unica medida de austeridade q nos falta é taxar o oxigénio consoante a caix ..."|"RT @bytoke: --> http://t.co/bIubcyNJ RT @sophiaqualquer A unica medida de austeridade q nos falta é taxar o oxigénio consoante a caix ..."
2012-09-07 15:44:52|"244098918793748480"|19643918|"ppcoelho"|"austeridade"|1|"Targets: austeridade;Positive Interjection:  vai "|"Eu acho que o Passos vai anunciar as medidas de austeridade para o Ronaldo não andar triste sozinho!"|"Eu acho que o Passos vai anunciar as medidas de austeridade para o Ronaldo não andar triste sozinho!"
2012-09-07 15:44:55|"244098932966318080"|77826352|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @Xuta: Já sei qual vai o discurso do Passos Coelho:  " vocês portugueses têm um cu que é uma maravilha. ""|"RT @Xuta: Já sei qual vai o discurso do Passos Coelho:  " vocês portugueses têm um cu que é uma maravilha. ""
2012-09-07 15:47:16|"244099525717934080"|28421494|"ppcoelho"|"austeridade"|1|"Targets: primeiro-ministro,austeridade;Positive Interjection:  vamos "|"Espero que Portugal ganhe o jogo de logo mais! Antes do jogo vamos levar com o Primeiro-ministro e as novas medidas de austeridade :-/"|"Espero que Portugal ganhe o jogo de logo mais! Antes do jogo vamos levar com o Primeiro-ministro e as novas medidas de austeridade :-/"
2012-09-07 15:48:26|"244099820241948672"|77789815|"ppcoelho"|"austeridade"|0|"Targets: passos coelho,austeridade"|"O Passos Coelho vai dar uma maozinha à festa do Avante. Assim ja têm tema de conversa #AVANTE12 #austeridade"|"O Passos Coelho vai dar uma maozinha à festa do Avante. Assim ja têm tema de conversa #AVANTE12 #austeridade"
2012-09-07 15:45:52|"244099173794865153"|77826352|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"Momento porno-LOL do dia RT @Xuta Já sei qual vai o discurso do Passos Coelho: " vocês portugueses têm um cu que é uma maravilha. ""|"Momento porno-LOL do dia RT @Xuta Já sei qual vai o discurso do Passos Coelho: " vocês portugueses têm um cu que é uma maravilha. ""
2012-09-07 15:45:22|"244099047105912832"|21422711|"ppcoelho"|"austeridade"|1|"Targets: austeridade;Positive Interjection:  vai "|"RT @nm_neto: Eu acho que o Passos vai anunciar as medidas de austeridade para o Ronaldo não andar triste sozinho!"|"RT @nm_neto: Eu acho que o Passos vai anunciar as medidas de austeridade para o Ronaldo não andar triste sozinho!"
2012-09-07 16:48:25|"244114912450850816"|122053254|"ppcoelho"|"ppc"|0|"Targets: ppc"|"@arroz PPC picked a great time to bury the bad news"|"@arroz PPC picked a great time to bury the bad news"
2012-09-07 02:19:45|"243896306148470785"|21016387|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"O que eu dava para ver alguma verdadeira austeridade tocar esta gente toda que anda a arruinar o meu Portugal. #VoltaSalazar"|"O que eu dava para ver alguma verdadeira austeridade tocar esta gente toda que anda a arruinar o meu Portugal. #VoltaSalazar"
2012-09-07 10:24:32|"244018306292527104"|326034392|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"MAIS AUSTERIDADE SÓ PARA O ANO http://t.co/sdKIk7t3"|"MAIS AUSTERIDADE SÓ PARA O ANO http://t.co/sdKIk7t3"
2012-09-07 12:10:30|"244044975636090880"|18803751|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"Passos Coelho e o "papel" do  BCE [1]: Extracto da intervenção de Passos Coelho — na Assembleia da República no ... http://t.co/r1cLC17h"|"Passos Coelho e o "papel" do  BCE [1]: Extracto da intervenção de Passos Coelho — na Assembleia da República no ... http://t.co/r1cLC17h"
2012-09-07 12:46:07|"244053938704371712"|20549270|"ppcoelho"|"ppc"|0|"Targets: ppc"|"Ora portanto às 19:15 temos o PPC a debitar noções de como pagar mais e calar, o que vale é que portugal joga logo a seguir.... #FDP"|"Ora portanto às 19:15 temos o PPC a debitar noções de como pagar mais e calar, o que vale é que portugal joga logo a seguir.... #FDP"
2012-09-07 12:48:36|"244054561654992896"|20627896|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @bindhili: Olha diz que o Passos passa cá ás 19h15 p anunciar novas medidas de austeridade e depois vai jantar fora .."|"RT @bindhili: Olha diz que o Passos passa cá ás 19h15 p anunciar novas medidas de austeridade e depois vai jantar fora .."
2012-09-07 13:08:14|"244059504386392064"|83811459|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"Passos anuncia novas medidas de austeridade ao final da tarde - Renascença http://t.co/r1jdmGJ5"|"Passos anuncia novas medidas de austeridade ao final da tarde - Renascença http://t.co/r1jdmGJ5"
2012-09-07 13:05:04|"244058705144987648"|77826352|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @sophiaqualquer: plano de austeridade antes de bola lembra os banhos turcos depois de rebolarem na neve."|"RT @sophiaqualquer: plano de austeridade antes de bola lembra os banhos turcos depois de rebolarem na neve."
2012-09-07 13:09:04|"244059711203340289"|62254047|"ppcoelho"|"austeridade"|0|"Targets: passos coelho,austeridade"|"RT @adricintilante: Passos Coelho às 19:15 vai comunicar mais austeridade ao país e logo a seguir, tem o jogo da seleção Pt. Que boa sac ..."|"RT @adricintilante: Passos Coelho às 19:15 vai comunicar mais austeridade ao país e logo a seguir, tem o jogo da seleção Pt. Que boa sac ..."
2012-09-07 13:23:43|"244063398231416832"|77826352|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @omalestafeito: “@cmjornal: Passos Coelho anuncia medidas de contenção às 19h15 - o carinho com que tratam os, ainda, actuais donos d ..."|"RT @omalestafeito: “@cmjornal: Passos Coelho anuncia medidas de contenção às 19h15 - o carinho com que tratam os, ainda, actuais donos d ..."
2012-09-07 13:27:03|"244064239764000769"|19285396|"ppcoelho"|"austeridade"|1|"Targets: passos coelho,austeridade;Regra "[VCOP] [Adj+] ? Pos"->  é sereno."|"Venham elas que o povo é sereno...até um dia! Passos Coelho anuncia às 19h15 novas medidas de austeridade http://t.co/ZF6qjbsc"|"Venham elas que o povo é sereno...até um dia! Passos Coelho anuncia às 19h15 novas medidas de austeridade http://t.co/ZF6qjbsc"
2012-09-07 13:26:13|"244064026785619968"|77826352|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @omalestafeito: austeridade = medidas de contenção no CM - Esfaqueia a mulher à frente da filha passa a : reduz capacidade sanguínea"|"RT @omalestafeito: austeridade = medidas de contenção no CM - Esfaqueia a mulher à frente da filha passa a : reduz capacidade sanguínea"
2012-09-07 13:46:06|"244069033085915136"|77826352|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @kamponez: RT @manuelparreira: Se esperassem pelo lucro do aeroporto de Beja não seria preciso mais austeridade"|"RT @kamponez: RT @manuelparreira: Se esperassem pelo lucro do aeroporto de Beja não seria preciso mais austeridade"
2012-09-07 13:45:27|"244068867574468608"|59812246|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @pedro_sales: se portugal era o bom aluno, só com grandes avaliações, como dizia passos, pq é que hoje vai anunciar mais austeridade???"|"RT @pedro_sales: se portugal era o bom aluno, só com grandes avaliações, como dizia passos, pq é que hoje vai anunciar mais austeridade???"
2012-09-07 13:43:29|"244068373888131072"|77826352|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"RT @ajsborges: Uma das medidas de austeridade que Passos gostaria de anunciar era a extinção do Tribunal Constitucional. Como não pode,  ..."|"RT @ajsborges: Uma das medidas de austeridade que Passos gostaria de anunciar era a extinção do Tribunal Constitucional. Como não pode,  ..."
2012-09-07 14:05:12|"244073840664252416"|21033453|"ppcoelho"|"austeridade"|0|"Targets: austeridade"|"A haver novas medidas de austeridade tal significa que o memorando falhou. Que a troika falhou, que o governo falhou. Plain simple."|"A haver novas medidas de austeridade tal significa que o memorando falhou. Que a troika falhou, que o governo falhou. Plain simple."
