DATE|ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
2012-09-07 12:10:30|"244044975636090880"|18803751|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"Passos Coelho e o "papel" do  BCE [1]: Extracto da intervenção de Passos Coelho — na Assembleia da República no ... http://t.co/r1cLC17h"|"Passos Coelho e o "papel" do  BCE [1]: Extracto da intervenção de Passos Coelho — na Assembleia da República no ... http://t.co/r1cLC17h"
2012-09-07 12:46:07|"244053938704371712"|20549270|"ppcoelho"|"ppc"|0|"Targets: ppc"|"Ora portanto às 19:15 temos o PPC a debitar noções de como pagar mais e calar, o que vale é que portugal joga logo a seguir.... #FDP"|"Ora portanto às 19:15 temos o PPC a debitar noções de como pagar mais e calar, o que vale é que portugal joga logo a seguir.... #FDP"
2012-09-07 13:09:04|"244059711203340289"|62254047|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @adricintilante: Passos Coelho às 19:15 vai comunicar mais austeridade ao país e logo a seguir, tem o jogo da seleção Pt. Que boa sac ..."|"RT @adricintilante: Passos Coelho às 19:15 vai comunicar mais austeridade ao país e logo a seguir, tem o jogo da seleção Pt. Que boa sac ..."
2012-09-07 13:23:43|"244063398231416832"|77826352|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @omalestafeito: “@cmjornal: Passos Coelho anuncia medidas de contenção às 19h15 - o carinho com que tratam os, ainda, actuais donos d ..."|"RT @omalestafeito: “@cmjornal: Passos Coelho anuncia medidas de contenção às 19h15 - o carinho com que tratam os, ainda, actuais donos d ..."
2012-09-07 13:27:03|"244064239764000769"|19285396|"ppcoelho"|"passos coelho"|1|"Targets: passos coelho;Regra "[VCOP] [Adj+] ? Pos"->  é sereno."|"Venham elas que o povo é sereno...até um dia! Passos Coelho anuncia às 19h15 novas medidas de austeridade http://t.co/ZF6qjbsc"|"Venham elas que o povo é sereno...até um dia! Passos Coelho anuncia às 19h15 novas medidas de austeridade http://t.co/ZF6qjbsc"
2012-09-07 14:03:33|"244073423393943552"|21890926|"ppcoelho"|"ppc"|0|"Targets: ppc"|"PPC = Passos, Portugal e Copos RT @FUN: Finally Friday! What will you do tonight?"|"PPC = Passos, Portugal e Copos RT @FUN: Finally Friday! What will you do tonight?"
2012-09-07 14:06:51|"244074253903863809"|228431669|"ppcoelho"|"ppc"|-1|"Targets: ppc;Regra "[VCOP] [Adj-] ? Neg"->  fica lixado "|"PPC anuncia Austeridade antes da seleção porque um gajo fica lixado mas depois entra o Postiga e a gente vê q, pronto, há coisas piores.(CA)"|"PPC anuncia Austeridade antes da seleção porque um gajo fica lixado mas depois entra o Postiga e a gente vê q, pronto, há coisas piores.(CA)"
2012-09-07 14:20:01|"244077566615502848"|62254047|"ppcoelho"|"coelhinho"|1|"Targets: coelhinho;Positive Interjection:  vai "|"Já pus a box a gravar pras 19:15 pro coelhinho que vai sair da cartola logo!"|"Já pus a box a gravar pras 19:15 pro coelhinho que vai sair da cartola logo!"
2012-09-07 14:56:19|"244086703772532736"|17972627|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @amtmachado: Passos Coelho anuncia às 19h15 novas medidas de austeridade (act) http://t.co/v05HtokY"|"RT @amtmachado: Passos Coelho anuncia às 19h15 novas medidas de austeridade (act) http://t.co/v05HtokY"
2012-09-07 14:55:40|"244086540328906754"|188487420|"ppcoelho"|"pedro passos coelho"|0|"Targets: pedro passos coelho"|"RT @Subversivo7: Pedro Passos Coelho  já aprendeu com Sócrates ....austeridade as 19.15h e futebol às 19.45h"|"RT @Subversivo7: Pedro Passos Coelho  já aprendeu com Sócrates ....austeridade as 19.15h e futebol às 19.45h"
2012-09-07 15:35:14|"244096497673728000"|65356757|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"Ganda Fanático Dos Pópós! o.O RT @negociosportuga: Passos Coelho anuncia mais austeridade às 19h20. http://t.co/AtcT9S2x"|"Ganda Fanático Dos Pópós! o.O RT @negociosportuga: Passos Coelho anuncia mais austeridade às 19h20. http://t.co/AtcT9S2x"
2012-09-07 15:37:35|"244097088667930624"|65356757|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @BiaDeMaria: Passos Coelho às 19:15: 'Então Ronaldo, estás triste? Não fiques, ao menos ganhas bem, olha eu de seguida a ir ao c* aos ..."|"RT @BiaDeMaria: Passos Coelho às 19:15: 'Então Ronaldo, estás triste? Não fiques, ao menos ganhas bem, olha eu de seguida a ir ao c* aos ..."
2012-09-07 16:21:13|"244108070064619520"|77826352|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @fvicentedasilva: Variados interesses corporativos irão dirigir-se aos portugueses hoje às 19:15 através do ventríloquo Passos Coelho."|"RT @fvicentedasilva: Variados interesses corporativos irão dirigir-se aos portugueses hoje às 19:15 através do ventríloquo Passos Coelho."
2012-09-07 16:18:08|"244107293648617472"|733983|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @carlajesus: O dia do sexo não foi ontem? Pq é que hoje vamos ser todos f***dos pelo Passos Coelho às 19:15? #portugal"|"RT @carlajesus: O dia do sexo não foi ontem? Pq é que hoje vamos ser todos f***dos pelo Passos Coelho às 19:15? #portugal"
2012-09-07 16:38:09|"244112330366009344"|20549270|"ppcoelho"|"ppc"|0|"Targets: ppc"|"@vivi_marta @LuisFCorreia Isso é tal e qual como o PPC quando for hoje ao dito dos portugueses, ele já avisou por isso..."|"@vivi_marta @LuisFCorreia Isso é tal e qual como o PPC quando for hoje ao dito dos portugueses, ele já avisou por isso..."
2012-09-07 16:40:22|"244112887830966272"|21890926|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"86-60-86 RT @itwitting: Que medidas deveria Passos Coelho anunciar? Deixe aqui a sua opinião http://t.co/2ePkGP9I"|"86-60-86 RT @itwitting: Que medidas deveria Passos Coelho anunciar? Deixe aqui a sua opinião http://t.co/2ePkGP9I"
2012-09-07 16:38:32|"244112426205863936"|64788246|"ppcoelho"|"ppc"|0|"Targets: ppc"|"@susanacampos O PPC ao meu lado é uma menina de 5 anos..."|"@susanacampos O PPC ao meu lado é uma menina de 5 anos..."
2012-09-07 12:23:49|"244048324980768768"|89512610|"ppcoelho"|"passos coelho"|-1|"Targets: passos coelho;Heavy Punctuation: ?! "|"isso é verdade?! RT @omalestafeito: Passos coelho anuncia às 19h15 novas medidas de austeridade - e depois das 20 volta com mais"|"isso é verdade?! RT @omalestafeito: Passos coelho anuncia às 19h15 novas medidas de austeridade - e depois das 20 volta com mais"
2012-09-07 12:37:09|"244051678981140480"|19368263|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"Aiai "Passos Coelho anuncia às 19h15 novas medidas de austeridade" http://t.co/kXFWD9cf"|"Aiai "Passos Coelho anuncia às 19h15 novas medidas de austeridade" http://t.co/kXFWD9cf"
2012-09-07 12:56:22|"244056517039505408"|41382013|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"Passos Coelho anuncia às 19h15 novas medidas de austeridade Economia - Jornal de negócios online http://t.co/ppFGbhVI via @jornaldnegocios"|"Passos Coelho anuncia às 19h15 novas medidas de austeridade Economia - Jornal de negócios online http://t.co/ppFGbhVI via @jornaldnegocios"
2012-09-07 12:58:17|"244056996708487169"|77826352|"ppcoelho"|"passos coelho"|-1|"Targets: passos coelho;Smiley:  :( "|"Ele vai avançar, o povo recuar... :( RT @rubeneves Novas medidas de austeridade??? Passos Coelho vai mesmo avançar às 19h15?"|"Ele vai avançar, o povo recuar... :( RT @rubeneves Novas medidas de austeridade??? Passos Coelho vai mesmo avançar às 19h15?"
2012-09-07 13:15:40|"244061371401121794"|77826352|"ppcoelho"|"passos coelho"|1|"Targets: passos coelho;Positive Interjection:  vai "|"RT @joaocfrodrigues: “@rubencgomes: Passos Coelho vai divulgar a constituição das equipas!”"|"RT @joaocfrodrigues: “@rubencgomes: Passos Coelho vai divulgar a constituição das equipas!”"
2012-09-07 13:15:05|"244061225338667009"|14310734|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @omalestafeito: Passos coelho anuncia às 19h15 novas medidas de austeridade - o avião do Portas chega às 19:30"|"RT @omalestafeito: Passos coelho anuncia às 19h15 novas medidas de austeridade - o avião do Portas chega às 19:30"
2012-09-07 13:34:31|"244066116253663232"|16290016|"ppcoelho"|"passos coelho"|2|"Targets: passos coelho;Regra "[VCOP] [Adj+] ? Pos"-> era bom ;Positive Interjection:  vai "|"Era bom demais! “@der_terrorist: às 19:15 Passos Coelho vai apresentar a demissão por inadaptação para o cargo?”"|"Era bom demais! “@der_terrorist: às 19:15 Passos Coelho vai apresentar a demissão por inadaptação para o cargo?”"
2012-09-07 13:35:48|"244066440355905536"|77826352|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @der_terrorist: às 19:15 Passos Coelho vai apresentar a demissão por inadaptação para o cargo?"|"RT @der_terrorist: às 19:15 Passos Coelho vai apresentar a demissão por inadaptação para o cargo?"
2012-09-07 13:53:52|"244070987744833538"|77826352|"ppcoelho"|"ppc"|0|"Targets: ppc"|"RT @JoanaRSSousa: ñ dá p pôr a gravar no meio ou assim? RT @RitaMatos: Temos de ver o comunicado do PPC para poder ver o jogo da Selecção?"|"RT @JoanaRSSousa: ñ dá p pôr a gravar no meio ou assim? RT @RitaMatos: Temos de ver o comunicado do PPC para poder ver o jogo da Selecção?"
2012-09-07 13:53:28|"244070887136055297"|15307572|"ppcoelho"|"pedro passos coelho"|-1|"Targets: pedro passos coelho;Negative Interjection:  uiii,"|""Pedro Passos Coelho, prepara-se para anunciar esta tarde novas medidas de austeridade."  Uiii, duas palavras ME-DO!! http://t.co/rQz3VW2D"|""Pedro Passos Coelho, prepara-se para anunciar esta tarde novas medidas de austeridade."  Uiii, duas palavras ME-DO!! http://t.co/rQz3VW2D"
2012-09-07 13:53:42|"244070946812600322"|105895671|"ppcoelho"|"passos coelho"|1|"Targets: passos coelho;Regra "[NEG] unca [V-]\[IDIOM-] ? Pos"->  não chorem!"|"Votaram nele, agora não chorem! "Passos Coelho anuncia às 19h15 novas medidas de austeridade." http://t.co/0KIHv11u"|"Votaram nele, agora não chorem! "Passos Coelho anuncia às 19h15 novas medidas de austeridade." http://t.co/0KIHv11u"
2012-09-07 13:57:25|"244071879026040833"|16256698|"ppcoelho"|"pedro passos coelho"|0|"Targets: pedro passos coelho"|"Pedro Passos Coelho e o "quanto" deveria o BCE intervir na(s) dívida(s) soberana(s): http://t.co/oiNWIU1x"|"Pedro Passos Coelho e o "quanto" deveria o BCE intervir na(s) dívida(s) soberana(s): http://t.co/oiNWIU1x"
2012-09-07 14:13:14|"244075862398492674"|19387970|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"O Passos Coelho vai apresentar novas medidas de austeridade ao país e nós sabemos porquê #ronaldoestátriste"|"O Passos Coelho vai apresentar novas medidas de austeridade ao país e nós sabemos porquê #ronaldoestátriste"
2012-09-07 14:14:01|"244076058670923776"|552710238|"ppcoelho"|"ppc"|-1|"Targets: ppc;Regra "[VCOP] [Adj-] ? Neg"->  fica lixado "|"RT @osAristocratas: PPC anuncia Austeridade antes da seleção porque um gajo fica lixado mas depois entra o Postiga e a gente vê q, pront ..."|"RT @osAristocratas: PPC anuncia Austeridade antes da seleção porque um gajo fica lixado mas depois entra o Postiga e a gente vê q, pront ..."
2012-09-07 14:33:14|"244080893172535296"|262852176|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"O Passos Coelho deve ter um ex-aluno do Goebbels a dar-lhe sugestões sobre horários para anunciar austeridade. Propaganda estratégica."|"O Passos Coelho deve ter um ex-aluno do Goebbels a dar-lhe sugestões sobre horários para anunciar austeridade. Propaganda estratégica."
2012-09-07 15:13:22|"244090991781478400"|21890926|"ppcoelho"|"ppc"|0|"Targets: ppc"|"#SPOILERS - O PPC não vai gostar RT @JornalNoticias: Gasóleo sobe 0,5 cêntimos e gasolina 3 cêntimos http://t.co/zOOY5HvH"|"#SPOILERS - O PPC não vai gostar RT @JornalNoticias: Gasóleo sobe 0,5 cêntimos e gasolina 3 cêntimos http://t.co/zOOY5HvH"
2012-09-07 15:34:24|"244096288084336642"|45792727|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @niltoncomedy: Passos Coelho anuncia mais medidas de austeridade às 19h15. Se eu não conseguir ver, fico isento?"|"RT @niltoncomedy: Passos Coelho anuncia mais medidas de austeridade às 19h15. Se eu não conseguir ver, fico isento?"
2012-09-07 15:32:17|"244095754040397825"|19977378|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @vd: Passos Coelho anuncia às 19h15 novas medidas de austeridade http://t.co/Cqc5IysR"|"RT @vd: Passos Coelho anuncia às 19h15 novas medidas de austeridade http://t.co/Cqc5IysR"
2012-09-07 15:31:22|"244095522032467968"|13781792|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @vd: Passos Coelho anuncia às 19h15 novas medidas de austeridade http://t.co/Cqc5IysR"|"RT @vd: Passos Coelho anuncia às 19h15 novas medidas de austeridade http://t.co/Cqc5IysR"
2012-09-07 16:07:22|"244104583570415617"|15221517|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"Gabinete de Passos Coelho não revela tema da declaração ao país via Newsletter JN (NEWSGEN) - ... http://t.co/rSp2KY2G"|"Gabinete de Passos Coelho não revela tema da declaração ao país via Newsletter JN (NEWSGEN) - ... http://t.co/rSp2KY2G"
2012-09-07 16:42:34|"244113439834927104"|77826352|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"Essa parte da Cassette da Austeridade já tá riscada RT @pedro_sales o que importa saber. passos coelho vai voltar a pedir desculpa?"|"Essa parte da Cassette da Austeridade já tá riscada RT @pedro_sales o que importa saber. passos coelho vai voltar a pedir desculpa?"
2012-09-07 16:41:33|"244113183827165185"|77826352|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @joaomhenrique: Para agradar os jornalistas, Passos Coelho vai anunciar Hugo Viana no onze inicial da Selecção Nacional contra o Luxe ..."|"RT @joaomhenrique: Para agradar os jornalistas, Passos Coelho vai anunciar Hugo Viana no onze inicial da Selecção Nacional contra o Luxe ..."
2012-09-07 16:42:42|"244113474685399042"|21424725|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @joaomhenrique: Para agradar os jornalistas, Passos Coelho vai anunciar Hugo Viana no onze inicial da Selecção Nacional contra o Luxe ..."|"RT @joaomhenrique: Para agradar os jornalistas, Passos Coelho vai anunciar Hugo Viana no onze inicial da Selecção Nacional contra o Luxe ..."
2012-09-07 02:46:08|"243902945769435137"|77826352|"ppcoelho"|"ppc"|1|"Targets: ppc;Smiley:  :)"|"RT @sasealves: Ahahah “@Dputamadre: Olha! O Obama debita o Programa das Novas Oportunidades do Sócrates :) #Portugal #PPC”"|"RT @sasealves: Ahahah “@Dputamadre: Olha! O Obama debita o Programa das Novas Oportunidades do Sócrates :) #Portugal #PPC”"
2012-09-07 17:30:14|"244125438866247681"|20360526|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @fernandoalvim: Exclusivo Speaky TV: Saiba aqui as medidas de austeridade que Passos Coelho anuncia mais logo - Imprensa Falsa http:/ ..."|"RT @fernandoalvim: Exclusivo Speaky TV: Saiba aqui as medidas de austeridade que Passos Coelho anuncia mais logo - Imprensa Falsa http:/ ..."
2012-09-07 18:13:15|"244136260720013312"|21890926|"ppcoelho"|"ppc"|-1|"Targets: ppc;Regra "[VSUP] [QUANT/0] [N-] ? Neg"-> faz falta "|"Faz falta um Luís no staff do PPC para animar o pré-match"|"Faz falta um Luís no staff do PPC para animar o pré-match"
2012-09-07 18:32:09|"244141017442426881"|14444454|"ppcoelho"|"ppc"|0|"Targets: ppc"|"#PPC anunciou TSU a 18% para empresas e trabalhadores - num total de 36% (em relação aos 34,75% anteriores)"|"#PPC anunciou TSU a 18% para empresas e trabalhadores - num total de 36% (em relação aos 34,75% anteriores)"
2012-09-07 18:32:21|"244141068877193216"|550338948|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @fmsantos93: Está ali o Passos Coelho com um discurso todo pipi quando resumidamente podia dizer "meus amigos, a merda continua, ague ..."|"RT @fmsantos93: Está ali o Passos Coelho com um discurso todo pipi quando resumidamente podia dizer "meus amigos, a merda continua, ague ..."
2012-09-07 18:32:24|"244141080055001088"|396894374|"ppcoelho"|"ppc"|0|"Targets: ppc"|"RT @jneves: #PPC anunciou TSU a 18% para empresas e trabalhadores - num total de 36% (em relação aos 34,75% anteriores)"|"RT @jneves: #PPC anunciou TSU a 18% para empresas e trabalhadores - num total de 36% (em relação aos 34,75% anteriores)"
2012-09-07 18:32:33|"244141118214791169"|63249540|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @RuiMPego: Passos Coelho anunciar medidas d austeridade antes d 1 jogo d selecção é como 1 violador dps de 1 ataque pgtar a 1 vítima: ..."|"RT @RuiMPego: Passos Coelho anunciar medidas d austeridade antes d 1 jogo d selecção é como 1 violador dps de 1 ataque pgtar a 1 vítima: ..."
2012-09-07 18:32:46|"244141173755768832"|14444454|"ppcoelho"|"pedro passos coelho"|0|"Targets: pedro passos coelho"|"RT @NunoCardoso: Se Pedro Passos Coelho anunciasse um imposto para quem publica fotos Instargam com pratos de comida e pôr-do-sol, já nã ..."|"RT @NunoCardoso: Se Pedro Passos Coelho anunciasse um imposto para quem publica fotos Instargam com pratos de comida e pôr-do-sol, já nã ..."
2012-09-07 18:29:57|"244140464385695744"|562926702|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @fmsantos93: Está ali o Passos Coelho com um discurso todo pipi quando resumidamente podia dizer "meus amigos, a merda continua, ague ..."|"RT @fmsantos93: Está ali o Passos Coelho com um discurso todo pipi quando resumidamente podia dizer "meus amigos, a merda continua, ague ..."
2012-09-07 18:29:58|"244140468936507393"|15811377|"ppcoelho"|"ppc"|0|"Targets: ppc"|"Conseguiu adormecer os portugueses para não ouvirem o que aí vem. #ppc"|"Conseguiu adormecer os portugueses para não ouvirem o que aí vem. #ppc"
2012-09-07 18:30:27|"244140591095640065"|417963587|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"RT @fmsantos93: Está ali o Passos Coelho com um discurso todo pipi quando resumidamente podia dizer "meus amigos, a merda continua, ague ..."|"RT @fmsantos93: Está ali o Passos Coelho com um discurso todo pipi quando resumidamente podia dizer "meus amigos, a merda continua, ague ..."
2012-09-07 18:31:23|"244140824831614976"|398857088|"ppcoelho"|"passos coelho"|0|"Targets: passos coelho"|"Para não pararem de falar no Passos Coelho é porque ele está a dar alguma coisa ou a tirar, das duas uma"|"Para não pararem de falar no Passos Coelho é porque ele está a dar alguma coisa ou a tirar, das duas uma"
